id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
65d62814,Antonio Adán,es ESP,GK,Betis,30,1987,30.0,53,3,0,5,4,41.8,0.29,-7.2,-0.24,176,490,35.9,1002,130,33.8,32.8,253,59.7,44.4,468,17,3.6,22,0.73,14.6,Matches
8875b8c9,Sergio Álvarez,es ESP,GK,Celta Vigo,30,1986,16.4,29,1,0,4,1,23.3,0.31,-4.7,-0.29,110,285,38.6,494,48,40.5,36.3,129,65.9,50.6,214,8,3.7,18,1.10,14.1,Matches
983ccabe,Jon Ander Serantes,es ESP,GK,Leganés,27,1989,1.0,2,0,0,0,0,2.7,0.34,+0.7,+0.71,8,26,30.8,25,1,72.0,54.5,8,100.0,71.5,9,1,11.1,0,0.00,8.0,Matches
011d8c56,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,33,1984,8.5,8,2,0,1,0,9.0,0.19,+1.0,+0.12,76,147,51.7,291,24,36.4,35.1,70,58.6,41.4,127,9,7.1,15,1.77,14.8,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,Athletic Club,22,1994,30.0,43,1,3,5,3,43.4,0.30,+3.4,+0.11,318,644,49.4,843,112,56.5,42.2,206,81.6,58.1,395,23,5.8,22,0.73,13.4,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,Villarreal,28,1989,23.0,30,3,1,2,0,32.0,0.29,+2.0,+0.09,124,346,35.8,454,118,43.8,37.4,200,73.5,52.8,399,26,6.5,26,1.13,12.8,Matches
aad4f74f,Mariano Barbosa,ar ARG,GK,Villarreal,33,1984,12.5,14,1,0,2,0,13.8,0.28,-0.2,-0.01,46,152,30.3,230,57,30.4,32.4,105,78.1,54.1,243,5,2.1,5,0.40,10.0,Matches
967f34d3,Rubén Blanco,es ESP,GK,Celta Vigo,22,1995,21.6,31,3,0,4,0,26.2,0.28,-4.8,-0.22,137,415,33.0,660,76,45.6,38.8,151,75.5,55.2,325,6,1.8,20,0.93,13.8,Matches
f6798fc3,Yassine Bounou,ma MAR,GK,Girona,26,1991,29.5,46,4,2,2,1,44.5,0.30,-0.5,-0.02,226,635,35.6,633,86,65.9,46.0,243,89.7,60.8,411,9,2.2,29,0.98,14.4,Matches
58bc7d18,Kiko Casilla,es ESP,GK,Real Madrid,30,1986,10.0,11,0,0,1,1,10.5,0.37,+0.5,+0.05,31,76,40.8,195,48,22.1,31.0,72,45.8,41.3,118,4,3.4,5,0.50,13.3,Matches
7a9fae62,Nereo Champagne,ar ARG,GK,Leganés,32,1985,2.0,6,1,1,0,0,4.7,0.47,-1.3,-0.65,19,43,44.2,38,4,65.8,46.3,19,94.7,58.3,21,1,4.8,2,1.00,16.0,Matches
8d957256,Leandro Chichizola,ar ARG,GK,Las Palmas,27,1990,27.0,47,3,1,4,1,50.8,0.33,+4.8,+0.18,156,443,35.2,907,175,35.2,34.1,230,53.9,47.1,376,23,6.1,57,2.11,17.0,Matches
04ac8285,Jasper Cillessen,nl NED,GK,Barcelona,28,1989,1.0,1,0,0,0,0,0.7,0.10,-0.3,-0.32,1,6,16.7,21,5,23.8,27.9,10,10.0,30.4,7,0,0.0,0,0.00,7.7,Matches
75751c99,Iván Cuéllar,es ESP,GK,Leganés,33,1984,35.0,43,5,3,4,0,44.4,0.28,+1.4,+0.04,311,894,34.8,859,89,75.2,49.4,258,96.1,63.8,481,29,6.0,47,1.34,15.7,Matches
ac295d9e,Marko Dmitrović,rs SRB,GK,Eibar,25,1992,36.0,49,4,2,2,3,44.7,0.34,-1.3,-0.04,334,888,37.6,942,93,72.4,51.4,216,95.4,70.1,339,21,6.2,97,2.69,19.0,Matches
c9cb972b,Jaume Doménech,es ESP,GK,Valencia,26,1990,5.0,5,0,0,1,0,6.9,0.34,+1.9,+0.39,18,48,37.5,106,31,25.5,29.2,34,61.8,48.8,81,2,2.5,3,0.60,11.9,Matches
307fcd26,Andrés Fernández,es ESP,GK,Villarreal,30,1986,2.5,6,1,0,2,0,5.0,0.26,-1.0,-0.42,10,34,29.4,42,9,38.1,32.0,27,66.7,48.2,45,0,0.0,5,2.00,16.1,Matches
6fb59070,Raúl Fernández,es ESP,GK,Levante,29,1988,11.0,15,0,1,3,0,16.3,0.31,+1.3,+0.11,108,248,43.5,228,33,69.3,47.8,95,94.7,62.8,185,8,4.3,17,1.55,17.8,Matches
7c218bf9,Dani Giménez,es ESP,GK,Betis,34,1983,3.4,0,0,0,0,0,1.5,0.19,+1.5,+0.44,8,40,20.0,94,10,34.0,34.5,20,40.0,36.4,62,3,4.8,2,0.58,10.4,Matches
