id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
be6faae0,Álvaro Aceves,es ESP,GK,Valladolid,19-228,2003,0.1,0,0,0,0,0,0.1,0.04,+0.1,+0.91,1,2,50.0,7,3,28.6,26.0,1,0.0,24.0,1,0,0.0,2,13.85,33.0,Matches
a2c1a8d3,Julen Agirrezabala,es ESP,GK,Athletic Club,22-075,2000,2.5,1,0,0,0,0,2.9,0.36,+1.9,+0.74,17,39,43.6,68,7,30.9,31.6,22,81.8,60.1,38,2,5.3,2,0.80,18.0,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,Valladolid,33-256,1989,7.0,11,0,0,0,0,8.8,0.50,-2.2,-0.31,37,110,33.6,165,24,37.0,35.6,71,69.0,52.2,104,3,2.9,15,2.14,17.8,Matches
e4346678,Édgar Badía,es ESP,GK,Elche,31-027,1992,24.0,48,7,0,4,1,55.7,0.32,+8.7,+0.36,141,318,44.3,488,105,40.8,36.7,189,63.0,45.9,364,17,4.7,5,0.21,10.6,Matches
f6798fc3,Yassine Bounou,ma MAR,GK,Sevilla,31-340,1991,21.5,36,2,0,3,2,34.7,0.33,+0.7,+0.03,93,261,35.6,707,84,27.3,30.9,143,47.6,40.4,283,19,6.7,35,1.63,17.3,Matches
10072610,Claudio Bravo,cl CHI,GK,Betis,39-332,1983,6.0,5,1,0,0,0,4.8,0.19,-0.2,-0.04,28,96,29.2,132,23,47.0,38.0,48,70.8,51.0,94,2,2.1,4,0.67,13.6,Matches
688b96e3,Juan Carlos,es ESP,GK,Girona,35-050,1988,10.0,18,2,2,1,0,16.7,0.35,-1.3,-0.13,23,64,35.9,278,51,17.6,28.7,62,24.2,30.3,120,6,5.0,21,2.10,16.9,Matches
1840e36d,Thibaut Courtois,be BEL,GK,Real Madrid,30-304,1992,18.0,15,4,0,1,0,14.4,0.17,-0.6,-0.03,55,134,41.0,556,109,19.8,28.2,86,27.9,32.7,215,21,9.8,22,1.22,14.7,Matches
fc70e345,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,29-076,1993,23.0,22,3,0,3,2,25.6,0.29,+5.6,+0.24,93,333,27.9,522,132,44.1,38.3,186,55.4,45.4,326,17,5.2,35,1.52,16.5,Matches
ac295d9e,Marko Dmitrović,rs SRB,GK,Sevilla,31-046,1992,2.5,3,0,0,0,0,2.6,0.20,-0.4,-0.17,15,40,37.5,81,13,37.0,37.4,18,55.6,51.0,35,6,17.1,3,1.20,11.1,Matches
a01c3d54,Aitor Fernández,es ESP,GK,Osasuna,31-312,1991,13.0,10,0,0,0,0,11.7,0.27,+1.7,+0.13,108,258,41.9,382,67,50.3,40.8,97,68.0,51.3,186,10,5.4,20,1.54,14.9,Matches
f127d782,Álvaro Fernández,es ESP,GK,Espanyol,24-332,1998,11.0,18,0,0,4,1,15.2,0.31,-1.8,-0.16,105,221,47.5,253,37,55.7,42.5,103,77.7,54.8,153,5,3.3,15,1.36,16.3,Matches
dabb2827,Fernando,es ESP,GK,Almería,32-274,1990,22.5,38,2,1,2,1,40.4,0.30,+3.4,+0.15,115,332,34.6,625,127,37.4,36.6,197,49.7,42.0,352,20,5.7,17,0.76,13.7,Matches
63d17038,Paulo Gazzaniga,ar ARG,GK,Girona,31-068,1992,14.0,20,2,0,2,0,22.7,0.32,+2.7,+0.19,82,206,39.8,410,73,32.4,33.1,122,59.8,47.7,243,21,8.6,22,1.57,15.3,Matches
3f034750,Ivo Grbić,hr CRO,GK,Atlético Madrid,27-052,1996,2.3,2,1,0,1,0,2.7,0.19,+0.7,+0.31,12,55,21.8,64,8,51.6,40.3,23,95.7,67.0,43,7,16.3,0,0.00,5.5,Matches
a4995f48,Sergio Herrera,es ESP,GK,Osasuna,29-279,1993,11.0,13,1,1,2,0,11.2,0.24,-1.8,-0.17,98,232,42.2,308,34,58.1,43.9,86,61.6,48.1,134,6,4.5,15,1.36,18.6,Matches
0107757e,Filip Jörgensen,dk DEN,GK,Villarreal,20-329,2002,1.0,1,0,0,0,0,0.7,0.25,-0.3,-0.26,0,4,0.0,28,5,14.3,23.3,7,0.0,13.3,13,1,7.7,0,0.00,8.7,Matches
2fa2a875,Benjamin Lecomte,fr FRA,GK,Espanyol,31-319,1991,10.0,14,0,0,2,1,10.4,0.26,-2.6,-0.26,72,160,45.0,192,25,57.3,43.1,80,62.5,47.0,146,4,2.7,11,1.10,15.3,Matches
