id,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks
007b39a5,335,10,0,0,0,26,8,1,0,0,0,0,13
01226327,1278,417,48,2,9,122,344,25,10,10,3,7,50
016ff750,168,28,4,0,1,13,13,11,3,6,0,1,2
02b29014,1693,14,8,0,4,29,0,2,0,0,0,5,47
0313a347,769,107,17,0,3,13,90,0,0,0,0,1,8
03622183,25,0,0,0,0,0,0,0,0,0,0,0,1
0420d84f,857,227,10,0,5,43,217,0,0,0,0,3,25
04e195ee,11,1,0,0,0,0,1,0,0,0,0,0,1
0745b37d,472,67,0,1,0,8,2,0,0,0,0,0,25
07666c20,61,62,18,0,0,0,0,0,0,0,0,1,0
07802f7f,669,3,0,1,4,29,0,0,0,0,0,8,27
08452314,135,3,0,1,0,24,2,1,0,0,0,0,5
0bad4516,438,34,1,0,5,6,33,0,0,0,0,0,4
0d267745,1520,17,13,0,9,0,4,0,0,0,0,2,3
0d4ceb32,139,1,0,2,0,3,1,0,0,0,0,0,5
0df2b165,1209,27,9,3,33,55,5,3,3,0,0,9,17
10072610,100,36,8,0,1,0,0,0,0,0,0,0,0
101da2b5,2186,52,40,0,22,4,12,0,0,0,0,6,10
111c3236,772,18,15,1,9,8,1,0,0,0,0,3,5
119b9a8e,1139,14,9,0,14,0,5,0,0,0,0,0,5
1265a93a,1095,186,21,0,8,109,156,9,4,5,0,3,22
12aa7661,430,189,16,0,3,71,134,39,17,20,0,1,4
1598599e,210,1,1,0,0,2,0,0,0,0,0,1,2
15ea812b,1331,27,23,0,15,4,4,0,0,0,0,7,9
15ea94de,152,13,0,0,0,3,2,0,0,0,0,0,3
15f3ec41,456,28,2,0,14,63,9,17,5,4,1,2,13
16380240,818,90,33,2,3,72,0,57,25,23,1,5,17
16ceb862,276,25,0,1,1,2,0,0,0,0,0,0,5
16fa6881,445,15,12,3,2,6,2,1,1,0,0,3,5
17370b95,346,49,1,0,0,17,48,0,0,0,0,0,10
17695062,36,0,0,0,0,1,0,0,0,0,0,0,0
178ae8f8,828,52,0,4,10,38,2,0,0,0,0,6,27
17d4507a,1581,315,11,2,5,123,304,0,0,0,0,6,66
189cee7b,18,2,0,0,0,0,0,0,0,0,0,0,1
18b896d6,1471,33,28,3,26,7,5,0,0,0,0,7,8
1900032e,805,47,18,0,7,1,29,0,0,0,0,2,3
1961b2aa,839,26,14,3,33,12,2,1,1,0,0,2,10
1a2935f6,666,17,14,2,5,0,3,0,0,0,0,0,1
1aa84968,1349,190,18,0,10,51,172,0,0,0,0,7,25
1ae30132,673,240,18,3,7,33,222,0,0,0,0,8,17
1b84dbe1,1472,541,64,2,13,270,369,108,56,44,0,7,63
1bf33a9a,697,7,2,4,1,35,1,4,3,0,0,2,23
1bf811d4,632,137,11,0,0,7,126,0,0,0,0,2,15
1c7012b8,1734,31,26,1,32,28,4,0,0,0,0,3,21
1cb49278,1274,38,33,2,10,0,5,0,0,0,0,2,3
1d8c99b0,65,6,3,0,1,5,0,3,3,0,0,0,0
