id,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
00459419,757,722,34,11,9,2,61,11,3,1,2,0,505,1,39
008a6e6d,1218,1180,35,19,1,5,1,16,0,0,0,0,1097,3,4
00963611,103,101,2,2,0,2,0,0,0,0,0,0,91,0,2
01226327,1954,1549,395,34,1,3,136,328,33,22,5,2,1476,10,70
02b29014,2278,2212,60,35,2,16,26,2,0,0,0,0,1885,6,44
032f894e,420,383,36,16,1,6,32,8,11,8,3,0,330,1,5
0356cf4f,11,10,0,0,0,0,1,0,0,0,0,0,4,1,1
0420d84f,516,384,129,1,0,1,28,128,0,0,0,0,369,3,16
0442183b,141,111,30,0,0,0,7,30,0,0,0,0,108,0,5
07802f7f,79,78,1,1,0,1,3,0,0,0,0,0,47,0,5
08aa17d0,1962,1658,299,23,3,10,79,276,0,0,0,0,1624,5,39
099e666f,849,620,225,13,0,5,46,212,0,0,0,0,576,4,32
0c61c77c,8,7,1,0,0,0,2,0,1,1,0,0,7,0,0
0cc5f4a5,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
0d267745,3082,3035,45,41,3,39,2,4,0,0,0,0,2829,2,11
0db5d2c8,1576,1507,63,54,2,4,0,9,0,0,0,0,1206,6,18
0e6bc38c,688,670,11,3,1,5,35,5,0,0,0,0,477,7,29
0ef89a37,758,674,76,19,17,5,58,2,53,21,22,0,566,8,18
10072610,71,56,15,5,0,0,0,0,0,0,0,0,64,0,0
101da2b5,2999,2926,65,57,18,15,9,7,1,0,0,0,2686,8,29
10b9fa99,19,19,0,0,0,0,0,0,0,0,0,0,19,0,0
111c3236,1801,1607,192,20,0,12,13,172,0,0,0,0,1662,2,15
1148323a,56,36,19,5,0,0,0,0,0,0,0,0,35,1,0
119b9a8e,826,801,25,12,1,10,2,13,0,0,0,0,762,0,3
11b9265b,964,813,150,18,1,6,51,129,3,2,1,0,784,1,17
129af0db,600,555,40,1,3,6,19,0,0,0,0,0,423,5,21
12aa7661,1521,1012,500,64,0,6,210,344,92,44,41,0,901,9,55
15ea812b,1102,1078,17,17,0,25,4,0,0,0,0,0,800,7,3
15f3ec41,18,18,0,0,0,2,2,0,0,0,0,0,12,0,0
15fd5593,103,98,5,0,0,1,3,1,0,0,0,0,80,0,7
16380240,1933,1794,129,31,18,8,98,16,76,45,16,3,1604,10,43
1695c659,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
16ceb862,380,362,17,0,5,1,3,1,0,0,0,0,251,1,6
1840e36d,1202,897,300,52,0,0,0,0,0,0,0,0,903,5,1
184e4970,1105,1042,59,23,6,19,49,4,26,18,8,0,843,4,20
189cee7b,395,363,30,3,4,5,18,2,1,0,0,0,282,2,12
18b896d6,1735,1695,35,24,3,35,10,11,0,0,0,0,1540,5,7
18e96f64,115,112,3,3,0,1,0,0,0,0,0,0,93,0,2
1931bde9,725,709,14,2,3,0,84,6,5,5,0,0,517,2,46
199ff86e,11,11,0,0,0,0,4,0,0,0,0,0,5,0,2
19b8b0b9,449,442,5,1,0,1,22,3,1,0,0,0,319,2,19
19ba6c6d,536,512,22,0,2,2,9,2,0,0,0,0,325,2,9
1a160ea3,581,508,68,7,0,5,9,61,0,0,0,0,404,5,10
1a2935f6,1814,1769,43,38,0,9,4,5,0,0,0,0,1602,2,5
1a4ef233,310,249,61,1,0,2,0,60,0,0,0,0,239,0,1
