id,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks
00f0482f,6,0,0,0,0,0,0,0,0,0,0,0,1
01226327,1214,347,58,0,3,82,282,7,3,0,3,8,34
012c975a,498,6,6,1,3,0,0,0,0,0,0,0,0
02b29014,1339,11,10,3,4,9,0,1,0,0,0,4,28
0313a347,1251,53,38,0,4,3,14,0,0,0,0,1,6
03622183,1,1,0,0,0,0,0,0,0,0,0,0,0
03edb878,36,0,0,0,0,1,0,0,0,0,0,0,1
0420d84f,678,85,2,0,7,35,83,0,0,0,0,2,18
0442183b,466,125,0,0,1,23,125,0,0,0,0,2,21
07802f7f,519,3,0,3,2,19,2,0,0,0,0,5,24
08452314,257,8,1,2,1,30,3,2,0,2,0,1,11
099e666f,46,13,2,0,0,6,11,0,0,0,0,0,3
0b33f6ad,357,26,4,0,0,1,22,0,0,0,0,0,10
0d4ceb32,239,1,0,1,1,3,1,0,0,0,0,0,5
0df2b165,1002,76,15,1,15,71,8,25,21,4,0,4,21
0f7533cd,771,56,6,2,5,41,26,1,1,0,0,3,22
101da2b5,1002,22,18,1,12,6,4,0,0,0,0,2,9
10b9fa99,1002,83,18,0,15,19,60,5,5,0,0,2,14
111c3236,223,10,1,0,1,7,9,0,0,0,0,0,3
119b9a8e,1257,27,17,0,14,1,9,0,0,0,0,1,4
11ff3d56,586,11,9,0,2,7,2,0,0,0,0,3,4
1265a93a,1785,235,22,0,17,144,180,33,15,14,0,8,34
132a82f1,1649,89,41,1,12,2,48,0,0,0,0,2,8
1544f145,227,2,1,0,0,8,0,0,0,0,0,0,4
1566e437,35,0,0,0,0,1,0,0,0,0,0,0,1
1598599e,966,9,8,0,1,1,1,0,0,0,0,1,9
15ea812b,1229,41,36,0,25,6,5,0,0,0,0,9,8
15f3ec41,625,32,2,1,12,58,23,7,2,3,0,2,13
16ceb862,217,6,0,0,0,2,2,0,0,0,0,0,7
17370b95,78,6,1,0,0,5,5,0,0,0,0,1,6
17695062,735,10,5,1,0,17,2,0,0,0,0,1,20
178ae8f8,443,2,0,1,2,18,1,0,0,0,0,4,18
17acc2ed,38,9,2,0,1,0,0,0,0,0,0,0,0
17d4507a,1238,206,11,0,9,64,195,0,0,0,0,15,31
1880614f,121,8,5,0,0,16,2,1,1,0,0,1,6
18b896d6,1498,30,28,0,13,3,2,0,0,0,0,6,11
18b999f4,41,2,2,0,0,7,0,0,0,0,0,0,2
18e96f64,805,34,23,0,7,1,11,0,0,0,0,3,5
1900032e,1734,36,33,0,16,5,2,0,0,0,0,5,7
1961b2aa,887,14,8,2,16,23,2,3,2,0,0,7,11
197640fd,1361,178,10,0,1,46,168,0,0,0,0,6,30
19f4d211,4,0,0,0,0,0,0,0,0,0,0,0,0
1a4ef233,453,38,2,0,0,1,36,0,0,0,0,2,8
1a7fcf39,1410,255,29,1,7,62,226,0,0,0,0,5,44
1aa84968,1071,80,10,0,4,25,69,0,0,0,0,2,16
1ae30132,119,41,0,0,0,10,41,0,0,0,0,2,5
1b84dbe1,1373,355,64,0,8,215,247,44,23,17,1,8,52
1bf33a9a,693,11,2,1,1,35,7,1,0,1,0,1,16
1c7012b8,1539,18,16,1,24,30,1,0,0,0,0,4,26
1cb49278,1117,29,24,1,4,0,5,0,0,0,0,3,5
1d042188,798,120,23,0,17,11,97,0,0,0,0,6,19
1ecb65be,428,3,0,1,0,29,2,1,0,0,0,2,13
1ef37668,481,123,6,0,4,19,113,4,4,0,0,2,14
1f9a3a04,44,1,1,0,0,1,0,0,0,0,0,0,1
1fb1c435,579,6,0,6,8,22,4,0,0,0,0,1,18
1fdfd6da,153,0,0,0,0,0,0,0,0,0,0,0,1
21166ff4,1370,52,21,0,16,10,31,0,0,0,0,1,7
21945a9e,0,0,0,0,0,0,0,0,0,0,0,0,0
21a66f6a,926,32,12,6,22,38,12,0,0,0,0,7,31
2389cdc2,1055,261,34,0,9,81,227,0,0,0,0,4,16
246d153b,1486,282,28,0,13,52,254,0,0,0,0,1,34
254147d4,386,19,3,0,1,9,14,0,0,0,0,2,20
25b82f9a,3,0,0,0,0,1,0,0,0,0,0,0,0
2628fd2b,888,292,65,0,2,0,0,0,0,0,0,2,0
2691c772,310,2,1,0,3,8,0,0,0,0,0,3,11
26f6dca8,364,10,4,0,0,3,1,1,1,0,0,1,6
27c01749,89,5,0,0,0,2,0,0,0,0,0,0,1
282679b4,1469,70,42,1,7,63,9,19,4,10,0,6,33
282f75f3,2153,83,71,0,22,1,12,0,0,0,0,4,4
289601e6,1139,243,9,0,2,101,234,0,0,0,0,3,36
28b40c9c,467,1,1,0,6,0,0,0,0,0,0,0,1
28d596a0,193,53,7,0,0,0,0,0,0,0,0,0,0
2928dca2,1799,62,56,0,14,0,4,0,0,0,0,4,7
29733c72,283,16,5,2,3,13,0,8,2,5,1,1,7
2973d8ff,160,14,1,0,0,5,2,0,0,0,0,0,9
2acd49b9,758,52,12,0,7,9,40,0,0,0,0,1,10
2b16cb1a,430,13,0,4,2,21,5,0,0,0,0,1,11
