id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
5bc43860,40.0,1.0,10.0,9.0,22.0,2.0,40.0,3.0,0.0,3.0,23.0,80.0,33.0,1.0,1.0,0.0,5.0,2.0,26.0,8.0
c2304da8,176.0,7.0,40.0,76.0,60.0,1.0,176.0,5.0,4.0,1.0,85.0,455.0,285.0,5.0,7.0,0.0,3.0,4.0,108.0,11.0
7ecc9dee,156.0,8.0,39.0,104.0,19.0,1.0,156.0,4.0,3.0,1.0,82.0,419.0,228.0,2.0,3.0,0.0,4.0,3.0,97.0,7.0
4c07f0e8,211.0,10.0,81.0,122.0,9.0,1.0,211.0,0.0,0.0,0.0,104.0,436.0,130.0,1.0,2.0,0.0,4.0,3.0,141.0,1.0
c2a6033c,71.0,2.0,18.0,19.0,34.0,11.0,71.0,3.0,2.0,1.0,39.0,352.0,94.0,5.0,3.0,2.0,6.0,4.0,43.0,19.0
c603091a,244.0,26.0,123.0,122.0,4.0,0.0,244.0,1.0,1.0,0.0,143.0,878.0,463.0,3.0,1.0,0.0,2.0,0.0,139.0,1.0
74510b8f,88.0,0.0,15.0,44.0,33.0,10.0,88.0,16.0,9.0,7.0,67.0,697.0,303.0,13.0,7.0,8.0,10.0,6.0,74.0,16.0
22919e97,37.0,0.0,1.0,13.0,23.0,7.0,37.0,0.0,0.0,0.0,21.0,134.0,75.0,3.0,1.0,1.0,2.0,0.0,25.0,11.0
ee926a02,488.0,17.0,111.0,271.0,118.0,27.0,488.0,22.0,14.0,8.0,276.0,1670.0,681.0,18.0,12.0,5.0,19.0,12.0,317.0,37.0
501055d8,30.0,0.0,1.0,6.0,24.0,6.0,30.0,5.0,2.0,3.0,20.0,157.0,74.0,4.0,2.0,2.0,4.0,1.0,21.0,9.0
f9c927de,396.0,9.0,90.0,209.0,104.0,4.0,396.0,10.0,5.0,5.0,227.0,1125.0,662.0,13.0,19.0,2.0,12.0,4.0,247.0,10.0
b3de00a7,30.0,24.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,11.0,42.0,35.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
c86c0fab,39.0,0.0,6.0,26.0,7.0,2.0,39.0,5.0,2.0,3.0,19.0,106.0,46.0,0.0,1.0,0.0,3.0,0.0,25.0,5.0
3ff205d5,21.0,1.0,2.0,8.0,11.0,2.0,21.0,1.0,1.0,0.0,11.0,63.0,22.0,1.0,0.0,1.0,2.0,1.0,17.0,4.0
a8c0acb7,236.0,31.0,117.0,103.0,17.0,4.0,236.0,2.0,1.0,1.0,136.0,758.0,368.0,5.0,5.0,1.0,3.0,0.0,125.0,3.0
2b1c4abd,57.0,1.0,5.0,20.0,33.0,4.0,57.0,4.0,1.0,3.0,36.0,191.0,49.0,2.0,0.0,1.0,10.0,3.0,43.0,9.0
e0d3e18d,159.0,2.0,18.0,98.0,44.0,3.0,159.0,7.0,4.0,3.0,94.0,480.0,230.0,4.0,8.0,1.0,4.0,1.0,114.0,4.0
42ec696a,160.0,142.0,160.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,67.0,403.0,310.0,0.0,0.0,0.0,1.0,0.0,52.0,0.0
6ec6fde0,300.0,23.0,112.0,168.0,24.0,2.0,300.0,3.0,3.0,0.0,210.0,1219.0,763.0,8.0,3.0,0.0,2.0,1.0,218.0,1.0
8b92fc98,10.0,0.0,1.0,8.0,1.0,0.0,10.0,0.0,0.0,0.0,8.0,24.0,12.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0
834d0be5,72.0,1.0,5.0,35.0,32.0,7.0,72.0,3.0,2.0,1.0,37.0,153.0,37.0,1.0,2.0,0.0,5.0,2.0,58.0,15.0
4bd414c1,788.0,99.0,367.0,411.0,13.0,3.0,788.0,1.0,0.0,1.0,511.0,3396.0,2350.0,20.0,5.0,0.0,2.0,2.0,570.0,1.0
b827d5b3,173.0,6.0,42.0,80.0,53.0,5.0,173.0,4.0,2.0,2.0,87.0,411.0,164.0,5.0,3.0,0.0,7.0,2.0,96.0,22.0
a7a9d95a,151.0,0.0,14.0,61.0,76.0,30.0,149.0,5.0,1.0,4.0,78.0,212.0,78.0,4.0,0.0,5.0,10.0,2.0,101.0,32.0
f7d50789,225.0,19.0,80.0,136.0,9.0,3.0,225.0,1.0,0.0,1.0,144.0,636.0,249.0,0.0,0.0,0.0,1.0,0.0,162.0,0.0
8fa8f8d2,134.0,96.0,131.0,3.0,0.0,0.0,134.0,0.0,0.0,0.0,89.0,334.0,118.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0
cd6a1a59,259.0,9.0,56.0,178.0,27.0,1.0,259.0,3.0,2.0,1.0,141.0,636.0,239.0,2.0,2.0,0.0,4.0,4.0,163.0,1.0
cea4ee8f,353.0,2.0,27.0,184.0,143.0,21.0,352.0,12.0,4.0,8.0,237.0,1019.0,387.0,12.0,20.0,2.0,18.0,8.0,273.0,45.0
b39b2cba,44.0,0.0,5.0,17.0,22.0,3.0,44.0,3.0,2.0,1.0,25.0,117.0,30.0,1.0,1.0,0.0,7.0,2.0,25.0,9.0
8ce30c57,114.0,5.0,21.0,76.0,17.0,3.0,114.0,4.0,2.0,2.0,58.0,324.0,131.0,2.0,2.0,1.0,5.0,2.0,61.0,2.0
8b3ab7ad,443.0,20.0,115.0,274.0,54.0,6.0,443.0,6.0,5.0,1.0,269.0,1210.0,484.0,1.0,0.0,0.0,4.0,1.0,306.0,4.0
4c1b67d6,264.0,17.0,90.0,117.0,59.0,3.0,264.0,2.0,0.0,2.0,125.0,722.0,347.0,4.0,4.0,1.0,7.0,1.0,151.0,19.0
