id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0076ab7f,63,11,30,29,4,1,63,0,0,0,27,106.0,49.0,0,0,0,0,0,32,0
00844823,53,7,25,25,3,1,53,2,2,0,29,227.0,112.0,2,0,0,1,0,30,0
009a4f60,244,12,66,108,75,4,244,9,6,3,108,660.0,289.0,11,7,0,10,3,102,19
00b86f5e,223,185,222,1,0,0,223,0,0,0,113,730.0,397.0,0,0,0,1,0,74,0
00c9a283,205,6,51,137,22,1,205,10,6,2,111,474.0,199.0,2,3,0,9,3,142,6
01b8a2b2,45,44,45,0,0,0,45,0,0,0,29,127.0,91.0,0,0,0,0,0,25,0
02b952ce,83,21,60,22,1,1,83,0,0,0,58,194.0,55.0,0,0,0,0,0,54,0
02caf6e0,105,2,27,60,18,1,105,2,1,1,79,413.0,197.0,4,1,0,2,0,71,6
031ebd52,28,3,8,16,4,1,28,1,0,1,14,84.0,62.0,2,0,0,1,0,15,1
0362c29e,281,32,116,100,69,4,281,4,2,2,150,914.0,479.0,10,7,0,6,2,146,14
03998238,19,1,4,7,8,4,19,1,0,0,10,46.0,28.0,0,1,0,3,1,14,3
03b6afa9,286,5,55,156,80,10,286,14,8,2,133,969.0,447.0,13,16,6,10,6,168,30
03e7a498,51,3,12,25,14,2,51,1,0,0,23,111.0,41.0,1,1,0,0,0,36,0
0412b9cd,39,2,6,16,17,3,39,3,0,3,22,100.0,26.0,0,0,0,8,0,22,5
04964f4f,26,0,2,15,12,1,26,3,2,0,22,144.0,96.0,3,2,1,2,2,18,5
049751d7,123,2,23,57,44,5,123,11,5,5,64,446.0,168.0,3,3,0,9,0,71,10
04e17fd5,59,2,5,34,20,8,59,4,0,3,28,135.0,38.0,1,0,0,5,0,45,9
04f661ea,18,0,6,8,4,0,18,0,0,0,10,27.0,13.0,0,0,0,1,0,12,1
056d2d95,320,10,73,152,100,5,320,5,2,2,137,729.0,419.0,11,8,0,6,0,139,16
05e19d6a,93,2,20,48,26,6,93,3,3,0,62,320.0,81.0,4,1,2,1,1,70,11
0670ee51,136,18,52,79,7,2,136,1,1,0,60,427.0,285.0,1,1,0,2,0,84,1
0683f364,247,11,74,102,75,6,247,7,4,2,124,715.0,385.0,8,5,2,7,6,129,22
068f4dec,82,3,12,36,35,2,82,2,1,1,51,265.0,121.0,4,0,0,4,1,54,11
06df8256,328,35,112,196,23,4,328,0,0,0,241,1244.0,649.0,4,5,0,0,0,218,1
06e5b0e4,111,22,55,53,4,0,111,1,0,1,52,220.0,116.0,0,0,0,1,0,53,0
072e68ed,184,145,184,0,0,0,184,0,0,0,102,453.0,276.0,0,0,0,2,0,83,0
08452314,192,4,19,91,82,16,192,9,6,3,133,640.0,328.0,11,5,3,4,2,132,31
086d7db3,18,1,1,5,12,6,18,0,0,0,2,9.0,4.0,0,0,0,1,0,14,4
0880e10b,82,73,82,0,0,0,82,0,0,0,43,217.0,150.0,0,0,0,0,0,39,0
089c7323,39,2,5,21,13,2,39,3,2,1,26,190.0,73.0,4,1,0,2,0,22,5
08eb3b58,179,5,67,85,28,3,179,4,2,1,133,877.0,596.0,10,5,0,1,1,124,3
0959184b,146,1,15,46,86,14,146,20,10,10,96,740.0,351.0,12,6,6,12,3,110,50
095ec83c,53,4,12,24,20,2,53,6,1,5,28,278.0,143.0,4,3,1,5,2,27,5
0a084b35,98,9,33,28,37,3,98,2,1,1,25,160.0,60.0,1,0,0,2,0,25,4
0ab1f153,53,1,6,23,26,3,53,5,3,1,28,166.0,110.0,2,1,1,0,0,42,8
0afff3b7,141,6,20,60,62,13,141,17,6,6,86,555.0,237.0,13,6,3,9,8,103,21
0b243559,27,2,13,11,3,0,27,0,0,0,8,8.0,5.0,0,0,0,1,0,9,1
0b4f388a,117,0,1,44,74,26,116,14,1,11,84,446.0,163.0,9,5,1,10,3,93,23
0ba976e4,23,1,1,9,13,4,23,0,0,0,11,58.0,6.0,0,0,0,2,0,15,2
0bfca6a1,270,15,66,137,69,2,270,4,2,2,163,904.0,364.0,4,6,0,5,2,160,7
0c09c984,285,11,98,166,22,2,285,0,0,0,166,631.0,311.0,2,4,1,1,1,196,2
0c3f7197,104,1,8,42,54,13,104,6,6,0,68,396.0,161.0,5,2,4,8,4,79,16
0c7a48f8,204,18,103,95,6,1,204,0,0,0,90,340.0,180.0,2,1,0,2,1,126,0
