id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
9e17ccff,Doğan Alemdar,tr TUR,GK,Rennes,19,2002,6,4,406,4.5,8,1.77,16,7,56.3,2,0,2,1,25.0,2,1,1,0,50.0,Matches
28dabd43,Paul Bernardoni,fr FRA,GK,Angers,25,1997,27,27,2430,27.0,62,2.30,143,84,62.2,1,5,21,3,11.1,9,8,0,1,0.0,Matches
3d214e5f,Marco Bizot,nl NED,GK,Brest,31,1991,37,37,3330,37.0,54,1.46,176,122,73.3,11,10,16,8,21.6,9,7,2,0,22.2,Matches
967f34d3,Rubén Blanco,es ESP,GK,Marseille,27,1995,6,6,495,5.5,6,1.09,19,15,68.4,1,3,2,0,0.0,0,0,0,0,,Matches
6a9e4913,Joaquín Blázquez,ar ARG,GK,Brest,21,2001,1,1,90,1.0,0,0.00,3,3,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
db87a2c4,Marcin Bułka,pl POL,GK,Nice,22,1999,2,2,180,2.0,2,1.00,6,4,66.7,0,1,1,0,0.0,0,0,0,0,,Matches
8608f269,Matis Carvalho,pt POR,GK,Montpellier,23,1999,2,1,136,1.5,3,1.99,8,5,62.5,0,0,1,1,100.0,0,0,0,0,,Matches
f5dfc256,Leonardo César Jardim,br BRA,GK,Lille,27,1995,6,6,540,6.0,13,2.17,15,4,26.7,3,1,2,0,0.0,2,2,0,0,0.0,Matches
b3d76d84,Lucas Chevalier,fr FRA,GK,Lille,20,2001,32,32,2880,32.0,31,0.97,105,76,72.4,16,9,7,10,31.3,3,2,1,0,33.3,Matches
2434f24a,Benoît Costil,fr FRA,GK,Auxerre,35,1987,19,19,1710,19.0,41,2.16,96,55,60.4,3,4,12,2,10.5,3,3,0,0,0.0,Matches
477e50ce,Rémy Descamps,fr FRA,GK,Nantes,26,1996,1,1,90,1.0,1,1.00,6,5,83.3,0,1,0,0,0.0,0,0,0,0,,Matches
f41a69e6,Mory Diaw,sn SEN,GK,Clermont Foot,29,1993,37,37,3330,37.0,47,1.27,161,110,75.8,17,8,12,10,27.0,12,8,4,0,33.3,Matches
eedea60b,Yehvann Diouf,fr FRA,GK,Reims,22,1999,31,31,2790,31.0,31,1.00,137,107,78.1,11,12,8,14,45.2,1,1,0,0,0.0,Matches
62124972,Ouparine Djoco,sn SEN,GK,Clermont Foot,24,1998,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,Matches
08f5afaa,Gianluigi Donnarumma,it ITA,GK,Paris S-G,23,1999,38,38,3409,37.9,40,1.06,160,120,76.3,27,4,7,13,34.2,5,2,1,2,33.3,Matches
0e12089d,Maxime Dupé,fr FRA,GK,Toulouse,29,1993,38,38,3420,38.0,57,1.50,179,122,70.4,13,9,16,9,23.7,7,4,3,0,42.9,Matches
9d420dad,Yahia Fofana,fr FRA,GK,Angers,21,2000,11,11,990,11.0,19,1.73,54,35,66.7,3,1,7,1,9.1,2,1,1,0,50.0,Matches
db3164e1,Gauthier Gallon,fr FRA,GK,Troyes,29,1993,30,30,2667,29.6,65,2.19,177,114,66.1,3,9,18,0,0.0,5,5,0,0,0.0,Matches
3814120d,Bingourou Kamara,sn SEN,GK,Montpellier,25,1996,5,4,408,4.5,11,2.43,25,13,60.0,0,1,3,0,0.0,3,1,1,1,50.0,Matches
4e7db402,Alban Lafont,fr FRA,GK,Nantes,23,1999,37,37,3329,37.0,54,1.46,179,129,74.9,7,14,16,11,29.7,9,9,0,0,0.0,Matches
edbe46dc,Jean-Louis Leca,fr FRA,GK,Lens,36,1985,1,1,90,1.0,1,1.00,4,3,75.0,1,0,0,0,0.0,0,0,0,0,,Matches
2fa2a875,Benjamin Lecomte,fr FRA,GK,Montpellier,31,1991,19,19,1710,19.0,22,1.16,96,72,79.2,10,3,6,8,42.1,4,2,2,0,50.0,Matches
51c83a90,Donovan Léon,gf GUF,GK,Auxerre,29,1992,2,2,180,2.0,2,1.00,11,9,90.9,1,1,0,0,0.0,1,1,0,0,0.0,Matches
1e7aea56,Benjamin Leroy,fr FRA,GK,Ajaccio,33,1989,32,32,2798,31.1,60,1.93,133,74,60.9,6,4,22,4,12.5,9,8,0,1,0.0,Matches
96fcd380,Alexandre Letellier,fr FRA,GK,Paris S-G,31,1990,1,0,11,0.1,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,Matches
fd78b105,Mateusz Lis,pl POL,GK,Troyes,25,1997,9,8,751,8.3,16,1.92,51,34,72.5,1,3,4,1,12.5,3,2,1,0,33.3,Matches
f00de885,Anthony Lopes,pt POR,GK,Lyon,31,1990,32,32,2816,31.3,39,1.25,131,94,75.6,16,4,12,7,21.9,7,7,0,0,0.0,Matches
20b9f052,Pau López,es ESP,GK,Marseille,27,1994,33,32,2925,32.5,34,1.05,123,90,76.4,21,4,7,10,31.3,5,5,0,0,0.0,Matches
1d2d5cc8,Steve Mandanda,fr FRA,GK,Rennes,37,1985,34,34,3014,33.5,31,0.93,110,79,73.6,19,5,10,12,35.3,3,2,1,0,33.3,Matches
c4173f1a,Vito Mannone,it ITA,GK,Lorient,34,1988,18,17,1608,17.9,24,1.34,84,60,72.6,4,6,7,5,29.4,1,1,0,0,0.0,Matches
dc29b608,Yvon Mvogo,ch SUI,GK,Lorient,28,1994,21,21,1812,20.1,29,1.44,98,70,71.4,11,4,6,3,14.3,1,1,0,0,0.0,Matches
afb0c500,Alexander Nübel,de GER,GK,Monaco,25,1996,38,38,3420,38.0,58,1.53,195,140,72.8,19,8,11,9,23.7,5,5,0,0,0.0,Matches
