id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
5bc43860,Brenden Aaronson,us USA,MF,at RB Salzburg,20,2000,8,8,714,7.9,0,2,2,0,0,0,0,0,0.5,0.5,1.0,1.5,13,27,51,0.00,0.25,0.25,0.00,0.25,0.06,0.13,0.19,0.06,0.19,Matches
47aaf574,Malik Abubakari,gh GHA,FW,se Malmö,21,2000,4,0,119,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,5,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
81442ecb,Marcos Acuña,ar ARG,DF,es Sevilla,29,1991,5,5,378,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,13,27,18,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
2b09d998,Tyler Adams,us USA,MF,de RB Leipzig,22,1999,5,3,293,3.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,4,17,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
82e12fe7,Chikwubuike Adamu,at AUT,FW,at RB Salzburg,20,2001,8,1,237,2.6,1,0,1,1,0,0,0,0,0.6,0.6,0.4,1.0,3,6,22,0.38,0.00,0.38,0.38,0.38,0.24,0.15,0.39,0.24,0.39,Matches
65d62814,Antonio Adán,es ESP,GK,pt Sporting CP,34,1987,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
6af56975,Edmund Addo,gh GHA,MF,md Sheriff Tiraspol,21,2000,6,6,488,5.4,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.3,4,13,1,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
501055d8,Karim Adeyemi,de GER,FW,at RB Salzburg,19,2002,8,8,602,6.7,3,1,4,1,2,3,2,0,4.6,2.2,0.8,3.0,27,7,64,0.45,0.15,0.60,0.15,0.30,0.68,0.12,0.80,0.33,0.44,Matches
f9c927de,Michel Aebischer,ch SUI,MF,ch Young Boys,24,1997,6,6,502,5.6,0,1,1,0,0,0,2,0,0.2,0.2,0.6,0.9,13,28,16,0.00,0.18,0.18,0.00,0.18,0.04,0.11,0.16,0.04,0.16,Matches
4d034881,Sergio Agüero,ar ARG,FW,es Barcelona,33,1988,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches
eab957a3,Anel Ahmedhodzic,ba BIH,DF,se Malmö,22,1999,5,5,412,4.6,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,4,24,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,de Dortmund,26,1995,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,18,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
eaeca114,Nathan Aké,nl NED,DF,eng Manchester City,26,1995,6,3,326,3.6,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,2,16,2,0.28,0.00,0.28,0.28,0.28,0.17,0.02,0.19,0.17,0.19,Matches
05439de2,David Alaba,at AUT,DF,es Real Madrid,29,1992,12,12,1039,11.5,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,15,28,8,0.09,0.00,0.09,0.09,0.09,0.02,0.03,0.05,0.02,0.05,Matches
4601e194,Jordi Alba,es ESP,"DF,FW",es Barcelona,32,1989,5,5,373,4.1,0,1,1,0,0,0,0,0,0.4,0.4,1.3,1.7,10,29,52,0.00,0.24,0.24,0.00,0.24,0.10,0.30,0.40,0.10,0.40,Matches
4bd414c1,Raúl Albiol,es ESP,DF,es Villarreal,35,1985,12,12,1042,11.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,14,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,es Villarreal,27,1993,3,1,74,0.8,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,2,1,0,1.22,0.00,1.22,1.22,1.22,1.25,0.00,1.25,1.25,1.25,Matches
77e84962,Thiago Alcántara,es ESP,MF,eng Liverpool,30,1991,10,7,601,6.7,1,0,1,1,0,0,1,0,0.3,0.3,0.2,0.4,7,76,14,0.15,0.00,0.15,0.15,0.15,0.04,0.03,0.07,0.04,0.07,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,22,1998,9,9,791,8.8,0,3,3,0,0,0,2,0,0.5,0.5,3.5,4.0,20,76,59,0.00,0.34,0.34,0.00,0.34,0.06,0.40,0.46,0.06,0.46,Matches
7a2e46a8,Alisson,br BRA,GK,eng Liverpool,28,1992,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
67b3d74b,André Almeida,pt POR,"DF,MF",pt Benfica,30,1990,5,3,236,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
f4290206,Marcos Alonso,es ESP,"DF,MF",eng Chelsea,30,1990,8,6,548,6.1,0,0,0,0,0,0,1,0,1.0,1.0,0.7,1.7,7,16,57,0.00,0.00,0.00,0.00,0.00,0.18,0.12,0.30,0.18,0.30,Matches
8ce30c57,Éder Álvarez Balanta,co COL,MF,be Club Brugge,28,1993,5,5,405,4.5,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,5,11,2,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
8b3ab7ad,Edson Álvarez,mx MEX,MF,nl Ajax,23,1997,7,7,556,6.2,0,0,0,0,0,0,4,0,0.5,0.5,0.1,0.6,3,26,9,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches
24fc70d3,Mohamed Aly Camara,gn GUI,DF,ch Young Boys,23,1997,4,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,10,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
ef9c1c95,Benjamin André,fr FRA,MF,fr Lille,30,1990,7,7,630,7.0,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.7,5,43,16,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches
4e3f5992,Oleksandr Andriyevskyi,ua UKR,MF,ua Dynamo Kyiv,27,1994,2,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
30941e96,Angeliño,es ESP,DF,de RB Leipzig,24,1997,5,5,430,4.8,0,3,3,0,0,0,2,1,0.3,0.3,1.3,1.6,10,14,32,0.00,0.63,0.63,0.00,0.63,0.06,0.28,0.34,0.06,0.34,Matches
