id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
32c2d95f,Yunis Abdelhamid,ma MAR,DF,Reims,33,1987,33.1,2,18,6,33.3,0.54,0.18,0.11,0.33,18.3,0,0,0,1.2,1.2,0.07,+0.8,+0.8,Matches
82464ce3,Salis Abdul Samed,gh GHA,MF,Clermont Foot,21,2000,27.4,1,18,5,27.8,0.66,0.18,0.06,0.20,21.5,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
31626657,Laurent Abergel,fr FRA,MF,Lorient,28,1993,32.8,0,29,7,24.1,0.88,0.21,0.00,0.00,24.2,0,0,0,1.5,1.5,0.05,-1.5,-1.5,Matches
469d3d84,Charles Abi,fr FRA,FW,Saint-Étienne,21,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
0e46fa2f,Matthis Abline,fr FRA,FW,Rennes,18,2003,1.1,0,2,0,0.0,1.75,0.00,0.00,,9.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
1e93fc5d,Mohamed Achi,fr FRA,MF,Nantes,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
7587446d,Martin Adeline,fr FRA,"MF,FW",Reims,17,2003,3.9,0,4,1,25.0,1.02,0.26,0.00,0.00,11.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
26777636,Yacine Adli,fr FRA,"MF,FW",Bordeaux,21,2000,25.1,1,32,15,46.9,1.27,0.60,0.03,0.07,21.2,4,0,0,2.0,2.0,0.06,-1.0,-1.0,Matches
8bc8829a,Lucien Agoume,fr FRA,MF,Brest,19,2002,20.8,0,15,1,6.7,0.72,0.05,0.00,0.00,11.9,0,0,0,1.2,1.1,0.07,-1.2,-1.1,Matches
288e1e13,Nayef Aguerd,ma MAR,DF,Rennes,25,1996,30.4,2,25,7,28.0,0.82,0.23,0.08,0.29,9.4,0,0,0,2.1,2.1,0.08,-0.1,-0.1,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,Monaco,28,1993,23.8,0,10,2,20.0,0.42,0.08,0.00,0.00,22.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
eab957a3,Anel Ahmedhodzic,ba BIH,DF,Bordeaux,22,1999,15.0,0,8,4,50.0,0.53,0.27,0.00,0.00,16.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,27,1994,11.2,1,17,2,11.8,1.52,0.18,0.06,0.50,21.2,0,0,0,1.9,1.9,0.11,-0.9,-0.9,Matches
462475ed,Ludovic Ajorque,fr FRA,FW,Strasbourg,27,1994,30.4,12,56,24,42.9,1.84,0.79,0.16,0.38,13.5,0,3,3,10.6,8.3,0.15,+1.4,+0.7,Matches
b625b241,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,19,2002,0.6,0,2,1,50.0,3.33,1.67,0.00,0.00,16.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
5314e067,Sofiane Alakouch,ma MAR,"DF,MF",Metz,23,1998,1.8,0,1,0,0.0,0.57,0.00,0.00,,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
3d738df0,Josué Albert,gf GUF,DF,Clermont Foot,29,1992,0.2,0,1,0,0.0,4.09,0.00,0.00,,19.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
9e17ccff,Doğan Alemdar,tr TUR,GK,Rennes,18,2002,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
f8405304,Mohamed Ali Cho,fr FRA,FW,Angers,17,2004,20.4,4,42,15,35.7,2.06,0.73,0.10,0.27,15.3,0,0,0,6.4,6.4,0.15,-2.4,-2.4,Matches
1956b948,Jim Allevinah,ga GAB,FW,Clermont Foot,26,1995,16.5,1,43,15,34.9,2.60,0.91,0.02,0.07,19.2,1,0,0,2.8,2.8,0.07,-1.8,-1.8,Matches
9260926b,Ibrahim Amadou,fr FRA,"DF,MF",Metz,28,1993,9.0,1,3,2,66.7,0.33,0.22,0.33,0.50,9.4,0,0,0,0.4,0.4,0.13,+0.6,+0.6,Matches
22721b88,Jordan Amavi,fr FRA,DF,Nice,27,1994,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
22721b88,Jordan Amavi,fr FRA,"DF,FW",Marseille,27,1994,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
ef9c1c95,Benjamin André,fr FRA,MF,Lille,30,1990,30.6,2,18,5,27.8,0.59,0.16,0.11,0.40,14.5,0,0,0,1.4,1.4,0.08,+0.6,+0.6,Matches
a5db0bec,Houssem Aouar,fr FRA,"MF,FW",Lyon,23,1998,27.8,6,76,24,31.6,2.73,0.86,0.08,0.25,17.9,0,0,0,6.3,6.3,0.08,-0.3,-0.3,Matches
b94b8be1,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,19,2002,12.0,0,21,10,47.6,1.75,0.83,0.00,0.00,22.5,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
feb5d3ab,Dennis Appiah,fr FRA,DF,Nantes,29,1992,23.3,0,2,0,0.0,0.09,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
b026bbf6,Lorenz Assignon,tg TOG,DF,Rennes,21,2000,6.8,0,6,4,66.7,0.88,0.58,0.00,0.00,8.4,0,0,0,0.7,0.7,0.13,-0.7,-0.7,Matches
6a827d8e,Youcef Atal,dz ALG,DF,Nice,25,1996,12.7,2,13,5,38.5,1.03,0.39,0.15,0.40,18.7,0,0,0,0.9,0.9,0.07,+1.1,+1.1,Matches
97bfa797,Jean-Kévin Augustin,fr FRA,"FW,MF",Nantes,24,1997,0.9,0,2,0,0.0,2.14,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
eaf71a5e,Karim Azamoum,fr FRA,DF,Troyes,31,1990,4.3,0,3,3,100.0,0.70,0.70,0.00,0.00,22.4,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
114bbdee,Loïc Bade,fr FRA,DF,Rennes,21,2000,10.9,0,7,0,0.0,0.64,0.00,0.00,,14.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
06df8256,Benoît Badiashile,fr FRA,DF,Monaco,20,2001,20.4,1,14,4,28.6,0.69,0.20,0.07,0.25,10.4,0,0,0,1.6,1.6,0.11,-0.6,-0.6,Matches
6a2b9aee,Youssouph Badji,sn SEN,"FW,MF",Brest,19,2001,1.5,0,2,0,0.0,1.33,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
5046b7d4,Stéphane Bahoken,cm CMR,FW,Angers,29,1992,12.2,3,24,14,58.3,1.97,1.15,0.13,0.21,17.0,0,0,0,4.1,4.1,0.17,-1.1,-1.1,Matches
5065d67d,Dénys Bain,fr FRA,DF,Brest,28,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
be13e5a8,Stefan Bajic,fr FRA,GK,Saint-Étienne,19,2001,5.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
0af4dcf0,Cédric Bakambu,cd COD,FW,Marseille,30,1991,4.0,4,19,8,42.1,4.80,2.02,0.21,0.50,13.4,0,0,0,2.6,2.6,0.13,+1.4,+1.4,Matches
ee95585f,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,18,2002,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2b5a35e5,Dilane Bakwa,fr FRA,"FW,MF",Bordeaux,18,2002,0.5,0,2,1,50.0,4.19,2.09,0.00,0.00,18.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
a30cb0d4,Ibrahima Baldé,fr FRA,"FW,MF",Lens,18,2003,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
7c3ed041,Leonardo Balerdi,ar ARG,DF,Marseille,22,1999,10.6,0,2,0,0.0,0.19,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
7fecbcdb,Abdoulaye Bamba,ci CIV,"DF,FW",Angers,31,1990,5.1,0,1,0,0.0,0.20,0.00,0.00,,7.3,0,0,0,0.2,0.2,0.24,-0.2,-0.2,Matches
b2bd0f6c,Jonathan Bamba,fr FRA,"MF,FW",Lille,25,1996,27.0,1,51,12,23.5,1.89,0.44,0.02,0.08,19.9,2,0,0,3.0,3.0,0.06,-2.0,-2.0,Matches
