id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
5f09991f,Patrick van Aanholt,nl NED,DF,tr Galatasaray,30,1990,8,8,698,7.8,0,1,1,0,0,0,1,0,0.2,0.2,0.8,1.0,6,20,19,0.00,0.13,0.13,0.00,0.13,0.02,0.11,0.13,0.02,0.13,Matches
1339039e,Liel Abada,il ISR,"FW,MF",sct Celtic,19,2001,5,4,338,3.8,1,2,3,1,0,0,0,0,0.5,0.5,1.1,1.6,12,14,46,0.27,0.53,0.80,0.27,0.80,0.14,0.30,0.43,0.14,0.43,Matches
7bb0fe4a,Khalid Abdul Basit,gh GHA,FW,md Sheriff Tiraspol,24,1996,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.16,0.14,0.30,0.16,0.30,Matches
8bc373ea,Pape Abou Cissé,sn SEN,DF,gr Olympiacos,25,1995,7,7,585,6.5,0,0,0,0,0,0,5,0,0.4,0.4,0.0,0.4,5,18,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
c603091a,Joel Abu Hanna,il ISR,DF,pl Legia Warsaw,23,1998,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
b96b595c,Francesco Acerbi,it ITA,DF,it Lazio,33,1988,6,6,540,6.0,0,0,0,0,0,0,1,0,0.8,0.8,1.4,2.2,4,32,1,0.00,0.00,0.00,0.00,0.00,0.13,0.24,0.36,0.13,0.36,Matches
dc38e3bc,Ragnar Ache,de GER,FW,de Eint Frankfurt,23,1998,3,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
81442ecb,Marcos Acuña,ar ARG,DF,es Sevilla,29,1991,3,3,270,3.0,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,7,19,14,0.00,0.33,0.33,0.00,0.33,0.04,0.24,0.27,0.04,0.27,Matches
2b09d998,Tyler Adams,us USA,"MF,DF",de RB Leipzig,22,1999,4,2,154,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,3,12,2,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
6af56975,Edmund Addo,gh GHA,MF,md Sheriff Tiraspol,21,2000,1,1,120,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,1,6,0,0.00,0.00,0.00,0.00,0.00,0.38,0.13,0.51,0.38,0.51,Matches
ee926a02,Arijan Ademi,mk MKD,MF,hr Dinamo Zagreb,30,1991,5,5,388,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,7,7,13,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches
dcfb17f4,Amine Adli,fr FRA,"FW,MF",de Leverkusen,21,2000,8,6,496,5.5,1,0,1,1,0,0,1,0,1.8,1.8,0.5,2.2,18,18,38,0.18,0.00,0.18,0.18,0.18,0.32,0.09,0.41,0.32,0.41,Matches
4b00cd47,David Affengruber,at AUT,DF,at Sturm Graz,20,2001,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,fr Monaco,28,1993,6,4,367,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,13,32,14,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
d810c13b,Emanuel Aiwum,at AUT,"DF,MF",at Rapid Wien,20,2000,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,8,4,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.02,Matches
2b1c4abd,Albian Ajeti,ch SUI,FW,sct Celtic,24,1997,4,2,149,1.7,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,3,1,9,0.60,0.00,0.60,0.60,0.60,0.61,0.08,0.69,0.61,0.69,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,de Dortmund,26,1995,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
31f5b89b,Paul Akouokou,ci CIV,MF,es Betis,23,1997,2,2,146,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,5,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
fdf4b948,Jean-Daniel Akpa-Akpro,ci CIV,MF,it Lazio,28,1992,3,1,106,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
f28659fb,Kerem Aktürkoğlu,tr TUR,"FW,MF",tr Galatasaray,22,1998,8,7,624,6.9,1,1,2,1,0,0,1,0,2.0,2.0,1.3,3.3,19,14,56,0.14,0.14,0.29,0.14,0.29,0.28,0.19,0.47,0.28,0.47,Matches
834d0be5,Lucas Alario,ar ARG,FW,de Leverkusen,28,1992,6,5,354,3.9,1,0,1,0,1,1,1,0,1.8,1.1,0.4,1.5,3,6,29,0.25,0.00,0.25,0.00,0.00,0.47,0.11,0.58,0.27,0.38,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,32,1989,6,6,540,6.0,1,0,1,1,0,0,2,0,0.8,0.8,0.5,1.2,11,62,49,0.17,0.00,0.17,0.17,0.17,0.13,0.08,0.20,0.13,0.20,Matches
5294a83f,Luis Alberto,es ESP,MF,it Lazio,28,1992,8,6,482,5.4,0,2,2,0,0,0,2,0,0.8,0.8,1.2,2.0,11,45,17,0.00,0.37,0.37,0.00,0.37,0.16,0.22,0.37,0.16,0.37,Matches
65159211,Yuri Alberto,br BRA,"FW,MF",ru Zenit,20,2001,2,1,109,1.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.5,1,0,16,0.00,0.00,0.00,0.00,0.00,0.36,0.02,0.39,0.36,0.39,Matches
b827d5b3,Marc Albrighton,eng ENG,"DF,FW",eng Leicester City,31,1989,3,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.44,0.00,0.44,Matches
182a8b9d,Ajibola Alese,eng ENG,DF,eng West Ham,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
cd6a1a59,Almoatasembellah Ali,ly LBY,MF,pt Braga,25,1996,11,11,971,10.8,1,0,1,1,0,0,2,0,0.7,0.7,0.6,1.3,5,57,0,0.09,0.00,0.09,0.09,0.09,0.07,0.06,0.12,0.07,0.12,Matches
f014e1bd,Dinis Almeida,pt POR,DF,be Antwerp,26,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,27,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
414b2ce4,Barış Alper Yılmaz,tr TUR,"FW,MF",tr Galatasaray,21,2000,3,1,87,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,1,7,0.00,0.00,0.00,0.00,0.00,0.11,0.10,0.21,0.11,0.21,Matches
