id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
c2304da8,Hatem Abd Elhamed,il ISR,DF,sct Celtic,28,1991,4,4,344,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,16,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
db265666,Araz Abdullayev,az AZE,"MF,FW",az Qarabağ Ağdam,27,1992,4,1,146,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,3,1,12,0.00,0.00,0.00,0.00,0.00,0.03,0.39,0.42,0.03,0.42,Matches
4c07f0e8,Anicet Abel,mg MAD,MF,bg Ludogorets,29,1990,7,6,568,6.3,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,0,12,7,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
8c6239f2,Myenty Abena,sr SUR,DF,sk Slovan Bratislava,24,1994,6,6,540,6.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,2,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
469d3d84,Charles Abi,fr FRA,"FW,MF",fr Saint-Étienne,19,2000,2,0,33,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,4,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.73,0.73,0.73,Matches
8bc373ea,Pape Abou Cissé,sn SEN,DF,gr Olympiacos,23,1995,3,2,267,3.0,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.4,0,3,0,0.34,0.00,0.34,0.34,0.34,0.13,0.02,0.14,0.13,0.14,Matches
8637e09a,Vincent Aboubakar,cm CMR,FW,pt Porto,27,1992,1,1,90,1.0,2,0,2,2,0,0,1,0,1.1,1.1,0.2,1.3,1,3,11,2.00,0.00,2.00,2.00,2.00,1.11,0.17,1.29,1.11,1.29,Matches
c2a6033c,Zakaria Aboukhlal,ma MAR,FW,nl AZ Alkmaar,19,2000,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
565bf0da,David Abraham,ar ARG,DF,de Eint Frankfurt,33,1986,9,9,810,9.0,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,10,32,8,0.11,0.00,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08,Matches
b96b595c,Francesco Acerbi,it ITA,DF,it Lazio,31,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.6,16,26,11,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.11,0.04,0.11,Matches
