id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
47064058,Oliver Baumann,de GER,GK,Hoffenheim,32-282,1990,23.0,42,1,1,8,1,35.8,0.31,-5.2,-0.23,110,284,38.7,856,131,29.3,30.8,143,23.1,27.2,316,33,10.4,32,1.39,13.6,Matches
663e080e,Janis Blaswich,de GER,GK,RB Leipzig,31-313,1991,16.0,19,5,0,2,0,17.9,0.28,-1.1,-0.07,38,105,36.2,571,73,14.9,25.1,88,22.7,27.2,188,11,5.9,20,1.25,16.3,Matches
d28339cb,Fabian Bredlow,de GER,GK,Stuttgart,28-009,1995,4.0,6,2,0,0,0,6.0,0.19,0.0,-0.01,14,29,48.3,151,33,17.9,27.2,16,12.5,27.6,62,3,4.8,6,1.50,13.6,Matches
db401046,Koen Casteels,be BEL,GK,Wolfsburg,30-259,1992,23.0,31,3,0,4,1,28.4,0.25,-1.6,-0.07,178,402,44.3,865,122,33.9,34.0,199,54.8,46.5,337,20,5.9,31,1.35,16.5,Matches
af104654,Oliver Christensen,dk DEN,GK,Hertha BSC,23-354,1999,23.0,44,3,2,6,0,35.4,0.33,-8.6,-0.37,138,381,36.2,691,124,40.1,34.8,156,66.7,51.3,315,25,7.9,54,2.35,18.9,Matches
dee3013b,Finn Dahmen,de GER,GK,Mainz 05,24-349,1998,6.0,10,1,0,2,0,9.6,0.29,-0.4,-0.07,40,104,38.5,160,23,45.0,37.1,40,80.0,54.3,102,10,9.8,7,1.17,16.5,Matches
1e43fad8,Ralf Fährmann,de GER,GK,Schalke 04,34-165,1988,6.0,1,0,0,0,0,2.8,0.15,+1.8,+0.31,51,108,47.2,199,22,39.2,35.0,42,71.4,49.9,99,7,7.1,3,0.50,10.3,Matches
a92ab7be,Mark Flekken,nl NED,GK,Freiburg,29-271,1993,23.0,32,5,0,4,0,31.8,0.26,-0.2,-0.01,184,423,43.5,798,76,39.3,37.2,147,74.1,58.4,282,17,6.0,28,1.22,15.1,Matches
17376543,Rafał Gikiewicz,pl POL,GK,Augsburg,35-136,1987,19.0,30,0,1,3,0,31.8,0.27,+1.8,+0.10,159,381,41.7,750,110,34.4,33.6,190,64.7,49.7,281,18,6.4,40,2.11,17.0,Matches
37998008,Lennart Grill,de GER,GK,Union Berlin,24-045,1999,4.0,11,2,0,1,0,7.5,0.31,-3.5,-0.87,39,86,45.3,162,24,46.9,36.6,11,90.9,60.6,34,7,20.6,5,1.25,15.8,Matches
