id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
004d185e,1007,33,216,426,381,33,1007,75,45,30,573,3335.0,1404.0,45,33,7,51,34,695,130
0076ab7f,901,48,324,526,58,2,901,3,3,0,559,2914.0,1264.0,4,9,0,9,2,678,3
00b28772,1056,53,227,581,255,32,1056,19,13,6,418,2249.0,942.0,20,22,6,12,19,440,32
01e5f06e,569,15,131,230,215,8,569,27,18,9,303,2025.0,935.0,22,24,1,22,8,347,57
01eb744d,1218,16,157,489,585,147,1218,90,53,37,721,3199.0,1546.0,64,32,33,77,57,884,186
02319ad7,799,17,46,324,434,110,797,18,4,14,416,1477.0,379.0,14,9,7,59,20,613,134
02c15616,1723,36,285,827,631,107,1723,66,39,27,1016,5622.0,2762.0,90,47,27,42,51,1201,215
036bba5f,1383,61,337,877,186,23,1383,19,14,5,759,3942.0,1891.0,25,26,1,25,14,841,21
037dbd30,761,40,169,323,274,26,761,18,12,6,374,1773.0,904.0,23,20,3,17,9,426,104
039ae103,281,228,279,2,0,0,281,0,0,0,138,1033.0,734.0,0,0,0,1,0,102,0
03dc5b1f,135,1,12,86,38,8,135,4,2,2,100,473.0,183.0,7,2,1,5,6,123,15
04965583,559,14,122,262,180,7,559,9,4,5,316,1616.0,720.0,14,15,1,8,1,368,74
04981123,273,5,40,100,135,23,273,13,7,6,147,889.0,418.0,19,12,8,31,12,181,41
04ac8285,349,320,347,2,0,0,349,0,0,0,167,884.0,636.0,0,0,0,0,0,116,0
04e17fd5,679,26,64,313,304,138,679,36,15,21,320,1511.0,585.0,29,14,22,62,23,458,114
056269d7,1856,113,583,1015,265,17,1856,10,8,2,1271,5232.0,2932.0,23,32,1,9,7,1420,33
05a4465d,528,26,122,345,66,14,528,6,4,2,239,1031.0,390.0,4,6,0,10,8,309,27
062fc2e6,835,36,213,390,239,12,835,8,4,4,337,1541.0,818.0,17,14,1,9,6,389,41
08511d65,1224,123,536,617,75,18,1222,7,5,2,794,4106.0,2502.0,21,5,0,4,0,934,2
08990838,379,28,187,172,23,3,379,1,0,1,210,1097.0,599.0,5,4,0,2,0,235,2
0959c2a2,904,6,104,472,341,31,904,28,23,5,564,3531.0,1877.0,41,34,5,19,7,682,54
09a9e921,244,1,20,108,118,38,244,14,5,9,139,664.0,308.0,11,11,4,20,11,178,52
0a0cc13c,231,1,20,101,116,32,231,10,1,9,121,426.0,191.0,6,6,5,31,11,157,42
0a447501,326,11,23,176,133,42,326,19,11,8,180,971.0,442.0,14,15,3,25,8,242,37
0a8bcb23,268,2,36,130,109,10,268,25,15,10,165,1177.0,664.0,18,18,3,32,9,184,28
0ac94a23,464,13,76,180,217,43,464,20,8,12,264,1706.0,862.0,37,27,12,24,10,315,95
0ae4e09a,700,9,45,305,354,99,696,19,14,5,357,1299.0,449.0,12,15,6,58,26,524,155
0b2c8585,1577,29,402,949,244,23,1577,47,29,18,906,4233.0,1672.0,25,21,2,35,33,1055,22
0b90bb97,885,19,76,484,332,70,884,25,10,15,448,1637.0,684.0,17,18,7,70,30,674,135
0ba976e4,270,0,12,86,174,39,270,23,11,12,183,1296.0,700.0,32,16,21,11,8,226,60
0bbab654,85,6,39,45,3,0,85,4,3,1,38,128.0,78.0,0,0,0,0,0,38,0
0bc4e720,394,0,30,159,211,43,394,30,9,21,244,1285.0,624.0,22,15,8,35,13,275,60
