id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
000b3da6,61,3,14,43,5,0,61,0,0,0,32,100.0,37.0,0,1,0,0,0,39,1
003a5c72,918,49,190,541,194,33,918,12,5,7,394,1736.0,771.0,11,14,1,24,16,538,33
00b28772,1134,58,245,691,210,35,1134,20,10,10,376,2177.0,926.0,22,18,1,30,21,388,28
011d8c56,389,319,385,5,0,0,389,1,1,0,183,925.0,668.0,0,1,1,1,0,184,0
014b57f5,3,0,0,2,1,1,3,0,0,0,4,7.0,6.0,0,0,0,0,0,4,0
01eb744d,1051,25,146,437,493,100,1051,101,63,38,690,4190.0,2077.0,71,55,26,64,61,760,151
02319ad7,1024,28,97,432,503,116,1020,34,12,22,606,2999.0,1070.0,36,27,10,85,36,787,214
02c15616,435,22,127,279,32,2,435,8,7,1,291,1850.0,628.0,10,6,2,4,8,323,6
02ef8778,849,47,81,440,338,126,849,81,48,33,565,3446.0,1335.0,51,32,21,89,68,608,135
036bba5f,2152,93,559,1332,288,21,2151,30,23,7,1201,6376.0,3051.0,45,33,3,33,40,1324,21
04965583,395,10,81,165,152,18,395,13,4,9,206,1161.0,583.0,15,12,6,13,8,248,56
04a65a8f,33,2,7,17,9,1,33,1,0,1,11,67.0,27.0,1,2,0,3,0,15,2
04ac8285,119,111,119,0,0,0,119,0,0,0,67,306.0,191.0,0,0,0,0,0,59,0
04e17fd5,814,28,76,349,401,113,814,63,27,36,446,2531.0,902.0,38,22,28,60,54,616,143
05a4465d,1265,81,322,756,201,41,1265,19,13,6,558,2554.0,1081.0,19,11,4,26,26,679,35
06efa9dc,107,7,32,49,27,0,107,2,2,0,60,364.0,204.0,5,5,0,4,4,65,9
070a3904,1595,37,276,873,478,44,1595,55,33,22,990,5904.0,2829.0,53,42,10,45,23,1123,96
07750704,32,0,8,18,7,1,32,2,2,0,17,218.0,82.0,3,2,0,3,2,20,1
08511d65,2188,171,979,1111,115,43,2183,5,3,2,1339,7181.0,4152.0,27,22,2,10,2,1583,7
0959c2a2,455,9,89,275,102,11,455,17,13,4,253,1527.0,916.0,17,17,5,6,4,305,15
09a9e921,382,4,27,150,208,63,381,19,12,7,241,1262.0,642.0,21,17,15,26,27,288,89
0a0cc13c,175,3,17,71,91,25,175,12,4,8,118,477.0,151.0,6,6,4,22,13,123,39
0a447501,224,7,18,127,81,27,223,5,4,1,121,761.0,262.0,12,6,4,25,10,161,27
0ac94a23,946,22,169,370,423,74,946,38,19,19,515,3010.0,1591.0,55,28,16,44,17,621,178
0ae4e09a,566,12,48,237,287,90,564,27,11,16,333,1550.0,625.0,27,10,9,43,19,429,104
