id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
004d185e,483,23,89,189,211,17,483,28,9,19,275,1550.0,680.0,23,15,7,22,10,312,65
0076ab7f,1343,145,586,640,120,11,1343,2,1,1,809,4121.0,2443.0,20,27,0,12,1,957,4
00b28772,360,18,96,197,71,13,360,3,0,3,160,698.0,328.0,6,8,3,9,5,181,15
00eba9c9,39,0,7,28,5,1,39,7,3,4,21,160.0,78.0,3,2,0,2,3,21,0
0107757e,35,33,35,0,0,0,35,0,0,0,21,91.0,54.0,0,0,0,0,0,19,0
014aa7bd,817,17,172,456,199,10,817,14,6,4,520,3397.0,1427.0,19,27,1,14,3,575,25
01a49bd2,97,14,64,33,2,1,97,1,1,0,40,154.0,69.0,0,0,0,1,0,44,0
01eb744d,497,8,48,192,261,80,497,40,15,23,319,1466.0,687.0,31,14,17,39,13,384,99
02319ad7,23,0,1,13,9,3,23,0,0,0,11,25.0,3.0,0,0,0,2,1,18,2
02c15616,739,28,179,278,290,42,739,23,9,12,417,2321.0,1288.0,41,29,10,18,9,487,108
02d2c436,1102,144,550,429,128,9,1102,3,3,0,448,1896.0,1107.0,3,2,0,3,1,542,4
02ef8778,69,2,2,23,45,10,68,11,7,4,45,195.0,72.0,3,1,0,8,2,56,10
03049c8c,212,8,38,133,41,5,212,6,2,3,114,665.0,253.0,4,8,1,2,3,137,6
036bba5f,669,37,174,397,105,12,669,11,6,4,361,1909.0,765.0,14,12,1,24,18,384,10
04965583,367,16,66,158,145,12,367,11,1,9,177,846.0,294.0,8,2,2,13,8,194,38
04e17fd5,259,9,29,118,113,59,259,11,1,10,113,400.0,171.0,9,0,9,28,4,161,45
04e531b6,18,0,1,8,9,0,18,0,0,0,12,75.0,21.0,1,2,0,0,0,13,3
05439de2,1079,100,409,445,231,19,1079,4,3,1,641,2828.0,1665.0,14,21,2,7,3,779,58
056269d7,909,46,317,425,182,15,909,17,8,6,522,2846.0,1521.0,21,15,2,18,9,563,36
05e19d6a,310,14,62,175,74,17,310,11,4,5,199,1027.0,407.0,10,6,1,15,5,236,21
068f4dec,62,3,18,29,15,0,62,3,1,1,30,113.0,51.0,0,0,0,4,2,34,4
06efa9dc,1199,72,397,533,290,32,1199,45,25,16,620,4047.0,2168.0,59,34,11,26,24,672,81
070a3904,1259,29,172,709,406,23,1259,81,34,37,726,5403.0,3082.0,75,63,7,30,16,788,50
075fe5a3,1034,135,601,414,25,7,1034,6,3,3,576,3164.0,1921.0,13,10,0,7,1,669,3
0959c2a2,1385,30,166,632,600,39,1385,34,26,6,849,4890.0,2571.0,60,55,6,17,6,1078,96
0a0cc13c,262,5,22,121,125,34,260,18,3,13,161,855.0,402.0,14,11,4,34,13,191,58
0a69de7b,255,39,133,112,10,3,255,0,0,0,149,530.0,227.0,3,1,0,2,1,177,0
0abc51f2,328,40,167,155,6,3,328,0,0,0,202,1196.0,887.0,6,1,0,2,0,222,0
0ae4e09a,335,13,41,160,137,27,335,12,8,4,189,797.0,264.0,11,9,7,36,15,214,62
0b2c8585,377,11,100,205,75,9,377,9,2,7,223,893.0,324.0,4,9,2,12,14,256,12
0ba976e4,531,8,44,182,307,84,531,32,16,13,374,1919.0,851.0,26,17,17,28,21,425,117
0bc4e720,110,1,12,45,54,8,110,4,1,3,67,341.0,209.0,7,4,2,3,4,85,25
0cadc46d,781,51,93,399,296,75,778,19,7,9,409,1713.0,623.0,19,20,7,49,26,591,106
0d9b2d31,1342,11,132,771,454,44,1342,44,27,16,954,5455.0,2727.0,50,69,11,29,23,1066,72
0da6a13e,372,9,59,149,176,24,372,45,17,24,227,1699.0,826.0,30,19,6,22,12,245,55
0e4fef6e,1027,63,250,610,174,26,1027,14,6,5,466,1983.0,802.0,10,13,1,24,10,567,14
0e5ddc7c,24,0,4,9,12,3,24,0,0,0,14,90.0,19.0,1,1,0,2,1,15,6
0f26ffd7,801,77,385,380,46,14,801,9,9,0,418,1607.0,909.0,7,5,0,9,6,465,2
10072610,194,160,192,2,0,0,194,0,0,0,78,467.0,309.0,0,0,0,0,0,62,0
106c142c,195,7,52,75,70,6,195,10,3,7,114,568.0,250.0,3,9,1,6,4,106,15
114bbdee,428,28,198,218,16,1,428,2,1,0,301,1299.0,642.0,4,3,0,0,1,309,2
11b9265b,561,20,165,196,203,13,561,11,4,5,297,1563.0,827.0,21,20,2,10,2,336,51
11fd2b75,1069,58,294,666,120,4,1069,19,11,6,557,3266.0,1290.0,20,16,0,12,10,629,5
129af0db,453,22,53,212,195,66,453,24,13,9,270,1532.0,633.0,21,11,11,38,18,369,65
12c50af5,165,1,24,101,42,3,165,10,5,5,99,719.0,328.0,9,7,0,6,6,117,9
130a7a3f,623,2,69,263,297,31,623,54,19,28,420,2438.0,1240.0,41,28,9,35,21,448,78
132ac341,485,63,241,235,10,3,485,2,1,0,276,1217.0,576.0,2,2,0,3,3,277,0
133faa84,247,24,115,127,5,0,247,1,1,0,146,805.0,414.0,1,0,0,8,0,183,0
139560df,55,6,30,15,10,1,55,1,0,1,19,44.0,5.0,0,0,0,4,0,20,5
13e0eb29,192,0,21,98,75,7,190,9,3,6,130,713.0,244.0,5,5,2,10,4,154,18
14d5b7ac,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
1545cf15,375,25,138,160,81,1,375,16,5,9,172,984.0,532.0,13,8,1,14,9,195,23
15937e17,1013,145,543,455,27,9,1013,2,2,0,617,3383.0,1957.0,5,8,1,1,0,630,0
15d0c248,634,110,352,270,13,5,634,5,2,3,320,1399.0,694.0,1,0,0,3,0,378,0
162efffd,846,4,120,500,231,9,846,16,9,5,537,2521.0,1378.0,28,16,2,18,11,672,32
1633fc8a,647,103,352,279,20,11,647,1,1,0,376,1812.0,966.0,4,1,0,0,2,453,2
1657f448,132,4,39,43,54,1,132,5,1,4,65,423.0,199.0,4,4,0,2,0,61,11
