id,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
abf0cad0,Suleiman Abdullahi,ng NGA,"FW,MF",Union Berlin,22,1996,1.7,4,2.29,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
565bf0da,David Abraham,ar ARG,DF,Eint Frankfurt,33,1986,18.8,13,0.69,12,0,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches
1c08a3c8,Amir Abrashi,al ALB,MF,Freiburg,29,1990,7.4,10,1.35,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2b09d998,Tyler Adams,us USA,"MF,DF",RB Leipzig,20,1999,10.6,19,1.79,14,1,0,2,2,0,2,0.19,1,0,0,0,1,0,Matches
22919e97,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,26,1993,8.3,21,2.53,18,0,0,1,2,0,5,0.60,4,0,0,0,1,0,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,Dortmund,24,1995,25.7,13,0.51,12,1,0,0,0,0,5,0.19,5,0,0,0,0,0,Matches
6ec6fde0,Kevin Akpoguma,ng NGA,DF,Hoffenheim,24,1995,12.7,4,0.32,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
05439de2,David Alaba,at AUT,DF,Bayern Munich,27,1992,27.8,46,1.66,40,2,1,3,0,0,3,0.11,2,1,0,0,0,0,Matches
834d0be5,Lucas Alario,ar ARG,FW,Leverkusen,26,1992,13.0,27,2.07,21,0,0,6,0,0,2,0.15,1,0,0,1,0,0,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,Dortmund,25,1993,5.9,12,2.04,8,1,1,0,2,0,2,0.34,1,1,0,0,0,0,Matches
77e84962,Thiago Alcántara,es ESP,MF,Bayern Munich,28,1991,19.7,60,3.05,49,3,3,4,0,1,10,0.51,8,0,2,0,0,0,Matches
555d5edd,Nadiem Amiri,de GER,"MF,FW",Leverkusen,22,1996,20.6,95,4.60,59,24,5,4,3,0,8,0.39,7,0,0,0,1,0,Matches
10b9fa99,Ethan Ampadu,wls WAL,DF,RB Leipzig,18,2000,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
e7199efb,Opoku Ampomah,gh GHA,"FW,MF",Düsseldorf,23,1996,5.6,21,3.77,13,0,5,2,1,0,0,0.00,0,0,0,0,0,0,Matches
b4cf5806,Sebastian Andersson,se SWE,FW,Union Berlin,28,1991,29.8,58,1.95,44,0,4,5,5,0,8,0.27,1,0,2,4,1,0,Matches
e0b113a7,Robert Andrich,de GER,MF,Union Berlin,24,1994,28.6,83,2.90,55,4,5,11,6,2,6,0.21,4,0,0,0,1,1,Matches
30941e96,Angeliño,es ESP,"DF,FW",RB Leipzig,22,1997,12.2,41,3.37,27,9,3,1,1,0,5,0.41,4,0,1,0,0,0,Matches
