id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
b1e5bbec,Ángel,es ESP,GK,Granada,18,2002,1,1,90,1.0,2,2.00,9,6,88.9,0,0,1,0,0.0,2,1,1,0,50.0,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,Villarreal,31,1989,36,36,3240,36.0,40,1.11,118,79,72.0,15,13,8,10,27.8,9,7,1,1,12.5,Matches
e4346678,Édgar Badía,es ESP,GK,Elche,28,1992,30,30,2700,30.0,46,1.53,141,92,70.9,5,11,14,5,16.7,9,5,3,1,37.5,Matches
967f34d3,Rubén Blanco,es ESP,GK,Celta Vigo,25,1995,19,19,1637,18.2,27,1.48,61,34,57.4,7,6,6,4,21.1,1,1,0,0,0.0,Matches
f6798fc3,Yassine Bounou,ma MAR,GK,Sevilla,29,1991,33,33,2970,33.0,28,0.85,106,78,77.4,21,5,7,15,45.5,6,4,2,0,33.3,Matches
10072610,Claudio Bravo,cl CHI,GK,Betis,37,1983,20,20,1800,20.0,25,1.25,75,50,72.0,8,8,4,7,35.0,5,4,1,0,20.0,Matches
e1846dde,Cárdenas,es ESP,GK,Levante,23,1997,8,8,720,8.0,11,1.37,39,28,71.8,1,3,4,1,12.5,1,0,0,1,,Matches
94084f83,Alberto Cifuentes,es ESP,GK,Cádiz,41,1979,2,2,180,2.0,3,1.50,6,2,50.0,1,0,1,1,50.0,0,0,0,0,,Matches
04ac8285,Jasper Cillessen,nl NED,GK,Valencia,31,1989,10,10,900,10.0,11,1.10,45,33,77.8,5,1,4,3,30.0,2,1,1,0,50.0,Matches
1840e36d,Thibaut Courtois,be BEL,GK,Real Madrid,28,1992,38,38,3420,38.0,28,0.74,116,88,81.9,25,9,4,17,44.7,8,7,1,0,12.5,Matches
ac295d9e,Marko Dmitrović,rs SRB,GK,Eibar,28,1992,35,35,3120,34.7,49,1.41,129,79,64.3,6,11,18,9,25.7,5,3,1,1,25.0,Matches
c9cb972b,Jaume Doménech,es ESP,GK,Valencia,29,1990,28,28,2520,28.0,42,1.50,130,88,70.8,5,12,11,4,14.3,6,4,2,0,33.3,Matches
67669ce7,Aarón Escandell,es ESP,GK,Granada,24,1995,5,5,450,5.0,8,1.60,24,16,66.7,1,1,3,1,20.0,0,0,0,0,,Matches
0f7dbaf6,Jokin Ezkieta,es ESP,GK,Athletic Club,23,1996,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,Matches
a01c3d54,Aitor Fernández,es ESP,GK,Levante,29,1991,29,29,2610,29.0,44,1.52,120,78,65.8,8,11,10,3,10.3,3,3,0,0,0.0,Matches
f127d782,Álvaro Fernández,es ESP,GK,Huesca,22,1998,22,22,1980,22.0,32,1.45,95,64,68.4,5,5,12,5,22.7,2,2,0,0,0.0,Matches
307fcd26,Andrés Fernández,es ESP,GK,Huesca,33,1986,16,16,1440,16.0,21,1.31,54,34,66.7,2,8,6,4,25.0,3,3,0,0,0.0,Matches
63d17038,Paulo Gazzaniga,ar ARG,GK,Elche,28,1992,8,8,720,8.0,9,1.13,22,14,63.6,3,1,4,2,25.0,1,1,0,0,0.0,Matches
fea23125,David Gil,es ESP,GK,Cádiz,26,1994,4,4,360,4.0,10,2.50,17,7,47.1,0,1,3,0,0.0,1,1,0,0,0.0,Matches
a4995f48,Sergio Herrera,es ESP,GK,Osasuna,27,1993,33,32,2958,32.9,40,1.22,126,86,71.4,10,8,14,10,31.3,7,4,2,1,33.3,Matches
6c4776b1,Jeremías Ledesma,ar ARG,GK,Cádiz,27,1993,32,32,2880,32.0,45,1.41,127,82,70.9,10,10,12,9,28.1,9,8,1,0,11.1,Matches
8fae77ea,Jordi Masip,es ESP,GK,Valladolid,31,1989,25,25,2250,25.0,40,1.60,115,75,68.7,4,9,12,2,8.0,4,4,0,0,0.0,Matches
a9dc785c,Neto,br BRA,GK,Barcelona,31,1989,7,7,630,7.0,6,0.86,24,18,83.3,3,2,2,3,42.9,2,2,0,0,0.0,Matches
ee8508c0,Jan Oblak,si SVN,GK,Atlético Madrid,27,1993,38,38,3420,38.0,25,0.66,122,98,80.3,26,8,4,18,47.4,4,1,2,1,66.7,Matches
97852360,Fernando Pacheco,es ESP,GK,Alavés,28,1992,38,37,3349,37.2,57,1.53,141,84,61.7,9,11,17,9,24.3,3,3,0,0,0.0,Matches
8f29e08b,Juan Pérez,es ESP,GK,Osasuna,24,1996,3,3,270,3.0,3,1.00,8,5,75.0,1,1,1,1,33.3,1,1,0,0,0.0,Matches
374ee424,Álex Remiro,es ESP,GK,Real Sociedad,25,1995,38,38,3420,38.0,38,1.00,105,67,66.7,17,11,10,14,36.8,5,3,1,1,25.0,Matches
ba3ca78f,Roberto,es ESP,GK,Valladolid,34,1986,13,13,1170,13.0,17,1.31,46,29,67.4,1,7,5,1,7.7,3,2,0,1,0.0,Matches
cda0b317,Joel Robles,es ESP,GK,Betis,30,1990,18,18,1620,18.0,25,1.39,61,37,65.6,9,2,7,6,33.3,5,4,1,0,20.0,Matches
24279b8b,Rubén,es ESP,GK,Osasuna,36,1984,3,3,187,2.1,5,2.41,8,3,37.5,0,2,1,0,0.0,0,0,0,0,,Matches
625c144a,Gerónimo Rulli,ar ARG,GK,Villarreal,28,1992,2,2,180,2.0,4,2.00,8,4,50.0,0,0,2,0,0.0,0,0,0,0,,Matches
ea83bfa6,Rui Silva,pt POR,GK,Granada,26,1994,32,32,2880,32.0,55,1.72,137,79,63.5,12,6,14,8,25.0,10,5,4,1,44.4,Matches
