id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
a2c1a8d3,Julen Agirrezabala,es ESP,GK,Athletic Club,20,2000,4,4,360,4.0,5,1.25,20,15,75.0,1,2,1,1,25.0,0,0,0,0,,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,Villarreal,32,1989,6,6,540,6.0,9,1.50,28,19,71.4,2,2,2,0,0.0,1,1,0,0,0.0,Matches
e4346678,Édgar Badía,es ESP,GK,Elche,29,1992,24,24,2160,24.0,35,1.46,114,78,75.4,8,5,11,5,20.8,9,7,1,1,12.5,Matches
f6798fc3,Yassine Bounou,ma MAR,GK,Sevilla,30,1991,31,31,2790,31.0,24,0.77,100,75,78.0,14,13,4,13,41.9,4,2,1,1,33.3,Matches
10072610,Claudio Bravo,cl CHI,GK,Betis,38,1983,17,17,1456,16.2,19,1.17,56,39,67.9,8,4,5,5,29.4,1,1,0,0,0.0,Matches
e1846dde,Cárdenas,es ESP,GK,Levante,24,1997,24,24,2160,24.0,46,1.92,120,74,65.0,6,6,12,5,20.8,4,4,0,0,0.0,Matches
58bc7d18,Kiko Casilla,es ESP,GK,Elche,34,1986,14,14,1260,14.0,17,1.21,60,43,71.7,3,4,7,3,21.4,0,0,0,0,,Matches
04ac8285,Jasper Cillessen,nl NED,GK,Valencia,32,1989,17,17,1457,16.2,29,1.79,77,49,68.8,4,8,5,3,17.6,6,5,1,0,16.7,Matches
4eae5bc4,Diego Conde,es ESP,GK,Getafe,22,1998,1,0,6,0.1,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,Matches
1840e36d,Thibaut Courtois,be BEL,GK,Real Madrid,29,1992,36,36,3240,36.0,29,0.81,120,91,77.5,26,7,3,16,44.4,3,2,1,0,33.3,Matches
17a1299d,Javier Díaz,es ESP,GK,Sevilla,24,1997,1,1,90,1.0,1,1.00,2,1,50.0,0,1,0,0,0.0,0,0,0,0,,Matches
fc70e345,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,27,1993,31,30,2772,30.8,37,1.20,126,88,76.2,11,8,11,9,30.0,9,7,2,0,22.2,Matches
b6160ad0,Matías Dituro,ar ARG,GK,Celta Vigo,34,1987,38,38,3420,38.0,43,1.13,136,91,71.3,12,10,16,14,36.8,8,4,4,0,50.0,Matches
ac295d9e,Marko Dmitrović,rs SRB,GK,Sevilla,29,1992,6,6,540,6.0,5,0.83,19,14,73.7,4,2,0,4,66.7,0,0,0,0,,Matches
c9cb972b,Jaume Doménech,es ESP,GK,Valencia,30,1990,4,3,343,3.8,4,1.05,11,8,63.6,2,0,1,1,33.3,0,0,0,0,,Matches
67669ce7,Aarón Escandell,es ESP,GK,Granada,25,1995,4,3,284,3.2,6,1.90,16,10,75.0,0,2,1,1,33.3,2,2,0,0,0.0,Matches
a01c3d54,Aitor Fernández,es ESP,GK,Levante,30,1991,13,13,1166,13.0,29,2.24,81,51,65.4,1,5,7,2,15.4,2,1,1,0,50.0,Matches
87b498b0,Joan García,es ESP,GK,Espanyol,20,2001,2,1,108,1.2,3,2.50,3,0,0.0,0,0,1,0,0.0,0,0,0,0,,Matches
30061f53,Dominik Greif,sk SVK,GK,Mallorca,24,1997,1,1,90,1.0,3,3.00,6,3,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
a4995f48,Sergio Herrera,es ESP,GK,Osasuna,28,1993,36,36,3240,36.0,48,1.33,147,97,70.1,12,10,14,12,33.3,7,4,3,0,42.9,Matches
6c4776b1,Jeremías Ledesma,ar ARG,GK,Cádiz,28,1993,38,38,3420,38.0,51,1.34,170,117,76.5,8,15,15,13,34.2,13,11,2,0,15.4,Matches
73683fa9,Diego López,es ESP,GK,Espanyol,39,1981,36,36,3177,35.3,49,1.39,157,110,70.7,10,12,14,9,25.0,4,3,0,1,0.0,Matches
3061e1ec,Andriy Lunin,ua UKR,GK,Real Madrid,22,1999,2,2,180,2.0,2,1.00,9,6,88.9,0,1,1,0,0.0,2,1,1,0,50.0,Matches
d4b73232,Giorgi Mamardashvili,ge GEO,GK,Valencia,20,2000,18,18,1620,18.0,20,1.11,75,55,76.0,5,7,6,8,44.4,2,2,0,0,0.0,Matches
3318286e,Luís Maximiano,pt POR,GK,Granada,22,1999,35,35,3136,34.8,55,1.58,177,122,71.8,8,12,15,7,20.0,7,5,2,0,28.6,Matches
a9dc785c,Neto,br BRA,GK,Barcelona,32,1989,3,3,270,3.0,4,1.33,14,10,71.4,2,1,0,0,0.0,0,0,0,0,,Matches
ee8508c0,Jan Oblak,si SVN,GK,Atlético Madrid,28,1993,38,38,3420,38.0,43,1.13,106,65,66.0,21,8,9,12,31.6,8,7,1,0,12.5,Matches
b5bdf144,Oier Olazábal,es ESP,GK,Espanyol,31,1989,2,1,135,1.5,1,0.67,9,8,100.0,0,0,1,1,100.0,1,1,0,0,0.0,Matches
d6e3d7fb,Jesús Owono,gq EQG,GK,Alavés,20,2001,1,1,90,1.0,1,1.00,4,3,75.0,0,1,0,0,0.0,0,0,0,0,,Matches
97852360,Fernando Pacheco,es ESP,GK,Alavés,29,1992,34,34,3053,33.9,60,1.77,148,85,62.8,8,5,21,5,14.7,8,5,3,0,37.5,Matches
8f29e08b,Juan Pérez,es ESP,GK,Osasuna,25,1996,2,2,180,2.0,3,1.50,4,2,25.0,0,1,1,0,0.0,0,0,0,0,,Matches
f38284bb,Alejandro Primo,es ESP,GK,Levante,17,2004,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Matches
605eb473,Manolo Reina,es ESP,GK,Mallorca,36,1985,21,21,1890,21.0,26,1.24,75,49,68.0,6,9,6,8,38.1,3,2,1,0,33.3,Matches
374ee424,Álex Remiro,es ESP,GK,Real Sociedad,26,1995,35,35,3150,35.0,32,0.91,112,79,75.0,15,11,9,19,54.3,5,4,1,0,20.0,Matches
5f0241b2,Sergio Rico,es ESP,GK,Mallorca,27,1993,14,14,1260,14.0,29,2.07,57,29,54.4,4,0,10,1,7.1,4,3,1,0,25.0,Matches
924ff27e,Leonardo Román,es ESP,GK,Mallorca,21,2000,2,2,180,2.0,5,2.50,14,10,71.4,0,0,2,0,0.0,1,1,0,0,0.0,Matches
625c144a,Gerónimo Rulli,ar ARG,GK,Villarreal,29,1992,32,32,2880,32.0,28,0.87,100,72,75.0,14,9,9,14,43.8,4,3,1,0,25.0,Matches
4535e4bb,Mathew Ryan,au AUS,GK,Real Sociedad,29,1992,3,3,270,3.0,5,1.67,15,10,73.3,2,0,1,1,33.3,1,1,0,0,0.0,Matches
ea83bfa6,Rui Silva,pt POR,GK,Betis,27,1994,22,21,1964,21.8,21,0.96,76,55,75.0,11,4,6,8,38.1,2,2,0,0,0.0,Matches
5dcf3e90,Unai Simón,es ESP,GK,Athletic Club,24,1997,34,34,3060,34.0,31,0.91,111,81,74.8,13,11,10,12,35.3,3,3,0,0,0.0,Matches
9970da54,Antonio Sivera,es ESP,GK,Alavés,24,1996,4,3,277,3.1,4,1.30,16,12,81.3,0,1,2,1,33.3,1,1,0,0,0.0,Matches
8f8c6934,David Soria,es ESP,GK,Getafe,28,1993,38,38,3414,37.9,41,1.08,132,91,70.5,8,15,15,13,34.2,4,2,1,1,33.3,Matches
6f51e382,Marc-André ter Stegen,de GER,GK,Barcelona,29,1992,35,35,3150,35.0,34,0.97,109,74,70.6,19,9,7,11,31.4,3,2,1,0,33.3,Matches
c67cd65c,Rúben Vezo,pt POR,DF,Levante,27,1994,1,1,4,26.9,0,0.00,0,0,,0,0,0,0,0.0,0,0,0,0,,Matches
c818c4d9,Luca Zidane,fr FRA,GK,Rayo Vallecano,23,1998,8,8,645,7.2,13,1.81,37,24,64.9,0,1,7,0,0.0,0,0,0,0,,Matches
