id,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1339039e,Liel Abada,il ISR,"FW,MF",sct Celtic,21-181,2001,2.4,1,1,0,0,1,0,2,0.0,2,0,0,0,2,3,1,0,Matches
8f5cdf66,Oliver Abildgaard,dk DEN,MF,sct Celtic,26-296,1996,0.7,4,3,3,1,0,2,4,50.0,2,1,0,1,0,4,1,0,Matches
f417a1fa,Mohammad Abu Fani,il ISR,MF,il Maccabi Haifa,24-340,1998,4.4,9,6,6,1,2,3,8,37.5,5,7,2,5,3,12,0,0,Matches
b96b595c,Francesco Acerbi,it ITA,DF,it Inter,35-051,1988,5.2,6,4,5,1,0,3,4,75.0,1,4,1,3,5,11,21,0,Matches
81442ecb,Marcos Acuña,ar ARG,"DF,MF",es Sevilla,31-156,1991,2.4,9,5,7,2,0,8,9,88.9,1,0,0,0,2,11,3,0,Matches
82e12fe7,Chikwubuike Adamu,at AUT,FW,at RB Salzburg,21-300,2001,2.3,9,8,4,2,3,1,3,33.3,2,5,1,4,1,10,0,0,Matches
65d62814,Antonio Adán,es ESP,GK,pt Sporting CP,35-324,1987,4.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1,Matches
ee926a02,Arijan Ademi,mk MKD,MF,hr Dinamo Zagreb,31-308,1991,5.2,16,11,10,6,0,7,13,53.8,6,5,3,2,3,19,3,0,Matches
501055d8,Karim Adeyemi,de GER,"FW,MF",de Dortmund,21-074,2002,4.2,1,1,0,0,1,1,3,33.3,2,3,0,3,2,3,1,0,Matches
dcfb17f4,Amine Adli,fr FRA,"FW,MF",de Leverkusen,22-327,2000,1.3,3,1,1,2,0,0,1,0.0,1,6,0,6,0,3,0,0,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,eng Manchester City,27-257,1995,5.5,12,6,4,8,0,5,9,55.6,4,8,2,6,4,16,9,0,Matches
eaeca114,Nathan Aké,nl NED,DF,eng Manchester City,28-043,1995,4.0,8,5,2,5,1,2,3,66.7,1,1,0,1,5,13,4,0,Matches
05439de2,David Alaba,at AUT,DF,es Real Madrid,30-282,1992,4.4,6,2,0,5,1,4,5,80.0,1,6,5,1,1,7,7,0,Matches
834d0be5,Lucas Alario,ar ARG,"FW,MF",de Eint Frankfurt,30-176,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,34-012,1989,1.6,0,0,0,0,0,0,1,0.0,1,3,2,1,0,0,1,0,Matches
77e84962,Thiago Alcántara,es ESP,MF,eng Liverpool,31-356,1991,3.4,15,8,5,6,4,5,9,55.6,4,4,0,4,7,22,0,0,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,24-177,1998,6.9,19,13,10,8,1,16,30,53.3,14,7,2,5,4,23,3,0,Matches
4288f249,Sotiris Alexandropoulos,gr GRE,MF,pt Sporting CP,21-127,2001,1.3,1,1,0,1,0,0,0,,0,2,2,0,0,1,2,0,Matches
00f518d8,Faride Alidou,de GER,"DF,FW",de Eint Frankfurt,21-258,2001,0.8,4,4,2,2,0,2,3,66.7,1,5,0,5,1,5,0,0,Matches
7a2e46a8,Alisson,br BRA,GK,eng Liverpool,30-182,1992,8.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,1,Matches
f4290206,Marcos Alonso,es ESP,DF,es Barcelona,32-095,1990,4.5,5,2,3,1,1,3,6,50.0,3,7,4,3,6,11,18,0,Matches
8ce30c57,Éder Álvarez Balanta,co COL,"MF,FW",be Club Brugge,30-033,1993,0.6,0,0,0,0,0,0,0,,0,1,1,0,2,2,1,0,Matches
8b3ab7ad,Edson Álvarez,mx MEX,MF,nl Ajax,25-160,1997,5.9,15,8,6,8,1,8,12,66.7,4,5,1,4,11,26,18,0,Matches
15ab5a2b,Julián Álvarez,ar ARG,FW,eng Manchester City,23-061,2000,4.9,3,2,0,1,2,0,5,0.0,5,1,0,1,2,5,1,0,Matches
555d5edd,Nadiem Amiri,de GER,"MF,FW",de Leverkusen,26-157,1996,1.4,3,2,1,0,2,2,4,50.0,2,0,0,0,2,5,1,0,Matches
e0b113a7,Robert Andrich,de GER,MF,de Leverkusen,28-192,1994,4.5,10,7,3,6,1,5,6,83.3,1,13,7,6,5,15,10,0,Matches
df525574,Peter Ankersen,dk DEN,DF,dk FC Copenhagen,32-192,1990,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
a2ea941d,Ofri Arad,il ISR,"DF,MF",il Maccabi Haifa,24-203,1998,0.2,2,2,1,0,1,1,1,100.0,0,1,0,1,1,3,0,0,Matches
56413b1f,Charles Aránguiz,cl CHI,MF,de Leverkusen,33-350,1989,2.4,4,2,1,1,2,1,2,50.0,1,3,2,1,2,6,3,0,Matches
353eb529,Henrique Araújo,pt POR,FW,pt Benfica,21-073,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2bef2bca,Ronald Araújo,uy URU,DF,es Barcelona,24-026,1999,1.0,1,0,1,0,0,0,0,,0,2,1,1,0,1,0,0,Matches
b1313ec4,Scott Arfield,ca CAN,MF,sct Rangers,34-152,1988,3.0,4,1,0,4,0,1,6,16.7,5,4,1,3,1,5,1,0,Matches
e2ae54db,Hákon Arnar Haraldsson,is ISL,FW,dk FC Copenhagen,19-357,2003,3.3,5,3,2,2,1,1,2,50.0,1,1,0,1,0,5,1,0,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,eng Chelsea,28-181,1994,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,Matches
184ad240,Arthur,br BRA,"MF,FW",pt Sporting CP,24-273,1998,1.2,2,2,1,1,0,0,0,,0,2,0,2,0,2,2,0,Matches
45af8a54,Marco Asensio,es ESP,"FW,MF",es Real Madrid,27-071,1996,2.9,1,0,0,1,0,1,2,50.0,1,3,0,3,4,5,2,0,Matches
0fdcef0e,Kristjan Asllani,al ALB,MF,it Inter,21-024,2002,1.4,4,1,2,1,1,2,2,100.0,0,0,0,0,2,6,5,0,Matches
92fffd91,Omer Atzili,il ISR,"FW,MF",il Maccabi Haifa,29-249,1993,3.4,7,3,2,3,2,2,9,22.2,7,2,0,2,3,10,1,0,Matches
d5dd5f1f,Pierre-Emerick Aubameyang,ga GAB,FW,eng Chelsea,33-288,1989,4.5,0,0,0,0,0,0,1,0.0,1,4,0,4,0,0,3,0,Matches
32feb0cf,Lynnt Audoor,be BEL,MF,be Club Brugge,19-171,2003,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
f0677ed7,Fredrik Aursnes,no NOR,"FW,MF",pt Benfica,27-113,1995,4.9,11,7,4,5,2,4,8,50.0,4,7,3,4,5,16,8,1,Matches
10549b49,Sardar Azmoun,ir IRN,FW,de Leverkusen,28-091,1995,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
53cad200,César Azpilicueta,es ESP,DF,eng Chelsea,33-217,1989,2.9,7,5,5,1,1,5,5,100.0,0,5,0,5,3,10,6,1,Matches
ca002b1a,Youri Baas,nl NED,DF,nl Ajax,20-016,2003,0.5,2,0,1,1,0,0,1,0.0,1,0,0,0,0,2,1,0,Matches
78f21137,Alexander Bah,dk DEN,DF,pt Benfica,25-114,1997,7.3,14,9,8,5,1,6,12,50.0,6,13,3,10,17,31,11,0,Matches
a1232f4e,Eric Bailly,ci CIV,DF,fr Marseille,28-355,1994,3.4,6,5,2,4,0,4,5,80.0,1,4,4,0,15,21,8,0,Matches
32e8417f,Stefan Bajcetic,es ESP,MF,eng Liverpool,18-162,2004,1.2,6,4,1,3,2,5,6,83.3,1,0,0,0,1,7,0,0,Matches
a8567629,Mitchel Bakker,nl NED,"MF,DF",de Leverkusen,22-286,2000,3.8,9,5,2,3,4,7,8,87.5,1,6,0,6,4,13,5,0,Matches
5ccc9672,Alejandro Balde,es ESP,DF,es Barcelona,19-166,2003,1.9,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0,Matches
7c3ed041,Leonardo Balerdi,ar ARG,DF,fr Marseille,24-066,1999,5.5,11,6,3,7,1,3,11,27.3,8,5,4,1,13,24,12,1,Matches
f449640d,Fodé Ballo-Touré,sn SEN,"DF,MF",it Milan,26-089,1997,1.5,2,2,1,1,0,1,2,50.0,1,4,2,2,5,7,1,0,Matches
6f1d7aa8,Tommaso Barbieri,it ITA,MF,it Juventus,20-219,2002,0.0,2,1,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches
88ce7ddc,Roony Bardghji,se SWE,FW,dk FC Copenhagen,17-138,2005,1.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
6928979a,Nicolò Barella,it ITA,MF,it Inter,26-054,1997,6.3,12,7,5,6,1,4,11,36.4,7,9,0,9,2,14,7,0,Matches
712dd708,Borna Barišić,hr CRO,DF,sct Rangers,30-143,1992,5.2,9,3,4,4,1,4,8,50.0,4,11,7,4,3,12,5,0,Matches
6caffe81,Enzo Barrenechea,ar ARG,DF,it Juventus,21-315,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
45736cec,Pablo Barrios,es ESP,MF,es Atlético Madrid,19-291,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
a36524bf,Calvin Bassey,ng NGA,DF,nl Ajax,23-092,1999,6.0,14,9,8,4,2,7,11,63.6,4,9,4,5,7,21,23,0,Matches
29b7b767,Fortune Bassey,ng NGA,FW,cz Viktoria Plzeň,24-178,1998,1.5,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
75b86fb3,Alessandro Bastoni,it ITA,DF,it Inter,23-354,1999,6.2,10,4,9,1,0,5,8,62.5,3,9,5,4,6,16,20,0,Matches
37d39918,Dylan Batubinsika,fr FRA,DF,il Maccabi Haifa,27-046,1996,5.0,8,1,7,1,0,3,5,60.0,2,3,1,2,10,18,14,0,Matches
d1eda5f0,Martin Baturina,hr CRO,MF,hr Dinamo Zagreb,20-045,2003,0.7,3,1,2,0,1,2,2,100.0,0,1,0,1,0,3,0,0,Matches
e3756e72,Raoul Bellanova,it ITA,"DF,MF",it Inter,22-320,2000,1.2,1,1,1,0,0,0,2,0.0,2,2,0,2,0,1,2,0,Matches
f874dd44,Héctor Bellerín,es ESP,DF,es Barcelona,28-014,1995,2.0,4,3,1,2,1,2,3,66.7,1,3,2,1,1,5,1,0,Matches
57d88cf9,Jude Bellingham,eng ENG,MF,de Dortmund,19-277,2003,7.0,15,8,9,3,3,8,16,50.0,8,15,4,11,13,28,8,0,Matches
db092d3b,Ismaël Bennacer,dz ALG,MF,it Milan,25-122,1997,4.6,22,11,10,8,4,5,8,62.5,3,3,0,3,6,28,2,0,Matches
3b8674e6,Rodrigo Bentancur,uy URU,"MF,FW",eng Tottenham,25-281,1997,5.6,12,7,4,7,1,6,8,75.0,2,5,2,3,5,17,4,0,Matches
70d74ece,Karim Benzema,fr FRA,FW,es Real Madrid,35-104,1987,4.5,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,3,0,Matches
713c144a,Steven Berghuis,nl NED,"MF,FW",nl Ajax,31-104,1991,5.1,13,9,2,8,3,7,10,70.0,3,5,0,5,4,17,0,0,Matches
a29b1131,Steven Bergwijn,nl NED,FW,nl Ajax,25-176,1997,5.8,3,1,0,1,2,1,1,100.0,0,2,0,2,1,4,1,0,Matches
67b09a18,Alexandro Bernabei,ar ARG,FW,sct Celtic,22-190,2000,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
17370b95,Bernardo,br BRA,DF,at RB Salzburg,27-323,1995,3.0,10,6,9,1,0,4,7,57.1,3,6,3,3,5,15,16,1,Matches
433dc9a2,Juan Bernat,es ESP,DF,fr Paris S-G,30-032,1993,3.1,11,7,9,1,1,7,10,70.0,3,3,1,2,1,12,2,0,Matches
505486d6,Victor Bernth Kristiansen,dk DEN,"DF,MF",dk FC Copenhagen,20-107,2002,5.4,15,6,9,3,3,5,7,71.4,2,11,1,10,6,21,14,0,Matches
d00fd50a,Modou Biramé Ndiaye,sn SEN,MF,cz Viktoria Plzeň,26-155,1996,2.0,4,1,3,1,0,2,8,25.0,6,2,0,2,6,10,4,0,Matches
6c203af0,Yves Bissouma,ml MLI,MF,eng Tottenham,26-215,1996,1.0,2,1,2,0,0,1,2,50.0,1,4,1,3,2,4,2,0,Matches
663e080e,Janis Blaswich,de GER,GK,de RB Leipzig,31-335,1991,5.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
691bef82,Daley Blind,nl NED,DF,nl Ajax,33-024,1990,4.5,17,10,6,6,5,10,14,71.4,4,6,2,4,4,21,9,1,Matches
73b9fa8a,Petar Bočkaj,hr CRO,"DF,FW",hr Dinamo Zagreb,26-253,1996,0.4,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
08fe932d,Nicolai Boilesen,dk DEN,DF,dk FC Copenhagen,31-045,1992,1.1,0,0,0,0,0,0,1,0.0,1,2,1,1,2,2,3,0,Matches
7713c72a,Valerii Bondar,ua UKR,DF,ua Shakhtar,24-034,1999,6.0,7,5,5,2,0,2,3,66.7,1,11,9,2,7,14,30,1,Matches
