id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
5bc43860,Brenden Aaronson,us USA,"MF,FW",Leeds United,22-140,2000,19.8,1,32,5,15.6,1.61,0.25,0.03,0.20,18.7,2,0,0,2.7,2.7,0.09,-1.7,-1.7,Matches
f2bf1b0f,Che Adams,sct SCO,FW,Southampton,26-241,1996,18.2,4,36,13,36.1,1.98,0.71,0.11,0.31,14.5,0,0,0,4.6,4.6,0.13,-0.6,-0.6,Matches
2b09d998,Tyler Adams,us USA,MF,Leeds United,24-025,1999,23.0,0,3,0,0.0,0.13,0.00,0.00,,28.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
c81d773d,Tosin Adarabioyo,eng ENG,DF,Fulham,25-168,1997,12.2,1,4,2,50.0,0.33,0.16,0.25,0.50,16.4,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
288e1e13,Nayef Aguerd,ma MAR,DF,West Ham,26-346,1996,8.7,0,5,0,0.0,0.57,0.00,0.00,,8.9,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches
a6c58494,Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,20-347,2002,0.5,0,2,0,0.0,4.19,0.00,0.00,,16.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
9b398aea,Rayan Aït Nouri,fr FRA,DF,Wolves,21-278,2001,11.2,1,10,5,50.0,0.89,0.45,0.10,0.20,14.1,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
a8c0acb7,Kristoffer Ajer,no NOR,DF,Brentford,24-328,1998,8.5,0,1,0,0.0,0.12,0.00,0.00,,6.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,Manchester City,27-235,1995,17.1,0,12,2,16.7,0.70,0.12,0.00,0.00,15.9,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
eaeca114,Nathan Aké,nl NED,DF,Manchester City,28-021,1995,15.8,0,7,1,14.3,0.44,0.06,0.00,0.00,11.4,0,0,0,1.0,1.0,0.14,-1.0,-1.0,Matches
b827d5b3,Marc Albrighton,eng ENG,"FW,MF",Leicester City,33-113,1989,2.6,1,2,1,50.0,0.76,0.38,0.50,1.00,8.0,0,0,0,0.3,0.3,0.17,+0.7,+0.7,Matches
77e84962,Thiago Alcántara,es ESP,MF,Liverpool,31-334,1991,12.8,0,9,1,11.1,0.70,0.08,0.00,0.00,25.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
4abac767,Carlos Alcaraz,ar ARG,MF,Southampton,20-101,2002,2.1,2,8,3,37.5,3.85,1.44,0.25,0.67,20.4,0,0,0,0.5,0.5,0.07,+1.5,+1.5,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,Liverpool,24-155,1998,20.8,1,24,4,16.7,1.16,0.19,0.04,0.25,22.6,4,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
7a2e46a8,Alisson,br BRA,GK,Liverpool,30-160,1992,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
cea4ee8f,Dele Alli,eng ENG,MF,Everton,26-334,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
862a1c15,Miguel Almirón,py PAR,FW,Newcastle Utd,29-029,1994,21.7,10,49,16,32.7,2.26,0.74,0.20,0.63,16.8,0,0,0,6.0,6.0,0.12,+4.0,+4.0,Matches
15ab5a2b,Julián Álvarez,ar ARG,"FW,MF",Manchester City,23-039,2000,8.0,5,25,10,40.0,3.14,1.26,0.20,0.50,14.4,0,0,0,3.2,3.2,0.13,+1.8,+1.8,Matches
1a4ef233,Daniel Amartey,gh GHA,DF,Leicester City,28-080,1994,15.2,0,3,2,66.7,0.20,0.13,0.00,0.00,25.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
e34fc66d,Joachim Andersen,dk DEN,DF,Crystal Palace,26-284,1996,19.4,1,14,7,50.0,0.72,0.36,0.07,0.14,10.6,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
de31038e,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,20-125,2002,1.6,0,4,1,25.0,2.52,0.63,0.00,0.00,12.0,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
e4238fb1,Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,23-100,1999,9.5,3,18,10,55.6,1.89,1.05,0.17,0.30,19.8,2,0,0,1.5,1.5,0.08,+1.5,+1.5,Matches
ac05f970,Michail Antonio,jm JAM,FW,West Ham,32-348,1990,12.5,3,25,9,36.0,1.99,0.72,0.12,0.33,13.4,0,0,0,3.4,3.4,0.14,-0.4,-0.4,Matches
99127249,Antony,br BRA,FW,Manchester Utd,23-015,2000,11.1,3,35,16,45.7,3.16,1.44,0.09,0.19,20.6,0,0,0,2.8,2.8,0.08,+0.2,+0.2,Matches
05e8ca6d,Cameron Archer,eng ENG,"FW,MF",Aston Villa,21-233,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2f965a72,Alphonse Areola,fr FRA,GK,West Ham,30-012,1993,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
328f7d51,Joe Aribo,ng NGA,"MF,FW",Southampton,26-233,1996,12.2,2,13,8,61.5,1.07,0.66,0.15,0.25,10.7,0,0,0,1.4,1.4,0.11,+0.6,+0.6,Matches
