id,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2f798b41,Aymen Abdennour,tn TUN,DF,Marseille,27,1989,5.5,3,0,0,9,6,0,0,4,3,0,0,0,32,7,7,50.0,Matches
a4c3f7af,Mehdi Abeid,dz ALG,MF,Dijon,24,1992,13.1,2,0,0,29,16,2,6,18,15,0,0,0,93,13,16,44.8,Matches
16714a62,Khaled Adénon,bj BEN,DF,Amiens,32,1985,32.5,9,0,0,50,39,1,0,65,24,0,1,0,195,64,46,58.2,Matches
26777636,Yacine Adli,fr FRA,FW,Paris S-G,17,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,Montpellier,24,1993,27.3,2,0,0,29,49,3,95,37,50,0,0,0,174,28,35,44.4,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,23,1994,33.4,4,0,0,46,49,1,5,75,34,0,0,0,261,48,47,50.5,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,Caen,21,1996,22.7,4,0,0,20,26,0,11,32,28,0,0,0,207,23,32,41.8,Matches
9b8970ce,David Alcibiade,fr FRA,DF,Nantes,25,1991,2.3,0,0,0,2,2,1,5,7,5,0,0,0,10,5,1,83.3,Matches
b18a3023,Júnior Alonso,py PAR,DF,Lille,24,1993,30.9,3,0,0,34,9,0,7,56,31,0,0,1,219,91,43,67.9,Matches
c9e99e49,Dani Alves,br BRA,DF,Paris S-G,34,1983,22.9,7,1,0,38,34,4,99,28,57,0,0,0,160,16,19,45.7,Matches
9260926b,Ibrahim Amadou,fr FRA,"MF,DF",Lille,24,1993,26.7,3,1,0,23,17,0,4,41,29,0,1,0,177,33,27,55.0,Matches
ab914649,Morgan Amalfitano,fr FRA,"MF,FW",Rennes,32,1985,8.3,2,2,1,8,14,0,19,4,5,0,0,0,39,2,12,14.3,Matches
d7bf3d19,Romain Amalfitano,fr FRA,MF,Dijon,27,1989,30.0,5,0,0,35,52,0,20,85,37,0,0,0,228,13,29,31.0,Matches
22721b88,Jordan Amavi,fr FRA,DF,Marseille,23,1994,24.4,7,0,0,30,22,1,60,45,35,0,1,0,170,42,21,66.7,Matches
