id,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
a7e4760c,Ismael Aaneba,fr FRA,DF,Strasbourg,19,1999,2.3,3,0,0,6,0,0,11,8,6,0,0,0,18,1,5,16.7,Matches
32c2d95f,Yunis Abdelhamid,ma MAR,DF,Reims,30,1987,38.0,2,0,0,34,20,1,0,65,33,0,1,1,205,113,71,61.4,Matches
a4c3f7af,Mehdi Abeid,dz ALG,MF,Dijon,25,1992,22.5,6,0,0,57,28,1,24,29,33,0,0,0,145,17,26,39.5,Matches
469d3d84,Charles Abi,fr FRA,"DF,FW",Saint-Étienne,18,2000,0.4,0,0,0,2,1,0,0,0,4,0,0,0,5,2,1,66.7,Matches
16714a62,Khaled Adénon,bj BEN,DF,Amiens,33,1985,22.2,7,1,1,32,20,2,0,31,22,0,0,1,107,51,58,46.8,Matches
26777636,Yacine Adli,fr FRA,MF,Bordeaux,18,2000,2.4,1,0,0,4,1,0,9,2,2,0,0,0,16,2,1,66.7,Matches
288e1e13,Nayef Aguerd,ma MAR,DF,Dijon,22,1996,11.7,4,1,0,19,8,0,3,14,12,0,1,0,58,41,23,64.1,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,Montpellier,25,1993,28.1,8,0,0,37,40,1,115,37,51,0,1,0,185,28,32,46.7,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Monaco,24,1994,11.9,2,0,0,26,17,0,5,17,11,0,0,0,79,22,25,46.8,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,Saint-Étienne,22,1996,10.4,0,0,0,10,10,0,4,19,13,0,0,0,74,7,10,41.2,Matches
c46fa34c,Youssef Aït Bennasser,ma MAR,MF,Monaco,22,1996,11.9,2,0,0,11,11,0,2,15,16,0,0,0,119,7,10,41.2,Matches
9b398aea,Rayan Aït Nouri,fr FRA,"DF,MF",Angers,17,2001,0.6,1,0,0,1,1,0,0,0,2,0,1,0,2,0,2,0.0,Matches
462475ed,Ludovic Ajorque,fr FRA,FW,Strasbourg,24,1994,17.0,5,0,0,45,16,2,5,5,13,1,0,0,32,104,60,63.4,Matches
5314e067,Sofiane Alakouch,ma MAR,DF,Nîmes,20,1998,21.1,4,0,0,29,32,0,40,46,44,0,0,0,93,18,26,40.9,Matches
0f4c0bad,Alexis Alegue,fr FRA,FW,Nantes,21,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
8fa8f8d2,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,23,1995,25.0,0,0,0,0,4,0,0,1,0,0,0,0,33,10,0,100.0,Matches
bdedd861,Rachid Alioui,ma MAR,FW,Nîmes,26,1992,13.9,1,0,0,11,11,5,19,10,5,0,0,0,40,42,67,38.5,Matches
8870154f,Bobby Allain,fr FRA,GK,Dijon,26,1991,13.0,1,0,0,1,6,0,0,0,0,0,1,0,14,9,3,75.0,Matches
0a63446f,Mickaël Alphonse,gp GLP,DF,Dijon,29,1989,6.3,0,0,0,9,10,0,22,9,5,0,0,0,27,14,3,82.4,Matches
