id,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
32c2d95f,Yunis Abdelhamid,ma MAR,DF,Reims,33,1987,33.1,5,1,0,39,25,0,4,68,27,0,1,0,195,62,38,62.0,Matches
82464ce3,Salis Abdul Samed,gh GHA,MF,Clermont Foot,21,2000,27.4,12,3,2,43,37,0,14,42,23,0,0,0,186,17,20,45.9,Matches
31626657,Laurent Abergel,fr FRA,MF,Lorient,28,1993,32.8,9,0,0,41,69,1,37,55,60,0,0,0,264,11,7,61.1,Matches
469d3d84,Charles Abi,fr FRA,FW,Saint-Étienne,21,2000,0.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,Matches
0e46fa2f,Matthis Abline,fr FRA,FW,Rennes,18,2003,1.1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7,0.0,Matches
1e93fc5d,Mohamed Achi,fr FRA,MF,Nantes,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
7587446d,Martin Adeline,fr FRA,"MF,FW",Reims,17,2003,3.9,1,0,0,16,2,0,11,11,11,0,0,0,35,3,5,37.5,Matches
26777636,Yacine Adli,fr FRA,"MF,FW",Bordeaux,21,2000,25.1,5,0,0,21,27,4,114,37,27,0,0,0,150,12,19,38.7,Matches
8bc8829a,Lucien Agoume,fr FRA,MF,Brest,19,2002,20.8,6,0,0,31,14,0,5,52,31,0,1,0,148,26,29,47.3,Matches
288e1e13,Nayef Aguerd,ma MAR,DF,Rennes,25,1996,30.4,3,1,0,20,16,1,1,24,18,1,2,0,154,95,51,65.1,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,Monaco,28,1993,23.8,4,0,0,32,29,1,64,44,53,0,0,1,157,33,40,45.2,Matches
eab957a3,Anel Ahmedhodzic,ba BIH,DF,Bordeaux,22,1999,15.0,6,0,0,21,10,0,6,22,26,0,0,0,108,18,13,58.1,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,27,1994,11.2,2,0,0,21,20,0,6,19,9,0,0,0,77,14,5,73.7,Matches
462475ed,Ludovic Ajorque,fr FRA,FW,Strasbourg,27,1994,30.4,5,1,0,40,36,14,17,8,25,2,0,1,86,127,102,55.5,Matches
b625b241,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,19,2002,0.6,1,0,0,4,1,1,1,0,0,0,0,0,2,1,2,33.3,Matches
5314e067,Sofiane Alakouch,ma MAR,"DF,MF",Metz,23,1998,1.8,1,0,0,5,7,0,2,1,4,0,0,0,6,0,1,0.0,Matches
3d738df0,Josué Albert,gf GUF,DF,Clermont Foot,29,1992,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,Matches
9e17ccff,Doğan Alemdar,tr TUR,GK,Rennes,18,2002,12.0,1,0,0,0,0,0,0,0,0,0,0,0,18,1,0,100.0,Matches
f8405304,Mohamed Ali Cho,fr FRA,FW,Angers,17,2004,20.4,6,2,2,32,44,10,23,8,5,0,0,0,61,15,59,20.3,Matches
1956b948,Jim Allevinah,ga GAB,FW,Clermont Foot,26,1995,16.5,1,0,0,16,34,2,34,6,13,0,1,0,65,16,23,41.0,Matches
9260926b,Ibrahim Amadou,fr FRA,"DF,MF",Metz,28,1993,9.0,4,0,0,11,4,0,0,14,8,0,0,0,48,7,8,46.7,Matches
22721b88,Jordan Amavi,fr FRA,DF,Nice,27,1994,4.6,1,0,0,2,4,0,6,15,10,0,0,0,29,10,9,52.6,Matches
22721b88,Jordan Amavi,fr FRA,"DF,FW",Marseille,27,1994,1.4,0,0,0,3,1,0,2,1,5,0,0,0,3,3,5,37.5,Matches
ef9c1c95,Benjamin André,fr FRA,MF,Lille,30,1990,30.6,12,1,1,67,57,2,19,50,69,0,2,0,296,97,81,54.5,Matches
a5db0bec,Houssem Aouar,fr FRA,"MF,FW",Lyon,23,1998,27.8,1,0,0,27,39,3,21,20,30,0,0,0,155,6,21,22.2,Matches
b94b8be1,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,19,2002,12.0,2,0,0,10,13,2,68,17,6,0,0,0,77,10,17,37.0,Matches
feb5d3ab,Dennis Appiah,fr FRA,DF,Nantes,29,1992,23.3,4,0,0,39,4,2,38,27,34,0,1,1,97,30,39,43.5,Matches
b026bbf6,Lorenz Assignon,tg TOG,DF,Rennes,21,2000,6.8,0,0,0,10,12,2,21,11,10,0,0,0,40,11,6,64.7,Matches
6a827d8e,Youcef Atal,dz ALG,DF,Nice,25,1996,12.7,4,0,0,17,23,3,54,32,19,1,1,0,72,26,12,68.4,Matches
97bfa797,Jean-Kévin Augustin,fr FRA,"FW,MF",Nantes,24,1997,0.9,1,0,0,1,1,0,0,0,0,0,0,0,3,2,1,66.7,Matches
eaf71a5e,Karim Azamoum,fr FRA,DF,Troyes,31,1990,4.3,2,0,0,12,3,0,1,1,5,0,0,0,21,7,5,58.3,Matches
114bbdee,Loïc Bade,fr FRA,DF,Rennes,21,2000,10.9,3,1,1,6,1,0,2,12,5,0,0,0,61,25,18,58.1,Matches
06df8256,Benoît Badiashile,fr FRA,DF,Monaco,20,2001,20.4,4,0,0,24,9,2,1,28,19,0,1,0,150,57,17,77.0,Matches
6a2b9aee,Youssouph Badji,sn SEN,"FW,MF",Brest,19,2001,1.5,0,0,0,4,0,1,1,0,0,0,0,0,2,7,6,53.8,Matches
5046b7d4,Stéphane Bahoken,cm CMR,FW,Angers,29,1992,12.2,0,0,0,23,14,4,10,3,8,0,0,0,22,24,38,38.7,Matches
5065d67d,Dénys Bain,fr FRA,DF,Brest,28,1993,2.0,0,0,0,4,2,0,0,3,3,0,0,0,11,4,2,66.7,Matches
be13e5a8,Stefan Bajic,fr FRA,GK,Saint-Étienne,19,2001,5.7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,75.0,Matches
0af4dcf0,Cédric Bakambu,cd COD,FW,Marseille,30,1991,4.0,1,0,0,6,2,5,3,0,0,0,0,0,5,7,11,38.9,Matches
ee95585f,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,18,2002,3.4,0,0,0,7,5,0,0,12,9,0,0,0,25,4,4,50.0,Matches
2b5a35e5,Dilane Bakwa,fr FRA,"FW,MF",Bordeaux,18,2002,0.5,0,0,0,2,1,0,0,0,1,0,0,0,2,3,1,75.0,Matches
a30cb0d4,Ibrahima Baldé,fr FRA,"FW,MF",Lens,18,2003,0.6,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,66.7,Matches
7c3ed041,Leonardo Balerdi,ar ARG,DF,Marseille,22,1999,10.6,4,1,0,10,5,0,0,19,6,0,0,0,78,17,13,56.7,Matches
7fecbcdb,Abdoulaye Bamba,ci CIV,"DF,FW",Angers,31,1990,5.1,1,0,0,5,6,0,10,9,5,0,0,1,19,6,5,54.5,Matches
b2bd0f6c,Jonathan Bamba,fr FRA,"MF,FW",Lille,25,1996,27.0,3,0,0,11,56,14,115,21,12,0,0,0,169,16,19,45.7,Matches
be47b750,Simon Banza,fr FRA,FW,Lens,24,1996,1.4,0,0,0,3,7,0,1,1,1,0,0,0,5,6,5,54.5,Matches
0557ff4f,Danilo Barbosa,br BRA,DF,Nice,25,1996,1.0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,5,44.4,Matches
a0d55a09,Bradley Barcola,fr FRA,"FW,MF",Lyon,18,2002,2.9,0,0,0,5,0,1,4,2,4,0,0,0,16,5,5,50.0,Matches
1ddbc7ca,Melvin Bard,fr FRA,DF,Nice,20,2000,28.8,3,0,0,21,30,1,87,51,37,0,0,0,226,41,31,56.9,Matches
80556f08,Toma Bašić,hr CRO,MF,Bordeaux,24,1996,2.3,0,0,0,6,2,0,18,2,2,0,0,0,4,0,1,0.0,Matches
ced1d98f,Amine Bassi,fr FRA,"MF,FW",Metz,23,1997,2.0,0,0,0,4,4,0,16,0,3,0,0,0,12,1,4,20.0,Matches
2515040a,Paul Baysse,fr FRA,"MF,DF",Bordeaux,33,1988,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
1a248246,Youcef Belaïli,dz ALG,"MF,FW",Brest,29,1992,9.2,2,0,0,12,19,2,50,7,1,0,1,0,49,5,7,41.7,Matches
2b1bed19,Haris Belkebla,dz ALG,MF,Brest,27,1994,25.7,2,0,0,27,39,0,11,48,23,0,0,0,171,21,17,55.3,Matches
10f0fdd3,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,23,1998,25.9,5,0,0,36,68,0,54,27,32,0,0,0,177,18,19,48.6,Matches
c678ddd7,Jeanöel Belocian,fr FRA,DF,Rennes,16,2005,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
74dc806c,Hatem Ben Arfa,fr FRA,"FW,MF",Lille,34,1987,3.5,1,0,0,7,4,2,7,0,2,0,0,0,13,0,5,0.0,Matches
1f6298f2,Salim Ben Seghir,fr FRA,MF,Marseille,18,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
942b4f90,Wissam Ben Yedder,fr FRA,FW,Monaco,30,1990,28.1,3,0,0,19,22,24,14,0,8,1,0,0,74,21,46,31.3,Matches
bef0a7ac,Darío Benedetto,ar ARG,"FW,MF",Marseille,31,1990,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0,Matches
8a2248b4,Walter Benítez,ar ARG,GK,Nice,28,1993,37.0,2,0,0,0,6,0,0,0,0,0,0,0,43,12,0,100.0,Matches
f5b6fb78,Loris Benito,ch SUI,DF,Bordeaux,29,1992,0.7,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,,Matches
3189f61a,Nabil Bentaleb,dz ALG,MF,Angers,26,1994,16.8,4,0,0,29,13,0,3,28,24,0,0,0,131,18,12,60.0,Matches
e4114f5d,Patrick Berg,no NOR,MF,Lens,23,1997,3.4,0,0,0,5,1,0,2,4,6,0,0,0,28,3,1,75.0,Matches
0b2c9aec,Mitchell van Bergen,nl NED,"FW,MF",Reims,21,1999,10.9,1,0,0,8,4,10,49,4,5,0,0,0,49,3,17,15.0,Matches
d5575935,Valon Berisha,xk KVX,"MF,FW",Reims,28,1993,5.1,2,1,1,13,2,2,27,4,7,0,0,0,24,4,3,57.1,Matches
28dabd43,Paul Bernardoni,fr FRA,GK,Angers,24,1997,13.0,0,0,0,0,2,0,0,0,2,0,0,0,9,7,1,87.5,Matches
28dabd43,Paul Bernardoni,fr FRA,GK,Saint-Étienne,24,1997,19.0,0,0,0,0,3,0,0,0,0,0,0,0,29,3,1,75.0,Matches
433dc9a2,Juan Bernat,es ESP,"DF,MF",Paris S-G,28,1993,10.6,2,0,0,4,9,1,12,8,14,0,0,0,37,8,8,50.0,Matches
380a15e2,Dimitry Bertaud,fr FRA,GK,Montpellier,23,1998,9.3,0,0,0,0,1,0,0,0,0,0,0,0,10,2,1,66.7,Matches
03e91055,Jason Berthomier,fr FRA,MF,Clermont Foot,31,1990,19.2,0,0,0,14,15,2,133,8,14,0,0,0,98,11,16,40.7,Matches
de40e38c,Giulian Biancone,fr FRA,"DF,MF",Troyes,21,2000,25.5,10,0,0,34,32,4,87,53,42,0,2,0,147,48,34,58.5,Matches
47c609d5,El Bilal Touré,ml MLI,FW,Reims,19,2001,13.3,2,0,0,20,14,6,4,6,6,0,0,0,37,59,58,50.4,Matches
a3e1d20d,Jean-Claude Billong,cm CMR,DF,Clermont Foot,27,1993,10.9,2,0,0,7,9,0,1,10,8,0,0,0,57,29,9,76.3,Matches
0f697e02,Nathan Bitu Mazala,fr FRA,DF,Paris S-G,18,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
3d214e5f,Marco Bizot,nl NED,GK,Brest,30,1991,38.0,1,0,0,0,4,0,0,0,1,0,0,0,34,4,1,80.0,Matches
6191093d,Ludovic Blas,fr FRA,"MF,FW",Nantes,23,1997,32.9,10,0,0,45,55,4,37,31,18,1,0,0,172,17,29,37.0,Matches
5b479568,Myron Boadu,nl NED,FW,Monaco,20,2001,10.7,0,0,0,17,11,12,0,2,7,0,0,0,20,15,29,34.1,Matches
2db2fd7b,Jérôme Boateng,de GER,DF,Lyon,32,1988,18.0,6,0,0,13,3,0,5,20,15,0,0,0,107,18,7,72.0,Matches
7d937aa1,Antonin Bobichon,fr FRA,"MF,FW",Angers,25,1995,0.4,0,0,0,0,0,0,2,1,0,0,0,0,5,0,2,0.0,Matches
f6496133,Quentin Boisgard,fr FRA,"MF,FW",Lorient,24,1997,10.6,3,0,0,11,9,0,46,6,11,0,0,0,70,9,17,34.6,Matches
bbdd999a,Charles Boli,fr FRA,"MF,DF",Lens,22,1998,0.4,0,0,0,0,2,0,2,0,1,0,0,0,2,1,0,100.0,Matches
ccce7025,Sven Botman,nl NED,DF,Lille,21,2000,25.0,4,0,0,16,13,1,0,26,11,0,2,0,113,57,28,67.1,Matches
0b0cbe5b,Denis Bouanga,ga GAB,"FW,MF",Saint-Étienne,26,1994,27.1,4,1,0,50,48,5,67,8,25,0,0,0,141,67,95,41.4,Matches
f9d5908e,Hicham Boudaoui,dz ALG,MF,Nice,21,1999,18.0,7,0,0,30,21,4,49,18,18,0,0,0,103,13,16,44.8,Matches
1001ae82,Ryad Boudebouz,dz ALG,"MF,FW",Saint-Étienne,31,1990,25.0,2,0,0,14,29,0,106,10,15,0,0,0,132,12,64,15.8,Matches
b0c71810,Sofiane Boufal,ma MAR,"FW,MF",Angers,27,1993,25.9,6,0,0,44,80,15,108,7,29,2,0,0,85,12,37,24.5,Matches
a0791826,Farid Boulaya,dz ALG,"MF,FW",Metz,28,1993,17.0,1,1,0,7,17,1,71,12,10,0,0,0,100,9,19,32.1,Matches
62e02107,Ismaëlben Boura,fr FRA,DF,Lens,20,2000,1.1,0,0,0,0,0,0,1,2,2,0,0,0,2,1,0,100.0,Matches
20e73fac,Benjamin Bourigeaud,fr FRA,"FW,MF",Rennes,27,1994,35.5,2,0,0,25,8,4,294,30,24,0,0,0,144,14,45,23.7,Matches
5c7895a0,Redwan Bourles,fr FRA,"MF,FW",Lorient,18,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
8bbe2df5,Domagoj Bradarić,hr CRO,DF,Lille,21,1999,4.6,2,0,0,5,7,0,21,10,9,0,0,0,27,5,15,25.0,Matches
02bcaf8e,Bilal Brahimi,dz ALG,MF,Nice,21,2000,4.2,1,0,0,4,10,2,45,2,1,0,0,0,24,2,1,66.7,Matches
02bcaf8e,Bilal Brahimi,dz ALG,FW,Angers,21,2000,3.8,0,0,0,2,9,1,11,1,1,1,0,0,13,2,5,28.6,Matches
5b146df3,Lilian Brassier,fr FRA,DF,Brest,21,1999,25.1,4,0,0,24,17,0,17,32,24,0,1,1,153,42,19,68.9,Matches
f83c8d6c,Jimmy Briand,fr FRA,"FW,MF",Bordeaux,35,1985,2.5,1,0,0,5,0,1,2,1,0,0,0,0,13,6,12,33.3,Matches
edd81e2a,Dylan Bronn,tn TUN,DF,Metz,26,1995,28.3,10,1,1,31,11,3,12,40,29,0,0,0,164,28,28,50.0,Matches
eab85789,Osman Bukari,gh GHA,"FW,MF",Nantes,22,1998,11.2,1,0,0,14,6,5,15,8,8,0,0,0,70,9,13,40.9,Matches
7b082ec2,Maxime Busi,be BEL,DF,Reims,21,1999,14.4,3,0,0,19,7,0,30,17,15,0,0,0,77,11,19,36.7,Matches
49712367,Oriol Busquets,es ESP,MF,Clermont Foot,22,1999,2.2,0,0,0,2,0,0,1,1,3,0,0,0,11,1,5,16.7,Matches
db87a2c4,Marcin Bułka,pl POL,GK,Nice,21,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
148e136f,Rémy Cabella,fr FRA,"MF,FW",Montpellier,31,1990,3.5,0,0,0,3,3,0,8,5,7,0,0,0,20,0,3,0.0,Matches
46359159,Jimmy Cabot,fr FRA,DF,Angers,27,1994,22.3,4,0,0,32,32,1,69,32,44,1,0,0,180,11,12,47.8,Matches
0118c54c,Anthony Caci,fr FRA,DF,Strasbourg,24,1997,26.6,4,0,0,35,23,2,97,33,34,0,0,0,161,38,24,61.3,Matches
2a657da0,Mathieu Cafaro,fr FRA,"MF,FW",Reims,24,1997,2.1,2,0,0,6,3,0,19,3,2,0,0,0,9,3,4,42.9,Matches
677ee102,Yannick Cahuzac,fr FRA,MF,Lens,36,1985,6.9,1,1,0,6,1,1,2,9,2,0,0,0,27,6,5,54.5,Matches
5ee6e943,Marc-Aurèle Caillard,fr FRA,GK,Metz,27,1994,17.1,1,0,0,0,4,0,0,2,0,0,0,0,7,2,0,100.0,Matches
928a4a61,Jens Cajuste,se SWE,"MF,FW",Reims,21,1999,4.0,0,0,0,5,8,0,1,5,6,0,0,0,16,3,5,37.5,Matches
94f8d10c,Duje Ćaleta-Car,hr CRO,DF,Marseille,24,1996,22.9,6,0,0,11,6,1,1,24,8,1,0,0,99,35,11,76.1,Matches
7a72e960,Lucas Calodat,fr FRA,DF,Saint-Étienne,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
8577e60a,Mahdi Camara,fr FRA,"MF,DF",Saint-Étienne,23,1998,34.1,8,0,0,45,44,1,33,57,57,2,0,0,177,30,42,41.7,Matches
316e70c7,Mamadou Camara,fr FRA,FW,Troyes,20,2001,0.4,0,0,0,1,0,0,0,0,1,0,0,0,1,2,3,40.0,Matches
7b9c2d84,Eduardo Camavinga,fr FRA,MF,Rennes,18,2002,1.6,0,0,0,2,6,0,0,1,1,0,0,0,8,2,0,100.0,Matches
3cc4bb19,Fali Candé,gw GNB,DF,Metz,23,1998,10.8,2,0,0,11,11,0,45,6,18,0,0,0,60,18,12,60.0,Matches
79b2399c,Pierrick Capelle,fr FRA,"MF,DF",Angers,34,1987,13.3,1,0,0,22,5,0,17,16,24,1,1,0,98,19,31,38.0,Matches
f81ef10d,Maxence Caqueret,fr FRA,MF,Lyon,21,2000,25.9,5,0,0,43,28,0,20,43,40,0,0,0,204,12,13,48.0,Matches
5e080f73,Irvin Cardona,fr FRA,"FW,MF",Brest,23,1997,14.8,2,0,0,16,14,10,21,5,7,0,0,0,55,13,19,40.6,Matches
e3e32fbb,Igor Carioca,br BRA,DF,Lorient,24,1996,17.5,3,0,0,25,23,1,68,25,16,0,0,0,88,10,10,50.0,Matches
f54d2149,Moreto Cassamã,gw GNB,MF,Reims,23,1998,8.9,1,0,0,11,22,0,19,9,6,0,0,0,61,3,6,33.3,Matches
e0f3a1f6,Jean-Charles Castelletto,cm CMR,DF,Nantes,26,1995,27.9,8,0,0,42,11,1,8,30,24,0,0,0,150,56,31,64.4,Matches
31a62dc7,Zeki Çelik,tr TUR,DF,Lille,24,1997,30.0,10,0,0,39,16,3,66,43,37,1,1,0,160,40,22,64.5,Matches
3c6bbbab,Fabien Centonze,fr FRA,DF,Metz,25,1996,17.6,3,0,0,16,30,0,48,32,21,0,0,0,101,10,17,37.0,Matches
f5dfc256,Leonardo César Jardim,br BRA,GK,Lille,26,1995,17.0,0,0,0,0,4,0,0,1,0,,,0,,,,,Matches
2180c761,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,16,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
5c61496e,Nassim Chadli,fr FRA,"MF,DF",Troyes,20,2001,1.1,1,0,0,3,3,0,5,0,3,0,0,0,5,1,1,50.0,Matches
1787195f,Mehdi Chahiri,ma MAR,DF,Strasbourg,25,1996,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,100.0,Matches
