id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
00242715,1851,218,927,836,100,29,1851,18,6,12,1041,6283.0,3913.0,37,20,4,17,7,1080,14
00242b75,493,16,126,292,78,8,493,7,5,2,205,709.0,332.0,6,4,2,13,6,232,13
00844823,1787,165,834,888,78,18,1787,22,16,6,1234,7113.0,4460.0,33,19,1,10,6,1205,3
009a4f60,219,16,68,95,60,5,219,12,7,5,126,580.0,256.0,10,8,1,5,7,101,9
01834aa0,1512,181,828,646,49,27,1512,14,11,3,891,4351.0,2182.0,12,8,1,14,5,962,5
01c3aff5,1339,74,365,724,267,41,1339,46,27,19,643,3861.0,1847.0,34,34,6,30,20,804,71
028e70b9,122,1,3,48,72,21,122,4,1,3,65,258.0,74.0,1,2,1,9,4,80,26
032f894e,10,0,1,4,5,1,10,0,0,0,9,38.0,25.0,0,0,0,0,0,8,1
042e8a49,998,1,74,330,609,117,998,97,58,39,750,5160.0,2824.0,113,46,49,47,36,817,329
048a1cbc,2393,46,553,1272,591,53,2393,66,41,25,1416,6557.0,3906.0,75,72,8,36,25,1748,131
05439de2,2691,145,943,1538,232,12,2691,9,7,2,1907,12192.0,7412.0,69,28,3,16,4,2060,42
054849d2,404,32,162,168,77,4,404,6,2,4,167,953.0,443.0,12,5,0,10,9,151,10
056d2d95,1904,110,572,825,530,15,1904,31,22,9,699,4049.0,2073.0,47,41,3,26,9,725,69
05d548d8,2616,256,1283,1268,82,29,2616,15,14,1,1587,7992.0,4702.0,23,13,1,15,7,1789,8
05f99a4a,91,3,19,36,39,11,91,12,5,7,50,304.0,109.0,5,3,5,6,7,47,11
070ec0b1,2884,207,1228,1586,80,32,2884,8,7,1,1648,7493.0,2932.0,4,6,1,15,5,2059,4
080440a4,2067,192,973,942,168,54,2067,21,12,9,1024,5811.0,2738.0,35,17,2,21,10,1122,35
08593525,763,48,212,441,118,8,763,23,16,7,399,1615.0,723.0,6,13,1,15,7,430,23
088ca1bd,1892,92,538,799,568,41,1892,33,14,19,873,4193.0,2176.0,51,46,9,29,24,989,142
096a77c4,88,3,10,34,44,4,88,11,4,7,61,347.0,178.0,8,5,4,5,2,66,18
099e666f,1874,85,521,928,441,25,1874,20,11,9,853,3890.0,2088.0,40,32,6,37,20,954,125
0a1cb833,1292,1135,1287,5,0,0,1292,0,0,0,700,3370.0,1999.0,0,0,0,0,0,527,0
0a3d6d2b,5,0,1,4,0,0,5,0,0,0,3,29.0,1.0,0,0,0,0,0,4,0
0a3f6cde,1153,20,175,494,509,78,1153,70,35,35,693,5597.0,2767.0,114,59,45,63,40,713,155
0b4f388a,654,6,50,312,304,89,653,76,41,35,463,2590.0,1095.0,35,33,18,73,47,496,120
0c61c77c,885,11,105,405,389,64,885,65,46,19,543,3954.0,1754.0,68,46,23,68,46,629,166
0cc5f4a5,50,0,2,25,24,3,50,8,4,4,32,231.0,146.0,7,4,2,6,3,37,11
0d55d942,1056,897,1052,4,0,0,1056,0,0,0,576,3057.0,1655.0,0,0,0,2,0,496,0
