id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
00242715,1865,185,835,843,202,23,1863,13,11,2,865,4062.0,2330.0,27,20,1,21,12,959,14
00242b75,806,31,187,396,231,37,806,13,5,8,378,1542.0,636.0,15,13,1,41,13,410,53
00672803,83,5,34,33,17,2,83,1,1,0,38,231.0,92.0,3,2,1,1,1,45,3
00963611,2308,274,1069,1108,157,44,2308,33,18,15,1184,5967.0,3246.0,33,21,3,24,10,1302,18
009a4f60,825,45,247,353,240,19,825,31,19,12,403,2027.0,908.0,30,22,2,18,16,385,50
0174ba21,691,10,79,331,295,33,691,58,28,30,418,2506.0,954.0,32,34,9,58,36,480,83
01834aa0,1419,205,849,545,31,26,1419,4,2,2,818,2979.0,1077.0,0,1,1,5,3,906,5
037130ca,211,11,50,137,25,2,211,1,0,1,128,505.0,214.0,4,1,0,0,3,146,3
042e8a49,924,11,73,317,547,110,924,85,48,37,611,4030.0,2080.0,83,40,41,51,29,742,233
048a1cbc,1724,44,419,866,452,29,1723,49,26,23,1016,4823.0,2717.0,61,52,7,30,13,1205,95
049751d7,125,3,25,65,37,5,125,5,4,1,65,328.0,150.0,4,3,0,5,1,76,8
054849d2,1466,87,469,633,383,35,1466,30,12,18,668,3873.0,1875.0,59,37,13,35,20,739,102
056d2d95,1388,87,395,632,387,29,1388,26,19,7,557,3372.0,1519.0,42,34,6,29,12,606,70
05ba9d7c,499,10,99,212,197,25,499,43,22,21,286,1857.0,807.0,27,21,7,43,15,307,88
05d548d8,1711,169,834,841,47,15,1711,8,6,2,1043,5154.0,2909.0,18,11,0,12,2,1165,4
05e2d5ea,12,0,1,2,9,4,12,4,1,3,7,96.0,3.0,0,1,1,2,0,8,3
05f99a4a,986,21,79,436,493,160,985,79,40,39,619,3444.0,1599.0,65,37,34,117,62,717,200
061e8e23,435,9,42,228,173,20,435,26,14,12,240,1005.0,419.0,11,11,3,20,16,284,65
07c7eb0c,1590,85,505,907,200,39,1590,28,19,9,642,2904.0,1079.0,14,8,3,32,16,728,25
07d3bfec,6,1,1,1,4,0,6,0,0,0,5,21.0,7.0,0,0,0,0,1,5,1
080440a4,1678,177,878,761,46,21,1678,8,3,5,881,4473.0,1669.0,5,6,1,21,4,878,4
08593525,934,58,274,508,156,21,934,18,8,10,485,1804.0,642.0,8,11,2,17,5,534,23
088ca1bd,390,17,109,173,111,9,390,8,5,3,143,697.0,382.0,9,4,1,7,2,208,31
091c86e2,180,6,26,92,64,8,180,10,5,5,123,670.0,340.0,11,8,2,15,6,143,22
0a3d6d2b,1151,110,544,563,46,17,1151,4,4,0,691,3410.0,1504.0,12,11,0,8,2,762,7
0a3f6cde,430,4,40,150,246,46,430,32,13,19,237,1673.0,772.0,35,16,13,51,18,273,85
0a89e877,834,27,180,407,255,38,834,17,10,7,415,1916.0,949.0,24,17,4,14,13,551,87
0b104510,1492,101,484,684,337,23,1492,35,19,16,640,3165.0,1555.0,33,19,5,27,10,656,49
0b4f388a,833,15,36,428,378,102,833,76,42,34,514,2762.0,1110.0,38,35,19,90,60,665,158
0c61c77c,487,3,85,223,191,34,486,51,30,21,330,2324.0,1151.0,43,27,17,37,21,347,87
0c7a48f8,1446,138,572,766,114,13,1446,29,15,14,850,4872.0,2815.0,43,20,1,26,13,875,34
0cc5f4a5,623,8,54,286,289,95,623,39,22,17,372,2050.0,899.0,32,28,13,76,27,471,130
0cddeaa7,295,4,51,164,84,5,295,6,4,2,181,1041.0,407.0,8,7,0,5,1,204,17
0cf778df,900,16,109,412,402,41,900,65,40,25,521,3376.0,1684.0,61,41,11,42,23,581,102
0d55d942,903,796,901,2,0,0,903,0,0,0,458,2357.0,1347.0,0,0,0,0,0,379,0
0d8a37c2,47,41,47,0,0,0,47,0,0,0,29,160.0,113.0,0,0,0,0,0,28,0
0da32a38,32,2,12,15,5,0,32,0,0,0,19,69.0,30.0,1,1,0,0,0,20,2
