id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
00242b75,556,33,137,269,158,37,556,6,3,2,221,893.0,350.0,10,9,2,25,8,240,29
00963611,1349,157,641,612,120,34,1349,27,11,11,686,3554.0,1808.0,20,20,2,26,4,770,10
009a4f60,1069,48,311,440,334,16,1069,55,22,24,509,2757.0,1278.0,40,29,5,20,24,542,53
00f518d8,83,0,14,47,23,3,83,8,2,5,37,224.0,129.0,4,3,2,4,3,41,12
0118c54c,891,59,310,438,153,13,891,10,3,6,441,2064.0,996.0,12,6,1,7,5,448,28
01834aa0,877,120,465,387,28,6,877,2,0,2,517,2291.0,1185.0,3,3,0,2,1,565,5
042e8a49,640,6,40,208,401,56,640,56,24,23,464,2896.0,1598.0,61,32,24,26,15,513,193
048a1cbc,1259,35,286,641,345,38,1259,26,16,10,701,3338.0,1872.0,43,21,12,22,12,798,85
049751d7,336,12,80,159,108,13,336,29,7,14,169,963.0,404.0,14,11,4,19,12,180,17
054849d2,700,54,226,293,187,21,700,24,8,14,264,1505.0,778.0,17,7,3,19,8,283,40
056d2d95,942,56,265,381,301,20,942,12,5,5,361,1940.0,889.0,28,7,7,9,8,423,69
05ba9d7c,98,1,15,38,47,5,98,9,3,6,56,328.0,125.0,5,4,3,3,3,60,16
05d548d8,1153,104,542,572,44,15,1153,5,4,1,718,3543.0,2045.0,11,6,0,2,5,776,5
05e2d5ea,78,1,3,25,51,9,78,12,5,7,54,320.0,84.0,1,0,3,13,6,61,20
05f99a4a,180,2,19,65,99,37,179,20,11,8,128,642.0,257.0,9,7,6,17,9,139,46
061e8e23,80,0,10,30,41,4,80,4,1,3,51,204.0,57.0,4,2,2,3,2,53,10
07c7eb0c,904,50,242,520,155,21,904,12,5,6,288,1259.0,481.0,11,10,1,16,8,408,32
07d3bfec,140,0,20,65,59,6,140,8,0,6,79,356.0,166.0,7,10,1,8,5,81,9
08593525,23,1,5,15,3,0,23,1,1,0,9,39.0,13.0,0,0,0,0,0,13,1
091c86e2,470,22,79,267,128,25,470,16,7,4,249,916.0,456.0,6,10,1,25,6,300,34
099e666f,1098,52,364,548,200,11,1098,14,8,3,520,2355.0,1178.0,23,19,4,19,5,546,44
0a084b35,183,9,52,75,60,4,183,5,2,3,80,364.0,176.0,4,0,1,1,1,86,12
0a16eb36,301,14,75,107,124,21,301,22,10,12,162,1433.0,660.0,21,10,8,25,10,149,37
0a1cb833,891,786,887,4,0,0,891,1,0,1,460,2641.0,1418.0,0,2,2,1,0,370,0
0a3f6cde,508,1,36,154,325,37,508,40,15,22,286,1721.0,670.0,29,24,10,55,24,294,134
0a89e877,1257,44,360,599,308,33,1257,21,11,9,691,3213.0,1341.0,28,24,3,20,12,763,103
0b45a8d7,1,0,0,1,0,0,1,0,0,0,1,2.0,0.0,0,0,0,1,0,1,0
0c61c77c,683,14,77,285,337,74,679,88,37,45,440,3631.0,1756.0,67,39,33,52,32,474,131
0c7a48f8,1363,118,582,676,112,22,1363,20,10,9,721,3856.0,2333.0,32,21,4,12,6,895,19
0cc5f4a5,306,4,17,127,164,34,306,25,9,8,182,1009.0,301.0,15,6,5,38,10,244,67
0cf778df,681,12,93,273,332,47,680,71,35,31,400,3182.0,1641.0,64,46,21,23,21,437,89
0d55d942,687,570,683,3,1,1,687,0,0,0,364,1705.0,884.0,0,0,0,0,0,322,0
0d8a37c2,231,191,231,0,0,0,231,0,0,0,115,522.0,380.0,0,0,0,0,0,126,0
0e0102eb,502,8,59,199,256,57,502,71,25,40,328,1879.0,741.0,22,18,14,48,34,380,102
0e6bc38c,377,6,18,157,203,64,376,26,17,6,244,903.0,238.0,8,4,4,31,15,295,73
0f59a7bf,767,21,122,418,244,39,767,37,18,15,359,1971.0,1027.0,28,18,7,30,9,421,44
0fbecd11,1000,40,202,635,171,20,1000,10,2,7,439,1709.0,682.0,7,7,1,9,3,526,25
1025db8e,1256,164,718,482,69,14,1256,13,9,4,617,3294.0,1894.0,15,9,0,16,6,635,4
10549b49,215,6,23,111,86,35,215,6,3,3,101,420.0,190.0,6,4,6,16,8,161,37
10745192,204,3,26,62,122,31,204,41,13,24,153,1176.0,570.0,18,11,13,18,6,165,30
1238a3f9,172,11,22,79,73,21,171,5,1,4,74,374.0,217.0,6,5,2,9,6,134,31
13203c45,169,5,40,61,69,3,169,8,0,6,77,447.0,168.0,4,5,0,6,4,85,15
13d23b29,21,0,8,12,1,1,21,0,0,0,14,97.0,56.0,1,0,0,0,0,17,0
13ddc856,285,2,26,116,146,28,285,14,3,8,179,1060.0,412.0,14,8,5,26,21,208,60
13fe7b69,75,0,9,22,46,12,75,19,4,13,50,372.0,66.0,2,6,1,9,5,49,12
14a7af33,795,44,219,499,83,5,795,16,10,6,363,1666.0,785.0,13,9,1,14,7,411,11
15413fa5,973,32,237,643,96,6,973,11,5,5,524,1964.0,758.0,5,10,0,13,19,614,19
15b287da,1055,16,167,651,247,38,1053,30,12,16,601,2904.0,1303.0,30,18,8,20,19,707,62
15f24fe7,85,0,4,44,37,18,85,1,0,1,31,71.0,14.0,0,0,0,5,3,66,13
15f3ec41,280,6,30,139,117,10,280,26,13,10,184,1531.0,866.0,29,22,6,6,13,234,42
17376543,998,769,991,9,0,0,998,0,0,0,593,3434.0,2005.0,0,0,0,2,0,441,0
1866b0f1,9,0,2,3,5,0,9,1,1,0,7,60.0,53.0,2,1,0,1,1,8,2
19a967ab,688,29,221,306,181,28,688,51,17,29,317,2238.0,1307.0,37,21,10,28,7,332,45
1ae836b1,798,49,239,431,138,5,798,13,3,7,377,1941.0,1087.0,12,10,0,30,11,394,16
1c86aa16,13,0,2,8,3,1,13,0,0,0,7,27.0,2.0,0,0,1,1,0,11,0
1cbe4984,1224,73,423,551,262,18,1224,34,14,18,592,3287.0,1908.0,32,21,1,18,6,641,61
1d8e9add,1169,164,634,527,12,0,1169,1,1,0,745,4741.0,3009.0,13,1,0,8,2,758,1
