id,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Tkld,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
2590ddf7,4,0,0,1,4,0,4,1,1,0,3,55,8,0,2,0,1,0,2,0
565bf0da,839,94,370,434,47,8,839,7,6,1,418,2652,1566,20,14,0,5,2,442,7
1c08a3c8,461,24,112,294,58,1,461,5,3,2,193,944,422,6,4,1,4,8,266,9
2b09d998,641,16,87,443,119,6,641,19,14,5,292,1928,1164,19,19,0,18,6,405,12
54507986,46,0,6,18,22,1,46,1,0,1,14,49,28,0,0,0,1,0,17,3
89ac64a6,2068,143,758,1249,68,17,2068,12,8,4,1445,8650,5018,24,13,1,9,6,1592,11
debc2f28,230,0,23,116,93,15,230,14,7,7,137,728,356,14,8,4,16,11,157,40
6ec6fde0,345,37,142,197,9,0,345,1,1,0,187,841,452,4,2,0,4,3,198,0
6ec6fde0,208,12,82,119,9,0,208,2,2,0,126,696,392,2,3,0,2,2,132,0
05439de2,2385,46,464,1199,743,62,2385,39,29,10,1302,6461,3325,87,63,11,26,19,1651,240
834d0be5,572,14,62,238,274,80,572,15,5,10,284,1102,347,12,5,7,41,24,460,86
d459281d,1154,54,337,541,288,15,1154,25,7,18,522,2613,1244,34,24,5,27,18,644,75
a7a9d95a,396,6,17,171,210,68,395,8,6,2,195,709,289,12,9,9,19,13,287,70
77e84962,2830,39,488,1865,505,29,2830,67,57,10,1698,8863,4874,49,60,4,21,28,2094,56
b15e93aa,81,1,13,51,21,1,81,1,1,0,35,242,116,4,4,1,3,1,47,3
d73a07e2,5,1,1,2,2,1,5,0,0,0,1,1,0,0,0,0,0,0,2,0
555d5edd,469,7,64,257,155,18,469,27,20,7,271,1802,853,22,20,6,11,13,331,36
5e66fa06,2154,263,1062,1029,86,30,2154,26,17,9,1165,7513,4224,35,20,3,22,15,1227,17
c311243f,654,20,135,411,112,8,654,6,5,1,303,1388,605,12,6,1,6,7,416,13
