id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
f586779e,Tammy Abraham,eng ENG,FW,eng Chelsea,21,1997,8,566,71,78.6,6.3,7,77,3,1,30,0,1.38,10,11,-1,-0.16,+1.59,14.0,8.0,+6.0,+0.96,+1.71,Matches
2b09d998,Tyler Adams,us USA,"MF,DF",de RB Leipzig,20,1999,3,82,27,9.1,0.9,0,,0,3,27,0,2.00,2,0,+2,+2.20,+1.98,1.3,0.8,+0.5,+0.55,+0.06,Matches
65d62814,Antonio Adán,es ESP,GK,es Atlético Madrid,32,1987,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
ee926a02,Arijan Ademi,mk MKD,"MF,DF",hr Dinamo Zagreb,28,1991,6,517,86,95.7,5.7,6,86,5,0,,0,1.58,10,12,-2,-0.35,+3.56,7.4,15.6,-8.2,-1.43,+0.71,Matches
f76e6b4e,Adrián,es ESP,GK,eng Liverpool,32,1987,3,300,100,40.0,3.3,3,100,3,0,,5,1.00,6,8,-2,-0.60,-1.60,6.7,4.4,+2.3,+0.76,-0.20,Matches
4d034881,Sergio Agüero,ar ARG,FW,eng Manchester City,31,1988,3,196,65,24.2,2.2,2,89,1,1,18,2,2.33,6,1,+5,+2.30,+1.27,7.4,2.0,+5.4,+2.48,+0.76,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,de Dortmund,24,1995,6,523,87,72.6,5.8,6,87,5,0,,2,1.67,8,7,+1,+0.17,+1.09,12.5,9.1,+3.3,+0.58,+1.48,Matches
1453e3cf,Yunus Akgün,tr TUR,MF,tr Galatasaray,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
06efa9dc,Sergio Akieme,es ESP,DF,es Barcelona,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
05439de2,David Alaba,at AUT,DF,de Bayern Munich,27,1992,8,675,84,68.2,7.5,8,84,7,0,,0,3.00,26,6,+20,+2.67,-1.62,22.6,7.6,+15.0,+2.00,-0.95,Matches
834d0be5,Lucas Alario,ar ARG,FW,de Leverkusen,26,1992,5,214,43,39.6,2.4,2,74,0,3,22,1,0.60,0,3,-3,-1.26,-0.99,3.3,1.5,+1.7,+0.73,+1.22,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,30,1989,5,354,71,43.7,3.9,5,71,3,0,,0,1.60,7,10,-3,-0.76,-1.55,5.7,10.0,-4.3,-1.08,-1.23,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,de Dortmund,25,1993,2,113,57,15.7,1.3,1,86,0,1,27,1,2.00,2,0,+2,+1.59,+2.04,4.8,0.5,+4.3,+3.40,+3.83,Matches
77e84962,Thiago Alcántara,es ESP,MF,de Bayern Munich,28,1991,10,819,82,82.7,9.1,9,86,5,1,45,1,3.00,38,8,+30,+3.30,+0.67,31.1,9.6,+21.5,+2.36,+0.34,Matches
f7d50789,Toby Alderweireld,be BEL,DF,eng Tottenham,30,1989,6,540,90,75.0,6.0,6,90,6,0,,1,0.67,9,18,-9,-1.50,-6.00,8.3,10.1,-1.8,-0.30,-2.87,Matches
6c811eb7,Carles Aleñá,es ESP,MF,es Barcelona,21,1998,1,90,90,11.1,1.0,1,90,1,0,,1,3.00,2,1,+1,+1.00,+1.00,1.5,1.7,-0.2,-0.23,+0.18,Matches
