id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
1339039e,Liel Abada,il ISR,"FW,MF",sct Celtic,21-204,2001,5,217,43,40.2,2.4,4,53,0,1,5,0,0.40,1,5,-4,-1.66,+0.29,4.0,5.3,-1.2,-0.52,-0.38,Matches
8f5cdf66,Oliver Abildgaard,dk DEN,MF,sct Celtic,26-319,1996,2,63,32,11.7,0.7,0,,0,2,32,3,0.00,2,2,0,0.00,+2.08,0.6,2.3,-1.7,-2.45,-2.45,Matches
f417a1fa,Mohammad Abu Fani,il ISR,MF,il Maccabi Haifa,24-363,1998,6,400,67,74.1,4.4,4,80,2,2,40,0,1.18,4,19,-15,-3.38,-4.02,4.3,7.7,-3.3,-0.75,-0.72,Matches
b96b595c,Francesco Acerbi,it ITA,DF,it Inter,35-074,1988,9,651,72,72.3,7.2,7,90,7,2,11,1,2.00,13,6,+7,+0.97,+1.33,11.5,7.8,+3.6,+0.50,+1.59,Matches
81442ecb,Marcos Acuña,ar ARG,"DF,MF",es Sevilla,31-179,1991,4,219,55,40.6,2.4,3,68,1,1,14,1,1.00,4,5,-1,-0.41,+0.99,1.9,5.1,-3.3,-1.35,-0.92,Matches
82e12fe7,Chikwubuike Adamu,at AUT,FW,at RB Salzburg,21-323,2001,6,204,34,37.8,2.3,2,71,0,4,16,0,1.00,2,5,-3,-1.32,-1.06,3.9,3.6,+0.3,+0.12,-0.17,Matches
65d62814,Antonio Adán,es ESP,GK,pt Sporting CP,35-347,1987,5,382,76,70.7,4.2,5,76,4,0,,0,1.40,8,5,+3,+0.71,+2.99,3.4,5.4,-2.0,-0.47,+1.84,Matches
ee926a02,Arijan Ademi,mk MKD,MF,hr Dinamo Zagreb,31-331,1991,6,471,79,87.2,5.2,6,79,2,0,,0,1.42,4,9,-5,-0.96,+1.65,3.4,8.7,-5.3,-1.02,+2.94,Matches
501055d8,Karim Adeyemi,de GER,"FW,MF",de Dortmund,21-097,2002,6,376,63,52.2,4.2,5,75,1,1,3,0,1.50,6,3,+3,+0.72,+0.46,6.2,7.2,-1.0,-0.24,-0.26,Matches
dcfb17f4,Amine Adli,fr FRA,"FW,MF",de Leverkusen,22-350,2000,4,121,30,22.4,1.3,1,56,0,3,22,0,0.50,0,3,-3,-2.23,-2.02,2.5,3.5,-1.0,-0.72,-1.26,Matches
f76e6b4e,Adrián,es ESP,GK,eng Liverpool,36-112,1987,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,eng Manchester City,27-280,1995,8,675,84,75.0,7.5,7,90,7,1,45,1,2.00,18,3,+15,+2.00,-0.80,15.7,6.0,+9.7,+1.29,-0.62,Matches
eaeca114,Nathan Aké,nl NED,DF,eng Manchester City,28-066,1995,7,518,74,57.6,5.8,6,86,5,1,3,3,1.86,14,2,+12,+2.08,-0.27,10.7,5.0,+5.7,+0.99,-1.08,Matches
b8bd60fe,Ilias Akhomach,es ESP,FW,es Barcelona,19-009,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
05439de2,David Alaba,at AUT,DF,es Real Madrid,30-305,1992,9,531,59,59.0,5.9,7,69,3,2,23,0,2.44,15,4,+11,+1.86,+0.40,14.1,9.2,+5.0,+0.84,-0.04,Matches
834d0be5,Lucas Alario,ar ARG,"FW,MF",de Eint Frankfurt,30-199,1992,2,20,10,2.8,0.2,0,,0,2,10,6,1.50,0,1,-1,-4.50,-3.86,0.4,0.4,0.0,+0.12,+0.76,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,34-035,1989,2,146,73,27.0,1.6,2,73,1,0,,4,3.00,8,2,+6,+3.70,+5.07,4.1,2.5,+1.6,+1.01,+1.25,Matches
77e84962,Thiago Alcántara,es ESP,MF,eng Liverpool,32-014,1991,5,306,61,42.5,3.4,3,85,0,2,26,0,2.40,9,1,+8,+2.35,+2.57,7.6,1.3,+6.2,+1.82,+2.29,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,eng Liverpool,24-200,1998,7,625,89,86.8,6.9,7,89,5,0,,0,1.71,11,11,0,0.00,-6.63,11.5,10.1,+1.4,+0.20,-2.32,Matches
4288f249,Sotiris Alexandropoulos,gr GRE,MF,pt Sporting CP,21-150,2001,3,121,40,22.4,1.3,0,,0,3,40,3,1.00,2,1,+1,+0.74,+1.17,0.6,2.5,-1.9,-1.41,-0.52,Matches
00f518d8,Faride Alidou,de GER,"DF,FW",de Eint Frankfurt,21-281,2001,5,73,15,10.1,0.8,0,,0,5,15,3,1.20,1,1,0,0.00,+0.83,0.8,2.0,-1.2,-1.47,-0.95,Matches
7a2e46a8,Alisson,br BRA,GK,eng Liverpool,30-205,1992,8,720,90,100.0,8.0,8,90,8,0,,0,1.88,19,12,+7,+0.87,,14.7,10.6,+4.1,+0.51,,Matches
ee13674a,Connor Allan,sct SCO,MF,sct Rangers,19-105,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
f4290206,Marcos Alonso,es ESP,DF,es Barcelona,32-118,1990,5,403,81,74.6,4.5,5,81,3,0,,0,0.80,5,10,-5,-1.12,-4.40,7.1,7.5,-0.4,-0.10,-0.78,Matches
8ce30c57,Éder Álvarez Balanta,co COL,"MF,FW",be Club Brugge,30-056,1993,4,50,13,6.9,0.6,0,,0,4,13,1,1.75,0,0,0,0.00,+0.40,0.5,1.8,-1.3,-2.37,-1.34,Matches
629081bd,Carlos Álvarez,es ESP,FW,es Sevilla,19-262,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
8b3ab7ad,Edson Álvarez,mx MEX,MF,nl Ajax,25-183,1997,6,531,89,98.3,5.9,6,89,4,0,,0,1.00,11,16,-5,-0.85,-0.85,8.3,12.2,-3.8,-0.65,-0.10,Matches
15ab5a2b,Julián Álvarez,ar ARG,FW,eng Manchester City,23-084,2000,9,472,52,52.4,5.2,4,90,4,5,22,1,2.33,14,1,+13,+2.48,+0.59,11.6,3.0,+8.6,+1.63,+0.39,Matches
555d5edd,Nadiem Amiri,de GER,"MF,FW",de Leverkusen,26-180,1996,5,123,25,22.8,1.4,1,90,1,4,8,1,1.00,2,3,-1,-0.73,-0.08,1.7,3.4,-1.7,-1.24,-1.94,Matches
e0b113a7,Robert Andrich,de GER,MF,de Leverkusen,28-215,1994,5,407,81,75.4,4.5,5,81,3,0,,0,1.00,4,4,0,0.00,+2.71,6.5,4.7,+1.8,+0.39,+0.56,Matches
df525574,Peter Ankersen,dk DEN,DF,dk FC Copenhagen,32-215,1990,1,25,25,4.6,0.3,0,,0,1,25,3,1.50,0,1,-1,-3.60,-1.85,0.4,1.1,-0.7,-2.47,-1.48,Matches
a2ea941d,Ofri Arad,il ISR,"DF,MF",il Maccabi Haifa,24-226,1998,2,22,11,4.1,0.2,0,,0,2,11,4,0.75,0,3,-3,-12.27,-10.36,0.2,0.7,-0.6,-2.43,-1.94,Matches
56413b1f,Charles Aránguiz,cl CHI,MF,de Leverkusen,34-008,1989,4,215,54,39.8,2.4,3,71,1,1,2,0,0.75,0,5,-5,-2.09,-2.37,4.3,2.4,+1.9,+0.79,+0.90,Matches
353eb529,Henrique Araújo,pt POR,FW,pt Benfica,21-096,2002,1,9,9,1.0,0.1,0,,0,1,9,4,3.00,2,0,+2,+20.00,+18.89,0.4,0.0,+0.4,+4.17,+3.38,Matches
2bef2bca,Ronald Araújo,uy URU,DF,es Barcelona,24-049,1999,1,90,90,16.7,1.0,1,90,1,0,,1,0.00,0,2,-2,-2.00,-2.40,2.0,1.7,+0.3,+0.32,+0.26,Matches
b1313ec4,Scott Arfield,ca CAN,MF,sct Rangers,34-175,1988,4,267,67,49.4,3.0,3,81,1,1,24,2,1.00,1,11,-10,-3.37,-0.07,2.2,6.1,-3.9,-1.31,+0.51,Matches
e2ae54db,Hákon Arnar Haraldsson,is ISL,FW,dk FC Copenhagen,20-015,2003,6,298,50,55.2,3.3,3,73,1,3,26,0,0.88,1,4,-3,-0.91,+2.07,3.2,4.8,-1.7,-0.51,+1.24,Matches
1e465e70,Sergio Arribas,es ESP,MF,es Real Madrid,21-207,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
