id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
2590ddf7,Issah Abbas,gh GHA,"DF,FW",Mainz 05,21,1998,2,18,9,0.6,0.2,0,,0,2,9,5,0.00,0,0,0,0.00,+0.50,0.9,0.0,+0.9,+4.36,+4.45,Matches
565bf0da,David Abraham,ar ARG,DF,Eint Frankfurt,34,1986,14,1222,87,39.9,13.6,14,87,12,0,,0,1.64,25,17,+8,+0.59,+0.20,24.9,15.8,+9.1,+0.67,+0.55,Matches
1c08a3c8,Amir Abrashi,al ALB,"MF,DF",Freiburg,30,1990,5,60,12,2.0,0.7,0,,0,5,12,7,2.40,1,1,0,0.00,0.00,1.0,1.3,-0.3,-0.44,-0.24,Matches
dc38e3bc,Ragnar Ache,de GER,"FW,DF",Eint Frankfurt,22,1998,7,100,14,3.3,1.1,0,,0,7,14,3,2.29,4,1,+3,+2.70,+2.30,1.9,2.2,-0.2,-0.22,-0.58,Matches
2b09d998,Tyler Adams,us USA,"MF,DF",RB Leipzig,21,1999,27,1850,69,60.5,20.6,21,83,13,6,20,1,2.11,35,19,+16,+0.78,-0.11,37.0,18.7,+18.2,+0.89,-0.36,Matches
22919e97,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,27,1993,18,479,27,15.7,5.3,3,77,1,15,16,6,1.50,13,6,+7,+1.32,+1.63,11.1,10.4,+0.7,+0.13,+0.20,Matches
cb6d81b3,Felix Agu,de GER,DF,Werder Bremen,20,1999,15,701,47,22.9,7.8,8,76,5,7,13,16,1.00,12,15,-3,-0.39,+0.30,8.7,14.8,-6.1,-0.78,-0.24,Matches
a6c58494,Naouirou Ahamada,fr FRA,MF,Stuttgart,18,2002,6,252,42,8.2,2.8,3,43,0,3,41,6,0.50,3,12,-9,-3.21,-3.53,4.9,7.0,-2.1,-0.75,-0.79,Matches
c886f391,Sören Ahlers,de GER,GK,Schalke 04,22,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
54507986,Antonis Aidonis,de GER,DF,Stuttgart,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,Dortmund,25,1995,28,2350,84,76.8,26.1,26,89,23,2,25,0,1.82,60,37,+23,+0.88,+0.12,53.4,30.9,+22.5,+0.86,+0.59,Matches
6ec6fde0,Kevin Akpoguma,ng NGA,DF,Hoffenheim,25,1995,16,1184,74,38.7,13.2,14,83,10,2,14,2,1.06,21,22,-1,-0.08,-0.03,20.0,22.7,-2.7,-0.20,-0.27,Matches
05439de2,David Alaba,at AUT,"DF,MF",Bayern Munich,28,1992,32,2675,84,87.4,29.7,30,88,27,2,23,0,2.25,82,43,+39,+1.31,-2.43,62.7,37.5,+25.2,+0.85,-1.62,Matches
834d0be5,Lucas Alario,ar ARG,FW,Leverkusen,27,1992,25,1245,50,40.7,13.8,12,75,3,13,27,4,1.56,21,15,+6,+0.43,+0.04,17.6,15.3,+2.4,+0.17,-0.06,Matches
0f2f73bc,Julian Albrecht,de GER,MF,Hertha BSC,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
bb08bce9,Omar Alderete,py PAR,DF,Hertha BSC,23,1996,17,1299,76,42.5,14.4,14,89,13,3,18,12,1.18,17,19,-2,-0.14,+0.32,18.7,17.9,+0.8,+0.06,+0.38,Matches
d73a07e2,Alfons Amade,de GER,"DF,MF",Hoffenheim,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
555d5edd,Nadiem Amiri,de GER,MF,Leverkusen,23,1996,29,1890,65,61.8,21.0,20,85,14,9,21,0,1.62,39,24,+15,+0.71,+0.79,27.6,23.7,+3.9,+0.19,-0.06,Matches
b4cf5806,Sebastian Andersson,se SWE,FW,Köln,29,1991,16,1126,70,36.8,12.5,14,79,4,2,10,1,0.69,14,23,-9,-0.72,+0.07,19.2,18.4,+0.8,+0.07,+0.71,Matches
e0b113a7,Robert Andrich,de GER,MF,Union Berlin,25,1994,29,2526,87,82.5,28.1,29,87,26,0,,0,1.45,43,32,+11,+0.39,+1.07,42.0,33.4,+8.6,+0.31,+1.07,Matches
30941e96,Angeliño,es ESP,"DF,FW",RB Leipzig,23,1997,26,2161,83,70.6,24.0,24,87,18,2,38,2,1.88,43,20,+23,+0.96,+0.46,46.2,19.6,+26.5,+1.11,+0.26,Matches
5e66fa06,Waldemar Anton,de GER,DF,Stuttgart,24,1996,31,2711,87,88.6,30.1,30,90,29,1,18,1,1.29,50,52,-2,-0.07,-0.84,45.8,45.2,+0.7,+0.02,+0.40,Matches
56413b1f,Charles Aránguiz,cl CHI,MF,Leverkusen,31,1989,21,1669,79,54.5,18.5,20,82,13,1,21,2,1.19,20,24,-4,-0.22,-1.38,24.9,23.3,+1.6,+0.08,-0.28,Matches
fdd60087,Santiago Arias,co COL,DF,Leverkusen,28,1992,1,90,90,2.9,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,-0.42,1.5,0.8,+0.7,+0.69,+0.49,Matches
