id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
65d62814,Antonio Adán,es ESP,GK,Atlético Madrid,32,1987,1,25,25,0.7,0.3,0,,0,1,25,37,0.00,0,0,0,0.00,-0.64,0.7,0.1,+0.6,+2.27,+1.64,Matches
293211e1,Aritz Aduriz,es ESP,"FW,MF",Athletic Club,38,1981,14,208,15,6.1,2.3,0,,0,14,15,3,1.29,3,2,+1,+0.43,+0.38,3.6,3.1,+0.4,+0.19,+0.40,Matches
073b1b37,Lumor Agbenyenu,gh GHA,DF,Mallorca,22,1996,23,1805,78,52.8,20.1,20,83,14,3,49,3,1.04,24,33,-9,-0.45,+0.44,22.7,29.7,-7.1,-0.35,+0.50,Matches
355c883a,Martin Agirregabiria,es ESP,DF,Alavés,23,1996,31,2099,68,61.4,23.3,23,84,16,8,22,5,1.00,20,38,-18,-0.77,-0.29,22.7,36.4,-13.8,-0.59,-0.27,Matches
18abe173,Joseph Aidoo,gh GHA,DF,Celta Vigo,23,1995,32,2502,78,73.2,27.8,27,89,25,5,20,5,0.97,24,34,-10,-0.36,-0.16,28.5,31.9,-3.4,-0.12,+0.15,Matches
06efa9dc,Sergio Akieme,es ESP,DF,Barcelona,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,30,1989,27,2187,81,63.9,24.3,25,86,21,2,23,2,2.04,53,23,+30,+1.23,-0.08,41.8,23.3,+18.5,+0.76,+0.06,Matches
4bd414c1,Raúl Albiol,es ESP,DF,Villarreal,33,1985,36,3237,90,94.6,36.0,36,90,35,0,,1,1.67,61,44,+17,+0.47,+1.95,60.9,42.7,+18.1,+0.50,+0.92,Matches
a7a9d95a,Paco Alcácer,es ESP,FW,Villarreal,25,1993,13,924,71,27.0,10.3,11,77,3,2,36,1,1.77,14,13,+1,+0.10,-0.37,14.8,11.0,+3.8,+0.37,-0.12,Matches
036bba5f,Rubén Alcaraz,es ESP,MF,Valladolid,28,1991,27,1927,71,56.3,21.4,20,85,16,7,33,3,1.15,17,25,-8,-0.37,-0.19,19.7,30.1,-10.5,-0.49,-0.04,Matches
46166b49,Álex Alegría,es ESP,FW,Mallorca,26,1992,6,109,18,3.2,1.2,0,,0,6,18,1,0.67,2,2,0,0.00,+0.68,1.4,2.5,-1.1,-0.91,-0.33,Matches
6c811eb7,Carles Aleñá,es ESP,MF,Barcelona,21,1998,4,172,43,5.0,1.9,2,68,1,2,19,6,1.75,5,1,+4,+2.09,+0.87,2.8,0.8,+2.0,+1.03,+0.31,Matches
6c811eb7,Carles Aleñá,es ESP,"MF,FW",Betis,21,1998,17,735,43,21.5,8.2,7,75,3,10,21,3,0.88,10,12,-2,-0.24,+0.09,9.8,11.9,-2.1,-0.26,-0.21,Matches
9af88279,Diego Alende,es ESP,DF,Valladolid,21,1997,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
3e1858af,Alexander,ar ARG,MF,Leganés,30,1988,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
7e28d6f7,José Alonso Lara,es ESP,MF,Sevilla,19,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
e4cbb095,Altube,es ESP,GK,Real Madrid,19,2000,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
88d91621,Sergio Álvarez,es ESP,"MF,DF",Eibar,27,1992,18,1147,64,33.5,12.7,14,78,8,4,15,9,1.28,14,20,-6,-0.47,-0.04,13.7,18.5,-4.8,-0.37,-0.13,Matches
8875b8c9,Sergio Álvarez,es ESP,GK,Celta Vigo,32,1986,2,180,90,5.3,2.0,2,90,2,0,,18,1.25,5,4,+1,+0.50,+0.86,3.0,1.6,+1.4,+0.72,+0.93,Matches
3ecc11d8,Yeray Álvarez,es ESP,DF,Athletic Club,24,1995,32,2810,88,82.2,31.2,32,88,31,0,,4,1.38,36,27,+9,+0.29,+1.17,35.4,38.4,-3.0,-0.10,+0.54,Matches
9260926b,Ibrahim Amadou,fr FRA,MF,Leganés,26,1993,10,770,77,22.5,8.6,9,82,5,1,28,5,1.50,6,10,-4,-0.47,+0.11,8.3,8.2,+0.1,+0.01,+0.11,Matches
f3b1d9a2,Amath,sn SEN,MF,Getafe,23,1996,7,66,9,1.9,0.7,0,,0,7,9,11,0.57,0,2,-2,-2.73,-2.94,1.4,2.3,-0.9,-1.25,-1.28,Matches
5d2b36a4,Amores,es ESP,MF,Leganés,22,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
b35db3f6,Miguel Ángel Guerrero,es ESP,FW,Leganés,29,1990,13,790,61,23.1,8.8,9,75,3,4,30,3,1.08,9,11,-2,-0.23,+0.42,10.8,6.3,+4.6,+0.52,+0.77,Matches
3024e383,José Ángel,es ESP,DF,Eibar,29,1989,28,2360,84,69.0,26.2,27,86,24,1,26,4,1.18,26,37,-11,-0.42,+0.09,28.5,35.5,-7.1,-0.27,+0.07,Matches
011d8c56,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,35,1984,13,1170,90,34.2,13.0,13,90,13,0,,22,1.46,18,16,+2,+0.15,-0.09,14.6,13.5,+1.1,+0.09,-0.10,Matches
