id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
65d62814,Antonio Adán,es ESP,GK,Atlético Madrid,31,1987,1,90,90,2.6,1.0,1,90,1,0,,35,2.00,5,4,+1,+1.00,+0.32,1.9,2.7,-0.8,-0.80,-0.96,Matches
5890cef1,Aday,es ESP,"DF,MF",Girona,30,1987,10,645,65,18.9,7.2,8,76,4,2,18,0,1.20,10,10,0,0.00,+0.52,9.4,9.5,-0.1,-0.01,+0.28,Matches
293211e1,Aritz Aduriz,es ESP,FW,Athletic Club,37,1981,20,943,47,27.6,10.5,10,80,4,10,14,3,1.15,6,14,-8,-0.76,-0.91,11.4,13.2,-1.8,-0.17,-0.16,Matches
cacadf4f,Luis Advíncula,pe PER,DF,Rayo Vallecano,28,1990,28,2389,85,69.9,26.5,27,88,24,1,14,6,0.86,33,48,-15,-0.57,+0.66,33.1,41.2,-8.1,-0.30,-0.02,Matches
355c883a,Martin Agirregabiria,es ESP,DF,Alavés,22,1996,27,2032,75,59.4,22.6,23,88,18,4,5,4,1.37,24,30,-6,-0.27,+0.06,24.4,31.6,-7.2,-0.32,-0.01,Matches
18dc8533,Juan Aguilera,es ESP,MF,Huesca,32,1985,6,344,57,10.1,3.8,4,64,1,2,45,20,0.17,1,5,-4,-1.05,-0.52,3.1,4.9,-1.8,-0.47,-0.24,Matches
f2a68b97,Carlos Akapo,gq EQG,DF,Huesca,25,1993,13,1023,79,29.9,11.4,12,84,10,1,21,5,0.62,9,16,-7,-0.62,-0.05,12.5,15.9,-3.4,-0.31,-0.08,Matches
06efa9dc,Sergio Akieme,es ESP,DF,Rayo Vallecano,20,1997,2,180,90,5.3,2.0,2,90,2,0,,11,0.50,3,4,-1,-0.50,+0.28,1.8,2.6,-0.7,-0.36,-0.06,Matches
31f5b89b,Paul Akouokou,ci CIV,MF,Betis,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,29,1989,36,2991,83,87.5,33.2,32,90,32,4,27,0,2.39,86,30,+56,+1.69,+2.10,70.0,38.6,+31.4,+0.94,+1.13,Matches
ba71d071,Pedro Alcalá,es ESP,DF,Girona,29,1989,25,1868,75,54.6,20.8,20,88,18,5,23,10,1.16,21,32,-11,-0.53,-0.24,23.7,28.1,-4.5,-0.21,+0.06,Matches
036bba5f,Rubén Alcaraz,es ESP,MF,Valladolid,27,1991,34,2976,88,87.0,33.1,34,88,31,0,,1,1.18,29,43,-14,-0.42,+0.59,34.7,49.6,-14.9,-0.45,+0.06,Matches
46166b49,Álex Alegría,es ESP,"FW,MF",Rayo Vallecano,25,1992,9,140,16,4.1,1.6,0,,0,9,15,4,0.89,0,6,-6,-3.86,-3.23,1.8,3.3,-1.5,-0.97,-0.70,Matches
3d7e48ce,Iván Alejo,es ESP,MF,Getafe,23,1995,4,146,37,4.3,1.6,2,59,0,2,15,4,1.00,1,0,+1,+0.62,+0.29,1.1,1.2,-0.1,-0.03,-0.11,Matches
6c811eb7,Carles Aleñá,es ESP,MF,Barcelona,20,1998,17,637,37,18.6,7.1,6,78,1,11,15,10,2.06,16,8,+8,+1.13,-0.36,14.3,11.0,+3.3,+0.46,-0.42,Matches
8c9e7571,Alex,es ESP,GK,Atlético Madrid,19,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
3e1858af,Alexander,ar ARG,FW,Leganés,29,1988,1,10,10,0.3,0.1,0,,0,1,9,0,0.00,0,1,-1,-9.00,-8.87,0.0,0.3,-0.3,-2.58,-2.58,Matches
8fcea8a1,Julio Alonso,es ESP,DF,Betis,19,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
b18a3023,Júnior Alonso,py PAR,"DF,MF",Celta Vigo,25,1993,9,536,60,15.7,6.0,6,82,4,3,14,5,1.11,8,8,0,0.00,+0.28,6.2,7.3,-1.1,-0.18,+0.24,Matches
d7752b89,Diego Altamirano,es ESP,FW,Betis,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
88d91621,Sergio Álvarez,es ESP,"DF,MF",Eibar,26,1992,19,1069,56,31.3,11.9,12,84,9,7,9,17,1.37,7,14,-7,-0.59,-0.70,11.0,16.2,-5.2,-0.44,-0.98,Matches
8875b8c9,Sergio Álvarez,es ESP,GK,Celta Vigo,31,1986,13,1170,90,34.2,13.0,13,90,13,0,,25,1.08,23,22,+1,+0.08,+0.48,13.3,19.5,-6.2,-0.48,-0.15,Matches
3ecc11d8,Yeray Álvarez,es ESP,DF,Athletic Club,23,1995,30,2613,87,76.4,29.0,30,87,28,0,,3,1.47,32,30,+2,+0.07,+0.74,32.6,31.9,+0.6,+0.02,+0.35,Matches
9260926b,Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,25,1993,17,762,45,22.3,8.5,7,79,4,10,21,10,1.41,9,14,-5,-0.59,-1.27,13.7,13.0,+0.7,+0.09,-0.61,Matches
d70a2141,Jordi Amat,id IDN,DF,Rayo Vallecano,26,1992,31,2763,89,80.8,30.7,31,89,30,0,,3,0.77,34,60,-26,-0.85,-0.44,38.2,48.0,-9.8,-0.32,-0.11,Matches
f3b1d9a2,Amath,sn SEN,MF,Getafe,22,1996,15,1002,67,29.3,11.1,13,72,2,2,32,0,1.40,13,10,+3,+0.27,-0.10,15.1,10.7,+4.4,+0.40,+0.46,Matches
983ccabe,Jon Ander Serantes,es ESP,GK,Leganés,28,1989,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
d91b8b16,Yhoan Andzouana,cg CGO,"DF,MF",Girona,21,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
3024e383,José Ángel,es ESP,DF,Eibar,28,1989,35,3028,87,88.5,33.6,34,88,27,1,45,1,1.31,40,43,-3,-0.09,+0.14,49.7,41.3,+8.4,+0.25,+0.13,Matches
011d8c56,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,34,1984,11,990,90,28.9,11.0,11,90,11,0,,22,1.00,9,11,-2,-0.18,-0.22,13.7,10.2,+3.6,+0.32,+0.41,Matches
56cafd0a,Miguel Ángel Rubio,es ESP,DF,Getafe,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
dbe519cf,Antoñito,es ESP,"DF,MF",Valladolid,30,1987,30,1863,62,54.5,20.7,18,89,16,12,22,6,1.13,19,36,-17,-0.82,-0.71,24.5,36.8,-12.3,-0.59,-0.30,Matches
3e4f735d,Vitorino Antunes,pt POR,"DF,MF",Getafe,31,1987,28,2181,78,63.8,24.2,25,86,21,3,11,3,1.57,31,21,+10,+0.41,+0.19,27.9,25.6,+2.3,+0.10,+0.08,Matches
c93231dc,Anuar,ma MAR,"MF,FW",Valladolid,23,1995,19,1081,57,31.6,12.0,12,81,5,7,16,12,1.21,7,13,-6,-0.50,0.00,12.9,21.7,-8.8,-0.74,-0.40,Matches
659d1792,Javier Aparicio,es ESP,DF,Valladolid,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
a230ebcc,Emmanuel Apeh,ng NGA,"FW,MF",Celta Vigo,21,1996,2,14,7,0.4,0.2,0,,0,2,6,3,0.00,0,0,0,0.00,+0.24,0.0,0.2,-0.1,-0.80,-0.42,Matches
58afe001,Mauro Arambarri,uy URU,MF,Getafe,22,1995,33,2676,81,78.2,29.7,32,83,20,1,10,2,1.48,32,25,+7,+0.24,-0.49,36.0,32.4,+3.7,+0.12,+0.25,Matches
2b15a82a,Guilherme Arana,br BRA,DF,Sevilla,21,1997,9,629,70,18.4,7.0,8,79,4,1,0,14,1.78,12,8,+4,+0.57,+0.22,11.1,7.6,+3.5,+0.50,-0.07,Matches
27a013f7,Néstor Araujo,mx MEX,DF,Celta Vigo,26,1991,32,2682,84,78.4,29.8,30,89,29,2,7,2,1.03,35,47,-12,-0.40,-0.77,34.5,44.0,-9.5,-0.32,+0.28,Matches
850c0a0d,Anaitz Arbilla,es ESP,DF,Eibar,31,1987,25,1950,78,57.0,21.7,22,88,19,3,5,2,1.24,26,31,-5,-0.23,-0.29,30.8,25.9,+4.9,+0.22,-0.02,Matches
f6d651a5,Markel Areitio,es ESP,GK,Eibar,21,1996,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
fdd60087,Santiago Arias,co COL,DF,Atlético Madrid,26,1992,25,1772,71,51.8,19.7,20,83,16,5,21,6,2.28,30,10,+20,+1.02,+0.69,25.7,19.6,+6.1,+0.31,+0.35,Matches
46e07328,José Arnaiz,es ESP,"MF,FW",Leganés,23,1995,6,113,19,3.3,1.3,0,,0,6,18,5,1.33,4,0,+4,+3.19,+3.46,0.8,1.6,-0.8,-0.62,-0.62,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,Villarreal,29,1989,32,2880,90,84.2,32.0,32,90,32,0,,4,1.03,40,45,-5,-0.16,-0.49,48.0,46.4,+1.6,+0.05,+0.50,Matches
45af8a54,Marco Asensio,es ESP,FW,Real Madrid,22,1996,30,1779,59,52.0,19.8,19,81,9,11,22,2,1.73,31,26,+5,+0.25,-0.41,33.1,25.7,+7.5,+0.38,-0.29,Matches
7dcf86f6,Iago Aspas,es ESP,"FW,MF",Celta Vigo,30,1987,27,2251,83,65.8,25.0,26,86,14,1,24,1,1.37,44,39,+5,+0.20,+1.28,34.7,36.5,-1.8,-0.07,+0.90,Matches
