id,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
65d62814,Antonio Adán,es ESP,GK,Atlético Madrid,31,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
5890cef1,Aday,es ESP,"DF,MF",Girona,30,1987,7.2,28,3.91,18,6,1,2,1,0,2,0.28,2,0,0,0,0,0,Matches
293211e1,Aritz Aduriz,es ESP,FW,Athletic Club,37,1981,10.5,19,1.81,14,0,0,3,2,0,1,0.10,1,0,0,0,0,0,Matches
cacadf4f,Luis Advíncula,pe PER,DF,Rayo Vallecano,28,1990,26.5,50,1.88,33,4,5,1,7,0,11,0.41,6,0,2,0,3,0,Matches
355c883a,Martin Agirregabiria,es ESP,DF,Alavés,22,1996,22.6,22,0.97,21,0,1,0,0,0,1,0.04,1,0,0,0,0,0,Matches
18dc8533,Juan Aguilera,es ESP,MF,Huesca,32,1985,3.8,6,1.57,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
f2a68b97,Carlos Akapo,gq EQG,DF,Huesca,25,1993,11.4,17,1.51,11,2,2,1,1,0,2,0.18,1,0,0,0,1,0,Matches
06efa9dc,Sergio Akieme,es ESP,DF,Rayo Vallecano,20,1997,2.0,1,0.50,1,0,0,0,0,0,1,0.50,1,0,0,0,0,0,Matches
4601e194,Jordi Alba,es ESP,DF,Barcelona,29,1989,33.2,84,2.53,76,3,1,0,3,1,13,0.39,12,0,0,0,1,0,Matches
ba71d071,Pedro Alcalá,es ESP,DF,Girona,29,1989,20.8,14,0.67,10,0,0,3,1,0,1,0.05,1,0,0,0,0,0,Matches
036bba5f,Rubén Alcaraz,es ESP,MF,Valladolid,27,1991,33.1,62,1.87,43,4,3,3,8,1,5,0.15,3,0,1,0,1,0,Matches
46166b49,Álex Alegría,es ESP,"FW,MF",Rayo Vallecano,25,1992,1.6,4,2.57,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
3d7e48ce,Iván Alejo,es ESP,MF,Getafe,23,1995,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
6c811eb7,Carles Aleñá,es ESP,MF,Barcelona,20,1998,7.1,27,3.82,25,0,0,1,1,0,5,0.71,4,0,0,1,0,0,Matches
3e1858af,Alexander,ar ARG,FW,Leganés,29,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
b18a3023,Júnior Alonso,py PAR,"DF,MF",Celta Vigo,25,1993,6.0,6,1.01,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
88d91621,Sergio Álvarez,es ESP,"DF,MF",Eibar,26,1992,11.9,5,0.42,5,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
8875b8c9,Sergio Álvarez,es ESP,GK,Celta Vigo,31,1986,13.0,1,0.08,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
3ecc11d8,Yeray Álvarez,es ESP,DF,Athletic Club,23,1995,29.0,10,0.34,8,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
9260926b,Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,25,1993,8.5,9,1.06,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
d70a2141,Jordi Amat,id IDN,DF,Rayo Vallecano,26,1992,30.7,16,0.52,11,2,0,1,1,1,1,0.03,1,0,0,0,0,0,Matches
f3b1d9a2,Amath,sn SEN,MF,Getafe,22,1996,11.1,34,3.05,23,0,3,4,3,1,3,0.27,2,0,0,1,0,0,Matches
3024e383,José Ángel,es ESP,DF,Eibar,28,1989,33.6,92,2.73,59,25,4,2,1,1,5,0.15,4,1,0,0,0,0,Matches
011d8c56,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,34,1984,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
dbe519cf,Antoñito,es ESP,"DF,MF",Valladolid,30,1987,20.7,49,2.37,38,2,7,0,2,0,2,0.10,1,0,1,0,0,0,Matches
3e4f735d,Vitorino Antunes,pt POR,"DF,MF",Getafe,31,1987,24.2,68,2.81,37,21,4,3,2,1,6,0.25,5,1,0,0,0,0,Matches
c93231dc,Anuar,ma MAR,"MF,FW",Valladolid,23,1995,12.0,10,0.83,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
a230ebcc,Emmanuel Apeh,ng NGA,"FW,MF",Celta Vigo,21,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
58afe001,Mauro Arambarri,uy URU,MF,Getafe,22,1995,29.7,38,1.28,21,1,4,2,9,1,3,0.10,1,0,0,0,1,1,Matches
2b15a82a,Guilherme Arana,br BRA,DF,Sevilla,21,1997,7.0,5,0.72,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
27a013f7,Néstor Araujo,mx MEX,DF,Celta Vigo,26,1991,29.8,11,0.37,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
850c0a0d,Anaitz Arbilla,es ESP,DF,Eibar,31,1987,21.7,16,0.74,14,0,0,1,1,0,3,0.14,3,0,0,0,0,0,Matches
fdd60087,Santiago Arias,co COL,DF,Atlético Madrid,26,1992,19.7,37,1.88,30,4,1,0,2,0,2,0.10,2,0,0,0,0,0,Matches
46e07328,José Arnaiz,es ESP,"MF,FW",Leganés,23,1995,1.3,2,1.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,Villarreal,29,1989,32.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
45af8a54,Marco Asensio,es ESP,FW,Real Madrid,22,1996,19.8,67,3.39,48,5,7,2,5,0,10,0.51,7,0,0,0,3,0,Matches
7dcf86f6,Iago Aspas,es ESP,"FW,MF",Celta Vigo,30,1987,25.0,113,4.52,91,4,8,5,4,1,15,0.60,12,0,2,0,1,0,Matches
253a06b9,Ezequiel Ávila,ar ARG,"FW,MF",Huesca,24,1994,22.2,54,2.43,36,0,3,6,9,0,8,0.36,5,0,0,2,1,0,Matches
1f54ed90,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,27,1991,23.4,5,0.21,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
09a9e921,Carlos Bacca,co COL,FW,Villarreal,31,1986,14.1,44,3.12,33,0,6,4,1,0,4,0.28,1,0,1,1,1,0,Matches
a58bb1e1,Gareth Bale,wls WAL,FW,Real Madrid,29,1989,19.8,51,2.57,34,1,8,5,3,0,9,0.45,6,0,2,1,0,0,Matches
1fe67e86,Mikel Balenziaga,es ESP,DF,Athletic Club,30,1988,5.8,3,0.52,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
fa937f7a,Éver Banega,ar ARG,MF,Sevilla,30,1988,29.6,136,4.59,99,24,5,3,3,2,11,0.37,9,2,0,0,0,0,Matches
35f6db55,Léo Baptistão,br BRA,"FW,MF",Espanyol,25,1992,13.7,40,2.92,26,0,4,6,2,2,2,0.15,2,0,0,0,0,0,Matches
cac2537b,Enis Bardhi,mk MKD,MF,Levante,23,1995,31.5,84,2.67,63,6,6,4,4,1,9,0.29,7,1,1,0,0,0,Matches
487d9b09,Antonio Barragán,es ESP,"DF,FW",Betis,31,1987,10.4,12,1.16,12,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
200e89e1,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,16,2001,4.4,15,3.39,11,0,3,0,0,1,2,0.45,2,0,0,0,0,0,Matches
b742cc0d,Marc Bartra,es ESP,DF,Betis,27,1991,32.5,22,0.68,20,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
8c44e37b,Borja Bastón,es ESP,FW,Alavés,25,1992,16.0,20,1.25,14,0,2,3,1,0,1,0.06,1,0,0,0,0,0,Matches
