id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,On-Off,onxG,onxGA,xG+/-,On-Off.1,MinGK,MPGK,StartsGK,90sGK
65fd099c,22,452,5.0,3,1,19,6,1.32,7,10.0,-3.0,-0.63,8.3,8.1,0.2,0.37,0,0,0,0.0
6604165d,25,980,10.9,10,2,15,9,0.76,4,15.0,-11.0,-0.2,7.9,12.6,-4.7,0.02,0,0,0,0.0
66784dee,26,1445,16.1,17,3,9,3,0.73,13,27.0,-14.0,0.08,15.6,28.8,-13.3,0.2,0,0,0,0.0
66c6680a,0,0,0.0,0,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
675476ac,0,0,0.0,0,0,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
67cdbc0e,28,741,8.2,2,0,26,2,2.29,16,5.0,11.0,-0.04,17.7,7.9,9.8,0.1,0,0,0,0.0
67f649be,1,90,1.0,1,1,0,37,0.0,1,2.0,-1.0,-2.43,2.1,1.2,0.9,-0.23,90,1,1,1.0
68252d6d,20,841,9.3,8,0,12,1,1.9,23,8.0,15.0,1.54,18.2,10.3,7.9,0.52,0,0,0,0.0
686ee768,0,0,0.0,0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
68c3a7cd,0,0,0.0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
6928979a,36,2913,32.4,36,17,0,1,2.17,74,29.0,45.0,0.15,68.4,33.6,34.9,-0.28,0,0,0,0.0
6989550f,0,0,0.0,0,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
69e11a01,12,422,4.7,4,2,8,8,0.33,4,9.0,-5.0,-0.17,3.5,7.4,-3.9,0.07,0,0,0,0.0
6a1f66a7,2,135,1.5,2,1,0,4,0.0,0,8.0,-8.0,-4.32,0.6,4.4,-3.8,-1.83,0,0,0,0.0
6af30900,19,1138,12.6,12,5,7,4,0.68,7,18.0,-11.0,0.08,10.6,17.7,-7.1,0.55,0,0,0,0.0
6b635f5c,20,1272,14.1,13,12,7,13,0.85,18,35.0,-17.0,-1.08,17.0,28.7,-11.7,-0.43,0,0,0,0.0
6b6b26d8,0,0,0.0,0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
6bb2c084,25,1926,21.4,21,18,4,0,2.08,43,16.0,27.0,0.3,34.1,18.7,15.4,0.13,0,0,0,0.0
6c0b56c4,0,0,0.0,0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
6cc97b6a,30,2174,24.2,26,12,4,6,0.83,21,36.0,-15.0,0.75,25.7,36.5,-10.8,0.36,0,0,0,0.0
6cd33e2a,1,15,0.2,0,0,1,2,0.0,0,0.0,0.0,1.19,0.1,0.2,-0.1,0.12,0,0,0,0.0
6d5e62b0,11,933,10.4,11,10,0,0,0.64,8,19.0,-11.0,0.17,10.4,16.4,-6.0,0.24,0,0,0,0.0
6d70c771,7,256,2.8,2,0,5,12,1.0,2,7.0,-5.0,-0.9,2.7,5.4,-2.7,-0.01,0,0,0,0.0
6e058f06,36,2740,30.4,32,16,4,0,1.28,51,47.0,4.0,0.93,45.5,52.8,-7.3,0.22,0,0,0,0.0
