id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
144607cc,36,3073,34,34,29,2,0,1,39,53,-14,45.4,60.2,-14.9,0,0,0,0
149c5f5d,23,1029,11,9,6,14,14,4,15,20,-5,13.8,20.3,-6.5,0,0,0,0
14b8fcdf,10,690,7,7,7,3,27,1,11,15,-4,15.3,9.5,5.8,0,0,0,0
157d29b6,18,824,9,7,3,11,1,0,15,19,-4,15.8,18.9,-3.1,0,0,0,0
15d0c248,26,2024,22,24,17,2,5,2,48,23,25,42.6,31.8,10.9,0,0,0,0
162efffd,34,2822,31,33,26,1,0,1,32,43,-11,35.3,44.9,-9.6,0,0,0,0
16569fef,25,2152,23,24,21,1,0,0,20,44,-24,26.6,40.4,-13.8,0,0,0,0
16657b95,26,1616,18,18,13,8,0,1,43,31,12,38.7,24.6,14.0,0,0,0,0
16b9d5cf,22,1799,20,20,18,2,8,1,33,24,9,34.0,22.4,11.6,0,0,0,0
16bb656a,15,693,7,7,4,8,9,1,11,7,4,13.3,9.2,4.2,0,0,0,0
173061c0,32,2604,28,31,22,1,3,1,48,41,7,37.3,46.2,-8.9,0,0,0,0
1770bd68,32,2453,27,30,15,2,1,1,22,33,-11,29.7,36.4,-6.7,0,0,0,0
17f3620a,18,1183,13,14,7,4,3,1,9,16,-7,18.2,13.3,4.9,0,0,0,0
185bf610,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0
18736214,1,90,1,1,1,0,37,1,1,1,0,1.3,0.6,0.7,90,1,1,1
1880614f,18,873,9,10,2,8,11,1,20,18,2,22.0,13.3,8.7,0,0,0,0
18f9dbd0,20,686,7,6,2,14,12,1,10,18,-8,9.4,12.2,-2.8,0,0,0,0
197640fd,27,1769,19,19,16,8,7,2,47,24,23,37.8,22.2,15.6,0,0,0,0
19e4eab9,29,2213,24,24,21,5,6,1,23,34,-11,25.0,38.6,-13.6,0,0,0,0
1ab6fad3,4,63,0,0,0,4,7,0,1,2,-1,1.6,1.2,0.4,0,0,0,0
1b70f53a,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
1b82f8df,21,1387,15,15,11,6,2,1,21,34,-13,16.8,25.7,-8.9,0,0,0,0
1ca1ee8a,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
1cac99dc,12,337,3,3,0,9,7,1,6,6,0,6.4,9.4,-3.0,0,0,0,0
1cadaf34,1,17,0,0,0,1,9,3,0,1,-1,0.4,0.1,0.4,0,0,0,0
1d00a56c,2,52,0,1,0,1,8,1,2,0,2,0.8,1.2,-0.3,0,0,0,0
1d0bb7e4,7,280,3,3,1,4,6,2,7,3,4,5.4,3.3,2.1,0,0,0,0
1d110865,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
1e12c53b,24,1270,14,13,9,11,6,0,11,32,-21,15.1,28.0,-12.9,0,0,0,0
1ea5f91c,30,2095,23,25,11,5,5,1,35,40,-5,32.3,33.4,-1.1,0,0,0,0
1eeeff8a,14,768,8,8,3,6,10,0,15,21,-6,15.1,20.4,-5.4,0,0,0,0
1f9328da,26,2071,23,25,13,1,0,1,36,34,2,28.6,36.7,-8.2,0,0,0,0
1fca9171,20,1082,12,13,4,7,5,0,11,27,-16,15.3,23.6,-8.3,0,0,0,0
1ff49805,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
20730eae,31,1404,15,12,5,19,7,1,30,21,9,26.8,21.3,5.5,0,0,0,0
20b3a502,16,699,7,7,1,9,4,0,8,11,-3,8.0,10.6,-2.7,0,0,0,0
20b9f052,32,2880,32,32,32,0,2,1,69,45,24,64.2,39.6,24.6,2880,32,32,32
2146785a,25,1622,18,16,10,9,9,1,30,20,10,28.2,18.1,10.1,0,0,0,0
217875a4,14,1165,12,13,10,1,22,0,10,19,-9,12.5,21.6,-9.1,0,0,0,0
21c4b6af,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0
22051fbe,20,1760,19,20,18,0,1,1,28,45,-17,29.6,42.2,-12.6,0,0,0,0
228f73ae,9,176,2,1,0,8,19,1,3,1,2,3.7,2.3,1.3,0,0,0,0
230a2fac,33,2970,33,33,33,0,4,1,50,44,6,52.9,40.8,12.1,0,0,0,0
231430de,0,0,0,0,0,0,12,0,0,0,0,0.0,0.0,0.0,0,0,0,0
2334478a,16,1252,13,15,9,1,2,1,18,24,-6,20.5,21.4,-1.0,0,0,0,0
23c38d9c,0,0,0,0,0,0,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0
244f57b9,24,1177,13,14,4,10,12,2,21,15,6,21.0,16.3,4.7,0,0,0,0
246d153b,32,2079,23,20,12,12,5,1,35,39,-4,30.2,34.7,-4.5,0,0,0,0
25052226,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
261dfc43,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
263b855a,1,1,0,0,0,1,16,3,0,0,0,0.0,0.1,-0.1,0,0,0,0
26c54163,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0
26db8853,20,1139,12,12,6,8,17,1,15,15,0,14.6,17.7,-3.2,0,0,0,0
270d0d18,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0
282b3a4d,13,313,3,2,0,11,15,0,3,5,-2,4.2,5.4,-1.2,0,0,0,0
283699b4,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0
2873973b,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
28a15394,1,90,1,1,1,0,37,1,1,1,0,1.9,0.9,1.0,90,1,1,1
2990c466,16,1026,11,10,8,6,22,1,20,15,5,17.1,16.6,0.5,0,0,0,0
2a1beb34,35,2721,30,29,27,6,1,2,82,41,41,69.1,34.6,34.5,0,0,0,0
2b15a82a,4,80,0,0,0,4,10,1,1,1,0,1.2,1.0,0.2,0,0,0,0
2c0f8e9e,22,923,10,10,4,12,4,2,31,9,22,23.7,11.3,12.4,0,0,0,0
2c38b327,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0
2c3a6c21,33,2440,27,28,19,5,1,0,36,64,-28,39.1,62.3,-23.2,0,0,0,0
2c851997,26,1392,15,19,3,7,9,1,19,30,-11,19.4,21.9,-2.5,0,0,0,0
2ce7e08e,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
2cfae697,19,1082,12,13,6,6,12,1,19,23,-4,19.1,19.8,-0.7,0,0,0,0
2d970560,34,2617,29,31,17,3,3,2,78,36,42,64.5,30.7,33.8,0,0,0,0
2e3596d1,3,97,1,1,0,2,10,0,0,2,-2,1.2,2.3,-1.1,0,0,0,0
2ead2809,25,1784,19,20,13,5,1,0,30,47,-17,30.1,46.7,-16.6,0,0,0,0
2f3452eb,20,1481,16,17,11,3,14,2,24,17,7,21.3,15.7,5.6,0,0,0,0
2f557579,37,2810,31,34,18,3,1,1,49,44,5,50.1,39.3,10.9,0,0,0,0
2f7407fa,1,3,0,0,0,1,10,3,1,0,1,0.8,0.1,0.7,0,0,0,0
30223b33,5,450,5,5,5,0,21,1,5,5,0,7.3,8.6,-1.3,450,5,5,5
30f5ffa9,32,2627,29,30,27,2,2,2,61,30,31,52.4,30.9,21.5,0,0,0,0
31b252fc,1,3,0,0,0,1,14,0,0,0,0,0.0,0.0,0.0,0,0,0,0
326d09ef,0,0,0,0,0,0,38,0,0,0,0,0.0,0.0,0.0,0,0,0,0
32a33c68,1,9,0,0,0,1,1,1,0,0,0,0.4,0.6,-0.2,0,0,0,0
331c0a43,34,2798,31,31,27,3,3,0,23,61,-38,35.1,57.8,-22.6,0,0,0,0
33914f14,13,972,10,11,6,2,19,0,10,28,-18,15.3,22.3,-7.0,0,0,0,0
339c6ed4,5,225,2,2,1,3,26,2,6,5,1,6.0,4.2,1.9,0,0,0,0
339fe0e8,38,3420,38,38,38,0,0,2,79,42,37,68.0,51.1,16.9,3420,38,38,38
33b8d077,32,2701,30,30,26,2,1,2,63,29,34,50.0,33.5,16.5,0,0,0,0
33ecf462,32,1774,19,22,2,10,5,1,30,24,6,28.2,24.7,3.6,0,0,0,0
343c0d52,37,2924,32,34,18,3,1,1,44,41,3,37.3,45.6,-8.3,0,0,0,0
343f753a,34,3060,34,34,34,0,0,1,53,53,0,43.0,57.4,-14.3,3060,34,34,34
348bafd4,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0
3535098b,15,884,9,10,3,5,17,1,17,18,-1,14.3,16.6,-2.3,0,0,0,0
356c9002,32,1993,22,24,9,8,4,2,51,26,25,41.0,25.4,15.6,0,0,0,0
35d76360,0,0,0,0,0,0,9,0,0,0,0,0.0,0.0,0.0,0,0,0,0
35dd6d80,26,2053,22,24,20,2,1,1,28,43,-15,29.3,38.3,-9.0,0,0,0,0
360b2bb1,8,344,3,3,2,5,15,0,3,14,-11,4.5,8.9,-4.4,0,0,0,0
3626daea,24,1548,17,18,12,6,10,1,26,22,4,29.1,23.4,5.7,0,0,0,0
3702ae0d,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0
38240787,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
38ac43d3,12,681,7,9,2,3,2,2,10,5,5,11.0,8.4,2.7,0,0,0,0
3945ac70,0,0,0,0,0,0,16,0,0,0,0,0.0,0.0,0.0,0,0,0,0
39ee6cb6,28,1909,21,20,16,8,9,0,27,45,-18,29.1,49.1,-20.0,0,0,0,0
3a0f199a,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
3ac5f672,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
3b333ac3,32,2356,26,25,22,7,4,2,71,34,37,62.5,29.3,33.2,0,0,0,0
3b387cc7,0,0,0,0,0,0,19,0,0,0,0,0.0,0.0,0.0,0,0,0,0
3b61c9ec,24,1908,21,22,15,2,3,1,34,37,-3,25.4,30.0,-4.5,0,0,0,0
3b8674e6,30,2196,24,25,17,5,4,2,47,27,20,49.7,27.8,21.9,0,0,0,0
3bb7af3b,17,1115,12,13,6,4,7,1,24,28,-4,20.8,26.1,-5.3,0,0,0,0
3bb7f478,35,2854,31,31,27,4,3,1,60,43,17,63.1,41.6,21.5,0,0,0,0
3bd2a854,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
3c05c659,1,90,1,1,1,0,17,0,0,1,-1,0.8,1.4,-0.6,0,0,0,0
3cd3b384,17,1135,12,12,10,5,21,1,22,19,3,20.7,19.4,1.3,0,0,0,0
3e57e591,0,0,0,0,0,0,16,0,0,0,0,0.0,0.0,0.0,0,0,0,0
3ead85f9,35,3091,34,35,34,0,0,1,54,43,11,55.2,39.6,15.6,0,0,0,0
3ed84b2c,11,188,2,0,0,11,21,1,3,5,-2,5.8,3.4,2.3,0,0,0,0
3ef0a2d7,2,8,0,0,0,2,29,3,1,0,1,0.0,0.0,0.0,0,0,0,0
3ef55f23,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
3ef965c1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
3effaa34,1,60,0,1,0,0,1,3,1,0,1,0.6,0.6,0.0,0,0,0,0
3f64e88b,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0,0,0,0
4195b8b6,11,917,10,10,9,1,1,0,9,25,-16,11.4,23.2,-11.7,0,0,0,0
41efbd34,0,0,0,0,0,0,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0
422ec08a,25,1422,15,17,4,8,2,0,16,33,-17,21.5,35.7,-14.2,0,0,0,0
42b1a58a,16,963,10,11,8,5,19,3,16,22,-6,18.1,21.6,-3.5,0,0,0,0
433030e4,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
43a1bea5,2,90,1,1,0,1,14,0,1,2,-1,1.6,1.8,-0.2,0,0,0,0
440c84ed,14,621,6,7,1,7,9,1,8,13,-5,9.0,8.3,0.7,0,0,0,0
4431aed2,37,3170,35,36,29,1,0,2,76,38,38,63.2,46.7,16.5,0,0,0,0
44510fde,20,658,7,7,0,13,13,0,5,11,-6,10.3,11.1,-0.9,0,0,0,0
44674a77,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
44ac04e9,20,1282,14,14,10,6,3,2,30,13,17,23.1,15.9,7.2,0,0,0,0
44eb9093,22,1402,15,15,11,7,8,2,37,9,28,29.3,14.5,14.8,0,0,0,0
455a2b79,13,430,4,4,0,9,16,0,3,6,-3,5.3,5.5,-0.2,0,0,0,0
4571fa88,2,135,1,1,1,1,14,0,4,4,0,1.1,3.1,-1.9,0,0,0,0
45af5134,10,257,2,3,0,7,3,0,1,7,-6,3.3,6.6,-3.2,0,0,0,0
45b9b619,30,2002,22,22,11,8,1,2,47,26,21,40.6,30.4,10.2,0,0,0,0
4611e028,37,2950,32,32,31,5,0,1,46,45,1,48.4,41.3,7.1,0,0,0,0
468a2422,0,0,0,0,0,0,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0
46f5c54d,28,2169,24,23,22,5,7,0,18,41,-23,28.8,46.8,-18.0,0,0,0,0
46fa7204,13,730,8,8,4,5,18,2,9,14,-5,10.6,13.7,-3.1,0,0,0,0
47a500ae,26,2261,25,25,24,1,2,0,30,57,-27,29.6,61.3,-31.8,0,0,0,0
47f2af81,0,0,0,0,0,0,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0
482145e9,18,555,6,6,0,12,4,0,5,14,-9,6.4,13.4,-7.1,0,0,0,0
48d5bd33,34,1535,17,12,4,22,2,2,44,19,25,38.2,17.7,20.4,0,0,0,0
49136c42,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
4a56052c,33,2629,29,30,23,3,3,1,53,36,17,56.1,36.6,19.5,0,0,0,0
4a5a45c7,27,2097,23,26,12,1,0,1,48,30,18,43.2,31.3,11.9,0,0,0,0
4a6914ff,10,900,10,10,10,0,28,0,5,29,-24,7.9,17.4,-9.5,900,10,10,10
4ae67f27,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
4b029b31,13,784,8,8,7,5,23,1,9,22,-13,10.5,13.9,-3.4,0,0,0,0
4b3e1a38,36,3228,35,36,35,0,1,1,43,49,-6,47.3,50.6,-3.4,0,0,0,0
4c3a6744,22,1514,16,19,7,3,9,1,36,21,15,30.7,20.1,10.7,0,0,0,0
4c62d0c8,21,1890,21,21,21,0,2,1,30,38,-8,28.2,30.8,-2.6,1890,21,21,21
4c78b5ed,25,1808,20,23,11,2,2,2,42,18,24,35.9,23.1,12.9,0,0,0,0
4cc93246,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
4cdcbc14,11,553,6,6,1,5,24,1,7,13,-6,5.9,9.4,-3.5,0,0,0,0
4cde5509,18,1362,15,16,11,2,0,2,34,17,17,28.4,19.9,8.6,0,0,0,0
4ce8f4a3,3,44,0,0,0,3,0,0,0,2,-2,0.3,1.4,-1.1,0,0,0,0
4dba2a97,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
4e1d5e59,2,12,0,0,0,2,18,2,0,0,0,0.3,0.1,0.1,0,0,0,0
4e219ad2,16,1359,15,15,12,1,4,1,13,21,-8,21.4,18.6,2.7,0,0,0,0
4e358a2d,16,1213,13,14,10,2,14,1,29,20,9,24.7,17.5,7.2,0,0,0,0
4e6dbac4,37,3029,33,35,25,2,0,2,71,39,32,60.4,45.7,14.7,0,0,0,0
4f2908e5,23,1513,16,17,13,6,14,1,31,37,-6,23.5,28.8,-5.3,0,0,0,0
4fa7cb9b,23,802,8,7,1,16,2,2,28,9,19,19.2,8.7,10.5,0,0,0,0
5128bde4,38,3239,36,37,28,1,0,1,43,48,-5,47.2,48.4,-1.2,0,0,0,0
514f0896,0,0,0,0,0,0,13,0,0,0,0,0.0,0.0,0.0,0,0,0,0
51c614fd,0,0,0,0,0,0,12,0,0,0,0,0.0,0.0,0.0,0,0,0,0
5230042f,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
528492ea,26,1730,19,20,9,6,6,2,38,26,12,28.5,28.0,0.4000000000000003,0,0,0,0
5294a83f,36,3113,34,36,26,0,0,2,75,37,38,62.3,44.3,18.0,0,0,0,0
52e7f812,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
52ec54d0,35,3082,34,35,32,0,0,2,73,38,35,64.4,38.7,25.7,0,0,0,0
5313ed43,32,2249,25,24,14,8,6,1,25,30,-5,27.5,29.1,-1.7,0,0,0,0
536cebe5,26,1395,15,15,3,11,8,1,32,21,11,29.3,20.1,9.2,0,0,0,0
539230cf,7,526,5,5,4,2,30,2,18,2,16,12.6,3.9,8.8,0,0,0,0
53a0e358,31,2493,27,29,17,2,1,1,53,46,7,39.6,46.6,-7.0,0,0,0,0
53de807a,29,2306,25,28,18,1,0,2,55,25,30,44.4,30.6,13.8,0,0,0,0
53e494ec,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
543d9d2b,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0
54e53b7e,30,1256,13,12,2,18,7,1,19,27,-8,18.8,24.6,-5.8,0,0,0,0
5592007b,31,1684,18,20,9,11,4,0,19,43,-24,21.8,34.7,-12.9,0,0,0,0
563a68ad,23,1784,19,22,9,1,2,1,24,30,-6,31.6,25.7,5.9,0,0,0,0
56400c01,30,2442,27,28,22,2,5,1,41,42,-1,29.0,41.0,-12.0,0,0,0,0
56b2957b,22,1031,11,12,1,10,9,1,15,16,-1,11.4,16.7,-5.3,0,0,0,0
570bb4b9,31,1570,17,20,5,11,4,1,28,27,1,21.4,26.8,-5.4,0,0,0,0
5710a281,14,685,7,8,4,6,15,2,11,12,-1,10.1,11.4,-1.3,0,0,0,0
58027adc,14,1051,11,11,9,3,10,0,13,21,-8,15.5,16.1,-0.6,0,0,0,0
582a251c,5,423,4,4,4,1,32,1,9,9,0,6.8,11.5,-4.7,423,5,4,4
5832ebfe,26,2240,24,25,23,1,7,1,33,45,-12,38.4,35.9,2.5,0,0,0,0
585a73a8,33,2671,29,31,27,2,0,1,39,44,-5,35.8,52.6,-16.8,0,0,0,0
58d97e77,8,89,1,0,0,8,8,0,1,1,0,2.3,1.6,0.7,0,0,0,0
58e933d2,18,1216,13,13,9,5,2,2,20,26,-6,17.9,21.7,-3.8,0,0,0,0
599d91d0,2,4,0,0,0,2,17,1,0,0,0,0.0,0.5,-0.5,0,0,0,0
59be3a74,6,62,0,0,0,6,24,1,3,2,1,2.4,1.4,0.9,0,0,0,0
5a2cb25d,34,2919,32,33,22,1,0,1,40,46,-6,41.9,44.2,-2.2,0,0,0,0
5aa53281,32,2740,30,31,27,1,1,1,59,39,20,56.8,39.0,17.8,0,0,0,0
5aaef9ef,26,1932,21,22,16,4,1,1,29,28,1,24.6,33.7,-9.1,0,0,0,0
5bd72174,36,2931,32,33,25,3,1,1,60,54,6,44.8,53.5,-8.7,0,0,0,0
5c397195,11,384,4,4,0,7,5,1,11,6,5,7.1,5.6,1.6,0,0,0,0
5cbb5ad6,0,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0,0,0,0
5cec2c74,33,2201,24,23,20,10,4,1,32,52,-20,30.7,41.3,-10.5,0,0,0,0
5d4f7d61,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
5df4ef30,11,759,8,8,6,3,7,0,7,16,-9,13.0,11.0,2.0,0,0,0,0
5e834dce,2,120,1,1,1,1,4,0,1,3,-2,1.5,2.0,-0.5,0,0,0,0
5e861944,26,1002,11,11,1,15,8,4,19,13,6,17.4,12.4,5.1,0,0,0,0
5eae500a,36,2979,33,33,25,3,0,2,67,31,36,58.5,35.6,22.8,0,0,0,0
5efc5389,20,1338,14,14,9,6,15,1,15,19,-4,14.5,26.2,-11.7,0,0,0,0
5f6b65ed,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
5f958357,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0
5fa57166,1,9,0,0,0,1,6,1,0,0,0,0.0,0.1,-0.1,0,0,0,0
5fd5ed86,27,2270,25,27,21,0,9,1,35,42,-7,31.3,37.0,-5.8,0,0,0,0
6010ba04,1,9,0,0,0,1,19,0,0,0,0,0.2,0.1,0.0,0,0,0,0
601ef102,33,2415,26,28,15,5,0,1,26,33,-7,31.5,37.5,-6.0,0,0,0,0
61b3978f,28,2402,26,27,23,1,2,1,31,48,-17,32.7,43.3,-10.6,0,0,0,0
61f2f56a,7,143,1,0,0,7,8,0,3,3,0,2.5,2.5,0.0,0,0,0,0
6213fd82,25,1928,21,22,15,3,4,0,15,46,-31,23.5,37.2,-13.7,0,0,0,0
62437b4f,12,341,3,2,0,10,6,1,5,7,-2,4.5,7.2,-2.7,0,0,0,0
63071a3f,36,3053,33,34,32,2,1,1,48,50,-2,41.6,56.9,-15.4,0,0,0,0
649b01d8,36,3240,36,36,36,0,2,1,46,60,-14,46.0,50.6,-4.5,3240,36,36,36
64cd167d,24,1971,21,22,19,2,12,0,29,38,-9,32.3,30.5,1.8,0,0,0,0
64f79179,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
