,id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
0,0000acda,32,2282,25,29,12,3,4,1,31,28,3,35.1,24.0,11.2,3240,36,36,36
1,00528660,9,564,6,6,5,3,28,1,10,11,-1,7.9,10.2,-2.3,270,3,3,3
2,008a6e6d,15,1230,13,15,12,0,2,0,12,18,-6,15.9,21.3,-5.3,1620,18,18,18
3,00a17eba,0,0,0,0,0,0,19,0,0,0,0,0.0,0.0,0.0,180,2,2,2
4,00aedd0e,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3213,36,36,35
5,00b0bb87,14,1077,11,12,9,2,3,1,13,17,-4,12.9,19.3,-6.4,3420,38,38,38
6,01430687,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3092,36,36,34
7,01b8a2b2,28,2520,28,28,28,0,10,2,55,20,35,48.1,26.6,21.6,1260,14,14,14
8,01efac19,8,329,3,4,0,4,7,0,3,10,-7,2.6,7.7,-5.1,225,3,2,2
9,023937a9,35,2984,33,34,28,1,1,1,20,53,-33,36.6,46.2,-9.7,90,1,1,1
10,02b2937c,11,352,3,3,3,8,8,1,3,4,-1,3.1,5.7,-2.6,1800,20,20,20
11,02caf6e0,33,2835,31,33,26,0,0,1,38,43,-5,37.3,41.0,-3.6,1723,20,19,19
12,02febfdc,29,2043,22,22,13,7,5,0,18,33,-15,22.7,34.0,-11.2,90,1,1,1
13,0375723e,22,704,7,9,0,13,8,2,16,10,6,13.2,9.6,3.7,3420,38,38,38
14,03760df0,17,1524,16,17,16,0,2,1,26,25,1,19.4,24.0,-4.6,250,3,2,2
15,03f946ed,36,3031,33,35,21,1,1,1,42,51,-9,40.6,44.8,-4.2,90,1,1,1
16,0412b9cd,5,32,0,0,0,5,12,0,0,1,-1,0.4,0.9,-0.5,810,9,9,9
17,048877f5,31,2789,31,31,30,0,0,0,21,60,-39,32.1,48.5,-16.3,3015,34,34,33
18,0489bb30,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,360,4,4,4
19,049751d7,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,1150,14,13,12
20,0497a545,1,12,0,0,0,1,4,0,0,0,0,0.0,0.0,0.0,164,2,2,1
21,04989945,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,990,11,11,11
22,0588a092,0,0,0,0,0,0,9,0,0,0,0,0.0,0.0,0.0,2610,29,29,29
23,05e19d6a,34,3018,33,34,31,0,1,1,51,32,19,43.1,35.6,7.5,2430,27,27,27
24,06050480,3,166,1,2,1,1,13,0,3,5,-2,3.5,2.9,0.6,1457,17,16,16
25,060606ec,24,1495,16,16,9,8,8,1,14,21,-7,18.1,27.9,-9.8,202,3,2,2
26,07767f42,26,1859,20,21,16,5,10,1,27,26,1,25.9,32.1,-6.2,810,9,9,9
27,07abb358,27,2127,23,26,17,1,10,2,35,36,-1,29.3,37.1,-7.8,90,1,1,1
28,07ea0ef2,12,772,8,9,4,3,20,1,11,17,-6,13.0,11.9,1.0,5,1,0,0
29,07f55871,1,6,0,0,0,1,25,3,0,0,0,0.0,0.0,0.0,180,2,2,2
30,0821331c,30,2610,29,29,26,1,3,0,19,48,-29,28.1,44.7,-16.5,1440,16,16,16
31,0830a4f9,1,58,0,0,0,1,24,1,0,0,0,0.1,0.6,-0.5,2970,33,33,33
32,085e71a7,17,1485,16,16,16,1,18,2,24,26,-2,22.5,28.7,-6.2,328,4,2,3
33,089550f5,32,2671,29,30,27,2,5,1,42,26,16,48.8,31.2,17.6,0,1,0,0
34,08a6bfee,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,810,9,9,9
35,08aa9cd1,27,1625,18,17,9,10,9,0,17,32,-15,19.3,29.4,-10.1,90,2,1,1
36,08f5afaa,36,3090,34,36,34,0,0,1,50,31,19,42.6,36.5,6.1,540,6,6,6
37,091795f2,1,5,0,0,0,1,7,3,0,0,0,0.0,0.0,0.0,3330,37,37,37
38,09538fdb,36,2453,27,26,19,10,2,1,31,41,-10,32.4,43.0,-10.6,3170,36,36,35
39,098139eb,10,252,2,1,1,9,7,0,1,8,-7,2.6,6.2,-3.5,3420,38,38,38
40,0a3065c8,25,2023,22,23,18,2,7,1,28,34,-6,30.1,27.3,2.8,2790,31,31,31
41,0a447501,15,766,8,9,4,6,2,1,9,6,3,12.4,7.2,5.2,3150,35,35,35
42,0ab1f153,18,1220,13,14,7,4,3,2,18,14,4,18.2,13.4,4.8,3150,35,35,35
43,0acda699,3,270,3,3,3,0,26,0,1,5,-4,4.8,3.8,1.0,2520,28,28,28
44,0b5a292a,20,1417,15,17,12,3,13,1,27,17,10,23.0,16.5,6.5,180,2,2,2
45,0cd0e21b,7,175,1,1,0,6,5,1,3,4,-1,2.7,2.3,0.4,720,8,8,8
46,0d077b88,32,2010,22,21,15,11,2,1,28,32,-4,31.5,31.9,-0.5,1525,17,17,16
47,0d82903c,31,2387,26,28,21,3,2,2,50,19,31,46.0,25.5,20.4,0,0,0,0
48,0e21fc3c,27,1231,13,12,3,15,9,1,20,12,8,20.9,14.2,6.8,0,0,0,0
49,0e5a86d4,0,0,0,0,0,0,14,0,1,2,-1,0.0,0.0,0.0,0,0,0,0
50,0f47717b,0,0,0,0,0,0,12,0,0,0,0,0.0,0.0,0.0,0,0,0,0
51,0f662bdf,0,0,0,0,0,0,12,0,0,0,0,0.0,0.0,0.0,0,0,0,0
52,0f933743,6,269,3,2,2,4,8,1,4,7,-3,4.0,6.3,-2.3,0,0,0,0
53,1079c685,15,670,7,7,2,8,15,0,6,11,-5,8.2,12.9,-4.7,0,0,0,0
54,10dc46f0,36,3169,35,36,35,0,0,1,48,35,13,44.5,43.6,0.9,0,0,0,0
55,10e25802,19,1046,11,10,6,9,14,1,10,15,-5,13.3,17.2,-3.9,0,0,0,0
56,10e7f486,33,2672,29,29,27,4,2,1,41,48,-7,39.8,42.1,-2.3,0,0,0,0
57,117beb8f,12,746,8,8,4,4,17,0,8,13,-5,9.1,11.9,-2.8,0,0,0,0
58,122504c2,0,0,0,0,0,0,17,0,0,0,0,0.0,0.0,0.0,0,0,0,0
