id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
f76e6b4e,Adrián,es ESP,GK,West Ham,30,1987,19.0,29,1,1,6,1,27.8,0.29,-0.2,-0.01,154,445,34.6,383,47,72.8,47.7,184,90.2,59.3,316,13,4.1,31,1.63,16.0,Matches
7b4de647,Asmir Begović,ba BIH,GK,Bournemouth,30,1987,38.0,61,2,2,7,1,54.8,0.31,-5.2,-0.14,223,647,34.5,832,215,45.7,38.9,328,81.4,55.5,611,35,5.7,18,0.47,10.2,Matches
10072610,Claudio Bravo,cl CHI,GK,Manchester City,34,1983,2.5,1,0,0,0,0,1.6,0.31,+0.6,+0.22,4,9,44.4,61,16,6.6,25.3,10,50.0,39.5,21,2,9.5,3,1.19,15.4,Matches
cc70a1d5,Jack Butland,eng ENG,GK,Stoke City,24,1993,35.0,61,5,0,8,2,61.7,0.29,+2.7,+0.08,377,969,38.9,934,103,71.1,48.4,338,90.2,62.4,609,25,4.1,39,1.11,13.7,Matches
a179d516,Willy Caballero,ar ARG,GK,Chelsea,35,1981,3.0,4,0,0,0,0,3.5,0.36,-0.5,-0.18,16,38,42.1,85,12,31.8,29.2,15,73.3,51.7,33,1,3.0,5,1.67,17.7,Matches
71672fa0,Petr Čech,cz CZE,GK,Arsenal,35,1982,33.8,48,5,0,6,0,45.9,0.30,-2.1,-0.06,149,414,36.0,809,223,34.4,34.4,225,60.4,47.2,426,33,7.7,52,1.54,14.4,Matches
1840e36d,Thibaut Courtois,be BEL,GK,Chelsea,25,1992,35.0,34,2,0,2,2,31.6,0.29,-0.4,-0.01,153,430,35.6,949,214,32.0,33.8,248,50.8,45.3,446,26,5.8,24,0.69,13.2,Matches
cde3309f,Karl Darlow,eng ENG,GK,Newcastle Utd,26,1990,10.0,15,3,0,0,2,15.8,0.28,+2.8,+0.28,78,232,33.6,247,37,62.3,43.2,87,89.7,57.9,159,11,6.9,4,0.40,11.7,Matches
3a949a25,Martin Dúbravka,sk SVK,GK,Newcastle Utd,28,1989,12.0,11,0,0,0,0,14.2,0.36,+3.2,+0.26,61,198,30.8,255,32,48.2,38.5,93,80.6,56.0,184,13,7.1,13,1.08,12.9,Matches
3bb7b8b4,Ederson,br BRA,GK,Manchester City,23,1993,35.5,26,0,1,1,2,23.9,0.28,-0.1,0.00,110,230,47.8,935,167,15.5,26.2,160,53.1,46.1,265,19,7.2,87,2.45,18.8,Matches
b1b25949,Rob Elliot,ie IRL,GK,Newcastle Utd,31,1986,16.0,21,1,0,3,1,18.8,0.27,-1.2,-0.07,154,371,41.5,378,46,63.5,44.1,159,82.4,55.8,258,15,5.8,15,0.94,13.2,Matches
9328b835,Łukasz Fabiański,pl POL,GK,Swansea City,32,1985,38.0,56,3,1,5,2,59.5,0.28,+5.5,+0.14,315,812,38.8,914,159,54.5,42.2,358,87.7,59.9,615,42,6.8,22,0.58,11.4,Matches
c3e39f12,Fraser Forster,eng ENG,GK,Southampton,29,1988,20.0,30,0,1,2,0,25.8,0.26,-4.2,-0.21,101,343,29.4,360,62,59.7,43.4,146,87.7,59.1,258,10,3.9,14,0.70,14.1,Matches
d0b3ceb9,Ben Foster,eng ENG,GK,West Brom,34,1983,37.0,55,1,2,7,2,45.7,0.30,-7.3,-0.20,346,904,38.3,811,70,71.6,48.5,338,95.6,65.7,592,37,6.3,27,0.73,12.8,Matches
63d17038,Paulo Gazzaniga,ar ARG,GK,Tottenham,25,1992,1.0,0,0,0,0,0,0.7,0.25,+0.7,+0.74,3,7,42.9,17,3,29.4,32.9,8,25.0,30.9,10,2,20.0,1,1.00,12.3,Matches
7ba6d84e,David de Gea,es ESP,GK,Manchester Utd,26,1990,37.0,28,1,1,5,2,38.5,0.28,+12.5,+0.34,232,613,37.8,799,147,48.6,39.6,290,77.6,55.8,483,16,3.3,21,0.57,12.8,Matches
