id,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
8f5cdf66,Oliver Abildgaard,dk DEN,"MF,DF",Hellas Verona,26-274,1996,0.9,22,22,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
f586779e,Tammy Abraham,eng ENG,FW,Roma,25-160,1997,18.3,369,339,27,1,2,1,5,1,0,0,0,0,253,3,5,Matches
771a2cfe,Christian Acella,it ITA,MF,Cremonese,20-247,2002,0.2,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Inter,35-029,1988,16.8,969,918,48,32,1,9,11,7,0,0,0,0,850,3,2,Matches
26777636,Yacine Adli,fr FRA,"MF,FW",Milan,22-225,2000,1.4,65,63,2,1,0,1,4,1,0,0,0,0,43,0,4,Matches
f9c927de,Michel Aebischer,ch SUI,"FW,MF",Bologna,26-064,1997,9.6,389,367,19,7,0,2,13,7,4,1,3,0,319,3,10,Matches
0154d290,Felix Afena-Gyan,gh GHA,"FW,MF",Cremonese,20-051,2003,6.7,144,141,3,0,0,1,4,2,0,0,0,0,109,0,4,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Spezia,24-117,1998,19.0,550,531,14,2,2,1,24,4,5,3,2,0,397,5,27,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,26-154,1996,8.4,475,376,95,7,0,1,29,85,3,0,0,0,352,4,16,Matches
d810c13b,Emanuel Aiwum,at AUT,DF,Cremonese,22-076,2000,13.4,604,518,84,18,1,4,4,57,0,0,0,0,465,2,10,Matches
fdf4b948,Jean-Daniel Akpa-Akpro,ci CIV,MF,Empoli,30-151,1992,8.5,261,257,4,4,1,1,5,0,0,0,0,0,205,0,10,Matches
5294a83f,Luis Alberto,es ESP,MF,Lazio,30-164,1992,14.7,1047,911,131,40,8,4,88,5,68,34,29,0,844,5,19,Matches
ab472696,Agustín Álvarez Martínez,uy URU,"FW,MF",Sassuolo,21-296,2001,3.5,72,68,4,0,0,1,2,0,1,0,1,0,58,0,1,Matches
bcc81786,Kelvin Amian,fr FRA,DF,Spezia,25-031,1998,15.7,615,498,115,10,1,2,14,104,0,0,0,0,463,2,18,Matches
2df7cc43,Bruno Amione,ar ARG,DF,Hellas Verona,21-067,2002,0.6,16,9,7,0,0,0,0,3,0,0,0,0,11,0,1,Matches
2df7cc43,Bruno Amione,ar ARG,DF,Sampdoria,21-067,2002,12.8,604,539,63,24,0,0,3,39,0,0,0,0,470,2,13,Matches
10b9fa99,Ethan Ampadu,wls WAL,"DF,MF",Spezia,22-178,2000,19.1,917,835,77,34,2,12,10,38,0,0,0,0,710,5,13,Matches
5a2cb25d,Sofyan Amrabat,ma MAR,MF,Fiorentina,26-202,1996,16.4,1086,1012,72,63,0,15,21,7,1,0,0,0,957,2,16,Matches
9f1893b9,Felipe Anderson,br BRA,FW,Lazio,29-330,1993,21.4,877,852,23,2,3,5,30,10,3,1,2,0,670,2,26,Matches
38d9ce53,Janis Antiste,fr FRA,FW,Sassuolo,20-205,2002,0.6,18,18,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches
108fe016,Marcos Antônio,br BRA,MF,Lazio,22-271,2000,3.5,206,204,2,2,0,0,0,0,0,0,0,0,184,0,0,Matches
8f68aa41,Valentin Antov,bg BUL,DF,Monza,22-122,2000,1.9,111,101,10,2,0,0,1,8,0,0,0,0,92,0,1,Matches
00459419,Marko Arnautović,at AUT,FW,Bologna,33-326,1989,13.5,367,330,31,0,2,0,8,3,0,0,0,0,260,6,12,Matches
963a328b,Tolgay Arslan,de GER,MF,Udinese,32-207,1990,10.1,440,402,38,22,0,11,22,5,11,5,1,0,351,0,11,Matches
a820e429,Arthur,br BRA,FW,Fiorentina,24-320,1998,9.3,179,165,14,0,0,0,1,2,0,0,0,0,127,0,10,Matches
e26fcca3,Santiago Ascacíbar,ar ARG,MF,Cremonese,26-014,1997,8.1,435,412,21,11,0,4,5,5,5,0,3,0,358,2,9,Matches
a69cc629,Kristoffer Askildsen,no NOR,MF,Lecce,22-061,2001,6.9,228,196,31,11,0,7,19,3,15,7,6,0,144,1,7,Matches
0fdcef0e,Kristjan Asllani,al ALB,MF,Inter,21-002,2002,3.3,226,215,10,5,1,2,8,0,5,2,2,0,196,1,3,Matches
649b01d8,Emil Audero,it ITA,GK,Sampdoria,26-052,1997,25.0,919,628,286,86,0,0,0,0,0,0,0,0,616,5,2,Matches
3cd3b384,Tommaso Augello,it ITA,DF,Sampdoria,28-193,1994,21.2,1135,898,236,29,0,5,93,205,2,0,2,0,807,1,53,Matches
2200181e,Kaan Ayhan,tr TUR,DF,Sassuolo,28-121,1994,6.1,332,311,20,15,0,7,0,2,0,0,0,0,288,1,2,Matches
dfd24c07,Jaime Báez,uy URU,DF,Cremonese,27-320,1995,1.1,48,44,4,2,0,0,9,0,2,0,1,0,32,0,2,Matches
f42d6c13,Nedim Bajrami,al ALB,"MF,FW",Empoli,24-011,1999,10.5,348,305,43,9,0,4,35,8,18,10,5,0,260,0,8,Matches
f42d6c13,Nedim Bajrami,al ALB,FW,Sassuolo,24-011,1999,3.2,110,100,10,2,0,0,13,1,7,1,5,0,77,0,4,Matches
59bf127b,Tiemoué Bakayoko,fr FRA,MF,Milan,28-206,1994,0.4,17,17,0,0,0,0,0,0,0,0,0,0,15,0,0,Matches
102e2599,Tommaso Baldanzi,it ITA,MF,Empoli,19-353,2003,11.1,404,375,27,4,2,3,10,0,0,0,0,0,334,2,13,Matches
f449640d,Fodé Ballo-Touré,sn SEN,DF,Milan,26-067,1997,2.2,118,90,28,2,0,1,8,26,0,0,0,0,103,0,2,Matches
8a6de8c7,Lameck Banda,zm ZAM,"FW,MF",Lecce,22-041,2001,13.0,294,283,10,1,0,0,32,3,6,3,0,0,190,1,17,Matches
d44360be,Filippo Bandinelli,it ITA,MF,Empoli,27-347,1995,18.4,761,704,51,8,1,5,69,32,9,3,5,0,562,6,31,Matches
01efac19,Antonín Barák,cz CZE,MF,Hellas Verona,28-098,1994,0.3,14,13,1,0,0,0,1,0,0,0,0,0,11,0,0,Matches
01efac19,Antonín Barák,cz CZE,MF,Fiorentina,28-098,1994,12.7,461,445,15,6,2,4,9,4,0,0,0,0,376,1,14,Matches
32ebfe1e,Andrea Barberis,it ITA,MF,Monza,29-090,1993,3.5,158,150,8,5,0,0,4,1,2,0,2,0,133,0,2,Matches
6928979a,Nicolò Barella,it ITA,MF,Inter,26-032,1997,21.6,1132,1103,23,11,5,12,64,7,3,0,1,0,915,6,19,Matches
6caffe81,Enzo Barrenechea,ar ARG,MF,Juventus,21-293,2001,0.8,43,42,1,1,0,0,0,0,0,0,0,0,35,0,4,Matches
e5bf73f3,Musa Barrow,gm GAM,"FW,MF",Bologna,24-117,1998,11.6,401,341,55,10,1,10,61,7,31,13,16,0,270,5,11,Matches
5a08ee41,Federico Baschirotto,it ITA,DF,Lecce,26-172,1996,24.0,913,835,72,48,1,16,8,18,0,0,0,0,664,6,7,Matches
80556f08,Toma Bašić,hr CRO,MF,Lazio,26-106,1996,4.4,222,205,17,5,2,0,17,0,5,2,3,0,161,0,11,Matches
75b86fb3,Alessandro Bastoni,it ITA,DF,Inter,23-332,1999,18.1,1188,1072,110,40,1,17,36,59,0,0,0,0,994,6,16,Matches
1ac232b8,Simone Bastoni,it ITA,"MF,DF",Spezia,26-126,1996,10.5,469,374,94,21,2,4,86,31,42,24,14,0,281,1,29,Matches
78e6bf2c,Brian Bayeye,fr FRA,DF,Torino,22-254,2000,0.6,46,35,11,0,0,0,1,11,0,0,0,0,29,0,5,Matches
19e4eab9,Rodrigo Becão,br BRA,DF,Udinese,27-051,1996,18.7,945,799,145,42,1,6,12,103,0,0,0,0,733,1,23,Matches
e892c325,Julius Beck,dk DEN,MF,Spezia,17-318,2005,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
