id,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
4b7a9fcc,James Abankwah,ie IRL,DF,Udinese,18,2004,0.7,23,29,79.3,375,79,14,15,93.3,6,8,75.0,2,5,40.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
8f5cdf66,Oliver Abildgaard,dk DEN,MF,Hellas Verona,26,1996,6.6,115,195,59.0,1943,930,58,85,68.2,41,71,57.7,13,27,48.1,0,0.4,0.3,-0.4,6,17,3,2,15,Matches
f586779e,Tammy Abraham,eng ENG,FW,Roma,24,1997,24.3,342,513,66.7,4964,1248,198,260,76.2,102,163,62.6,24,36,66.7,3,3.6,2.8,-0.6,33,18,17,2,54,Matches
771a2cfe,Christian Acella,it ITA,MF,Cremonese,20,2002,0.2,9,9,100.0,129,4,5,5,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Inter,34,1988,26.9,1455,1644,88.5,27034,8090,545,594,91.8,737,802,91.9,149,202,73.8,2,1.1,1.2,+0.9,16,86,14,3,100,Matches
26777636,Yacine Adli,fr FRA,"MF,FW",Milan,22,2000,1.6,49,76,64.5,931,308,21,28,75.0,17,24,70.8,9,16,56.3,0,0.3,0.2,-0.3,2,6,2,0,10,Matches
f9c927de,Michel Aebischer,ch SUI,"FW,MF",Bologna,25,1997,17.1,557,674,82.6,8050,2143,312,343,91.0,189,223,84.8,27,51,52.9,0,0.6,0.5,-0.6,15,37,7,1,46,Matches
0154d290,Felix Afena-Gyan,gh GHA,"FW,MF",Cremonese,19,2003,9.1,146,193,75.6,1855,194,99,115,86.1,34,46,73.9,4,7,57.1,0,0.1,0.2,-0.1,3,3,0,0,8,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Spezia,23,1998,23.7,531,735,72.2,7885,2631,295,349,84.5,173,226,76.5,30,54,55.6,1,3.0,2.6,-2.0,28,58,31,2,110,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,25,1996,9.7,402,544,73.9,6725,2554,210,232,90.5,130,173,75.1,48,93,51.6,1,2.1,1.9,-1.1,12,35,14,9,43,Matches
d810c13b,Emanuel Aiwum,at AUT,DF,Cremonese,21,2000,18.4,646,817,79.1,10819,3713,297,332,89.5,294,349,84.2,40,97,41.2,0,0.4,0.8,-0.4,4,48,7,1,46,Matches
fdf4b948,Jean-Daniel Akpa-Akpro,ci CIV,"MF,FW",Empoli,29,1992,15.1,302,406,74.4,4399,1671,167,201,83.1,96,118,81.4,18,36,50.0,1,1.0,1.2,0.0,6,24,9,2,39,Matches
5294a83f,Luis Alberto,es ESP,MF,Lazio,29,1992,27.1,1640,1988,82.5,25338,8690,905,986,91.8,560,646,86.7,116,238,48.7,7,7.0,6.3,0.0,66,210,56,1,248,Matches
ab472696,Agustín Álvarez Martínez,uy URU,"FW,MF",Sassuolo,21,2001,4.1,68,84,81.0,942,179,43,52,82.7,13,17,76.5,6,8,75.0,1,0.4,0.3,+0.6,2,4,2,0,6,Matches
bcc81786,Kelvin Amian,fr FRA,DF,Spezia,24,1998,26.4,830,1110,74.8,13341,5833,414,481,86.1,324,419,77.3,59,131,45.0,1,2.3,2.2,-1.3,18,80,19,10,102,Matches
2df7cc43,Bruno Amione,ar ARG,DF,Hellas Verona,20,2002,0.6,11,16,68.8,167,40,6,6,100.0,5,7,71.4,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2df7cc43,Bruno Amione,ar ARG,DF,Sampdoria,20,2002,23.2,821,1032,79.6,14337,5874,337,386,87.3,413,479,86.2,59,117,50.4,1,0.6,0.8,+0.4,3,38,3,1,54,Matches
10b9fa99,Ethan Ampadu,wls WAL,"DF,MF",Spezia,21,2000,29.3,1254,1548,81.0,23855,9527,474,538,88.1,631,707,89.3,134,253,53.0,1,1.1,0.9,-0.1,13,106,14,4,125,Matches
5a2cb25d,Sofyan Amrabat,ma MAR,MF,Fiorentina,25,1996,22.2,1323,1490,88.8,26717,7147,450,504,89.3,636,677,93.9,217,258,84.1,1,1.1,1.6,-0.1,12,158,23,10,176,Matches
9f1893b9,Felipe Anderson,br BRA,FW,Lazio,29,1993,32.9,1093,1410,77.5,15203,3384,665,780,85.3,331,416,79.6,49,86,57.0,2,4.8,4.2,-2.8,47,61,47,6,114,Matches
