id,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Lazio,31,1988,35.1,1844,2073,89.0,38047,14343,636,686,92.7,903,970,93.1,279,371,75.2,2,1.7,1.7,+0.3,8,149,15,5,150,Matches
3ed84b2c,Bobby Adekanye,nl NED,FW,Lazio,20,1999,2.1,38,43,88.4,500,64,20,24,83.3,12,12,100.0,2,2,100.0,0,0.2,0.1,-0.2,3,0,1,1,2,Matches
ce5b170a,Claud Adjapong,it ITA,DF,Hellas Verona,21,1998,2.6,58,83,69.9,852,314,35,42,83.3,16,25,64.0,3,7,42.9,0,0.0,0.0,0.0,0,3,0,0,5,Matches
8bc8829a,Lucien Agoume,fr FRA,MF,Inter,17,2002,0.8,35,38,92.1,619,208,14,14,100.0,17,19,89.5,4,4,100.0,0,0.1,0.1,-0.1,1,5,2,1,7,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Fiorentina,20,1998,0.7,29,37,78.4,403,135,18,23,78.3,8,9,88.9,2,3,66.7,0,0.1,0.1,-0.1,2,2,1,0,4,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Genoa,20,1998,7.4,239,293,81.6,3277,893,143,161,88.8,70,80,87.5,12,18,66.7,1,1.6,1.3,-0.6,12,21,5,0,41,Matches
fe0b8f0e,Emmanuel Agyemang-Badu,gh GHA,MF,Hellas Verona,28,1990,2.6,90,104,86.5,1561,243,41,45,91.1,40,46,87.0,8,10,80.0,0,0.0,0.1,0.0,1,5,1,0,7,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,22,1996,23.1,862,1185,72.7,13825,5497,488,564,86.5,282,379,74.4,77,175,44.0,2,2.5,1.9,-0.5,22,57,17,13,80,Matches
5294a83f,Luis Alberto,es ESP,MF,Lazio,26,1992,34.6,1793,2296,78.1,30192,10809,843,950,88.7,685,810,84.6,196,364,53.8,15,11.4,8.9,+3.6,106,303,90,7,371,Matches
95adf1e1,Enrico Alfonso,it ITA,GK,Brescia,31,1988,3.1,58,80,72.5,1478,1039,11,11,100.0,31,32,96.9,16,37,43.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
cc700722,Allan,br BRA,MF,Napoli,28,1991,14.2,726,842,86.2,11883,3216,367,401,91.5,272,299,91.0,65,85,76.5,1,1.1,0.8,-0.1,15,74,10,2,82,Matches
585a73a8,Bruno Alves,pt POR,DF,Parma,37,1981,29.7,1107,1347,82.2,28167,11376,181,224,80.8,602,673,89.5,314,420,74.8,0,0.5,0.5,-0.5,7,74,4,1,99,Matches
5a2cb25d,Sofyan Amrabat,ma MAR,MF,Hellas Verona,22,1996,32.4,1510,1738,86.9,28019,6557,578,645,89.6,713,774,92.1,170,223,76.2,1,2.4,2.0,-1.4,29,153,29,9,199,Matches
ca241ad3,Djavan Anderson,nl NED,"FW,DF",Lazio,24,1995,1.9,58,66,87.9,921,139,25,26,96.2,26,31,83.9,4,4,100.0,0,0.0,0.1,0.0,0,1,1,1,0,Matches
fe471a89,Lorenzo Andrenacci,it ITA,GK,Brescia,24,1995,5.9,124,162,76.5,3635,2659,18,18,100.0,61,61,100.0,45,83,54.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
df525574,Peter Ankersen,dk DEN,DF,Genoa,28,1990,11.8,495,607,81.5,6880,2455,296,328,90.2,160,203,78.8,17,35,48.6,1,0.6,0.7,+0.4,6,16,11,6,36,Matches
bbafc0c4,Cristian Ansaldi,ar ARG,"DF,MF",Torino,32,1986,19.6,571,819,69.7,11582,4418,249,278,89.6,198,279,71.0,111,216,51.4,4,3.3,3.8,+0.7,33,57,49,39,66,Matches
91976866,Mirko Antonucci,it ITA,"FW,MF",Roma,20,1999,0.9,16,21,76.2,210,27,11,14,78.6,5,5,100.0,0,1,0.0,0,0.0,0.1,0.0,1,1,0,0,1,Matches
2b15a82a,Guilherme Arana,br BRA,DF,Atalanta,22,1997,0.9,42,56,75.0,548,183,30,34,88.2,11,12,91.7,1,4,25.0,0,0.0,0.0,0.0,1,2,3,1,4,Matches
2f7407fa,Nicolò Armini,it ITA,DF,Lazio,18,2001,0.0,3,3,100.0,43,28,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
