id,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
5f09991f,Patrick van Aanholt,nl NED,DF,Crystal Palace,27,1990,35.5,86,2.42,67,8,2,7,2,0,6,0.17,4,1,0,1,0,0,Matches
4d034881,Sergio Agüero,ar ARG,FW,Manchester City,30,1988,27.3,91,3.33,60,1,11,10,7,2,19,0.70,14,0,2,2,1,0,Matches
eaeca114,Nathan Aké,nl NED,DF,Bournemouth,23,1995,37.9,24,0.63,19,0,0,4,1,0,1,0.03,0,0,0,0,1,0,Matches
b827d5b3,Marc Albrighton,eng ENG,"FW,MF",Leicester City,28,1989,18.1,47,2.60,37,4,3,3,0,0,4,0.22,4,0,0,0,0,0,Matches
f7d50789,Toby Alderweireld,be BEL,DF,Tottenham,29,1989,32.5,34,1.05,29,0,1,4,0,0,2,0.06,2,0,0,0,0,0,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,Liverpool,19,1998,27.4,96,3.51,62,24,6,2,1,1,18,0.66,13,5,0,0,0,0,Matches
7a2e46a8,Alisson,br BRA,GK,Liverpool,25,1992,38.0,4,0.11,1,3,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
cea4ee8f,Dele Alli,eng ENG,MF,Tottenham,22,1996,20.3,64,3.16,45,2,6,5,5,1,5,0.25,3,0,0,1,1,0,Matches
862a1c15,Miguel Almirón,py PAR,MF,Newcastle Utd,24,1994,8.4,36,4.27,27,0,1,3,3,2,3,0.36,1,0,0,1,1,0,Matches
f4290206,Marcos Alonso,es ESP,DF,Chelsea,27,1990,30.7,66,2.15,55,1,0,5,4,1,10,0.33,6,0,0,2,2,0,Matches
1a4ef233,Daniel Amartey,gh GHA,DF,Leicester City,23,1994,7.1,11,1.55,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
77128f7e,Luke Amos,eng ENG,MF,Tottenham,21,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
9f1893b9,Felipe Anderson,br BRA,"MF,FW",West Ham,25,1993,33.8,139,4.11,95,17,11,5,7,4,15,0.44,10,0,3,2,0,0,Matches
dc008610,Florin Andone,ro ROU,FW,Brighton,25,1993,9.8,13,1.33,7,0,1,3,2,0,1,0.10,0,0,0,1,0,0,Matches
ac05f970,Michail Antonio,jm JAM,"MF,FW",West Ham,28,1990,23.4,64,2.74,40,0,9,8,5,2,10,0.43,5,0,1,2,2,0,Matches
97333cf5,Stuart Armstrong,sct SCO,MF,Southampton,26,1992,15.9,61,3.83,43,2,3,5,7,1,8,0.50,6,0,0,0,2,0,Matches
00459419,Marko Arnautović,at AUT,FW,West Ham,29,1989,22.1,66,2.99,52,0,5,7,2,0,8,0.36,7,0,0,1,0,0,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,Chelsea,23,1994,36.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2f4c5a52,Harry Arter,ie IRL,MF,Cardiff City,28,1989,22.2,37,1.67,32,1,1,2,1,0,6,0.27,5,0,0,1,0,0,Matches
8816329f,Christian Atsu,gh GHA,MF,Newcastle Utd,26,1992,16.6,42,2.53,32,0,1,4,5,0,5,0.30,3,0,1,1,0,0,Matches
d5dd5f1f,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,29,1989,30.3,60,1.98,42,0,7,5,5,1,11,0.36,6,0,1,2,2,0,Matches
5c2b4f07,Serge Aurier,ci CIV,DF,Tottenham,25,1992,6.3,12,1.91,9,1,1,0,0,1,3,0.48,3,0,0,0,0,0,Matches
8d228291,Charlie Austin,eng ENG,FW,Southampton,29,1989,10.9,23,2.11,13,0,0,5,3,2,2,0.18,1,0,0,1,0,0,Matches
da052c14,Jordan Ayew,gh GHA,FW,Crystal Palace,26,1991,13.1,33,2.51,21,0,1,5,4,2,5,0.38,3,0,0,1,0,1,Matches
fd5888a0,Floyd Ayité,tg TOG,"FW,MF",Fulham,29,1988,5.3,16,3.03,13,1,1,1,0,0,1,0.19,0,0,1,0,0,0,Matches
53cad200,César Azpilicueta,es ESP,DF,Chelsea,28,1989,37.8,67,1.77,60,2,1,1,2,1,10,0.26,9,0,0,0,1,0,Matches
6438d426,Ryan Babel,nl NED,"FW,MF",Fulham,31,1986,13.9,50,3.60,31,7,6,4,2,0,6,0.43,4,0,1,1,0,0,Matches
aaf1bf05,Juninho Bacuna,cw CUW,"MF,DF",Huddersfield,20,1997,15.7,41,2.61,30,6,2,0,3,0,0,0.00,0,0,0,0,0,0,Matches
9dc69d38,Leandro Bacuna,cw CUW,MF,Cardiff City,26,1991,6.2,7,1.12,5,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
a1232f4e,Eric Bailly,ci CIV,DF,Manchester Utd,24,1994,7.1,2,0.28,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
b18095b6,Leighton Baines,eng ENG,DF,Everton,33,1984,4.2,10,2.40,3,6,0,1,0,0,2,0.48,1,1,0,0,0,0,Matches
3626f7d9,Fabián Balbuena,py PAR,DF,West Ham,26,1991,22.4,12,0.54,7,0,0,5,0,0,1,0.04,0,0,0,1,0,0,Matches
78e68b4d,Leon Balogun,ng NGA,DF,Brighton,30,1988,6.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
5534217d,Sol Bamba,ci CIV,DF,Cardiff City,33,1985,27.5,18,0.65,10,1,1,5,1,0,2,0.07,2,0,0,0,0,0,Matches
1ae30132,Phil Bardsley,sct SCO,DF,Burnley,33,1985,18.6,20,1.08,16,2,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
3a24769f,Ross Barkley,eng ENG,MF,Chelsea,24,1993,13.8,55,3.98,43,0,3,4,2,3,9,0.65,7,0,0,1,0,1,Matches
2691c772,Ashley Barnes,eng ENG,FW,Burnley,28,1989,26.5,51,1.92,30,0,0,9,11,1,6,0.23,2,0,0,3,1,0,Matches
3ea50f67,Harvey Barnes,eng ENG,"MF,FW",Leicester City,20,1997,11.2,50,4.48,36,0,9,5,0,0,4,0.36,2,0,1,1,0,0,Matches
6a189491,Antonio Barreca,it ITA,DF,Newcastle Utd,23,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2973d8ff,Michy Batshuayi,be BEL,FW,Crystal Palace,24,1993,8.3,21,2.52,10,0,4,6,1,0,3,0.36,1,0,0,2,0,0,Matches
4115ce4e,Jan Bednarek,pl POL,DF,Southampton,22,1996,23.9,18,0.75,13,2,0,3,0,0,2,0.08,2,0,0,0,0,0,Matches
7b4de647,Asmir Begović,ba BIH,GK,Bournemouth,31,1987,24.0,1,0.04,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
f874dd44,Héctor Bellerín,es ESP,DF,Arsenal,23,1995,17.0,37,2.17,32,0,2,3,0,0,9,0.53,8,0,0,1,0,0,Matches
dc936144,Joe Bennett,eng ENG,DF,Cardiff City,28,1990,29.3,34,1.16,29,1,0,1,3,0,2,0.07,1,0,0,0,1,0,Matches
0bad4516,Ryan Bennett,eng ENG,DF,Wolves,28,1990,34.0,26,0.76,19,4,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
ab070c55,Christian Benteke,be BEL,FW,Crystal Palace,27,1990,9.0,16,1.77,13,0,1,1,1,0,2,0.22,1,0,0,0,1,0,Matches
f72293fc,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,27,1990,19.5,71,3.65,40,17,1,8,5,0,9,0.46,6,1,0,2,0,0,Matches
ab4b3e35,Bernard,br BRA,"FW,MF",Everton,25,1992,23.5,84,3.57,63,1,10,2,6,2,13,0.55,9,0,3,1,0,0,Matches
17370b95,Bernardo,br BRA,DF,Brighton,23,1995,19.5,28,1.44,20,2,1,1,4,0,1,0.05,1,0,0,0,0,0,Matches
01226327,Ryan Bertrand,eng ENG,DF,Southampton,28,1989,24.0,53,2.21,36,11,0,1,4,1,6,0.25,4,2,0,0,0,0,Matches
0d85a4e8,Marcus Bettinelli,eng ENG,GK,Fulham,26,1992,7.0,3,0.43,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
d328a254,Philip Billing,dk DEN,MF,Huddersfield,22,1996,24.3,68,2.80,39,12,2,9,4,2,3,0.12,2,1,0,0,0,0,Matches
6c203af0,Yves Bissouma,ml MLI,MF,Brighton,21,1996,19.7,54,2.74,35,1,10,2,6,0,2,0.10,1,0,0,0,1,0,Matches
a4ac4b8f,Willy Boly,ci CIV,DF,Wolves,27,1991,35.2,29,0.82,25,0,0,3,0,1,0,0.00,0,0,0,0,0,0,Matches
da23d58d,Léo Bonatini,br BRA,FW,Wolves,24,1994,1.5,8,5.33,7,0,0,1,0,0,3,2.00,3,0,0,0,0,0,Matches
cfd5e123,Gaëtan Bong,cm CMR,DF,Brighton,30,1988,20.1,18,0.90,13,3,2,0,0,0,1,0.05,1,0,0,0,0,0,Matches
34ccf6fa,Artur Boruc,pl POL,GK,Bournemouth,38,1980,12.0,4,0.33,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
