id,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
5f09991f,Patrick van Aanholt,nl NED,DF,Crystal Palace,26,1990,24.3,46,1.90,24,12,6,2,1,1,4,0.16,2,0,2,0,0,0,Matches
c5942695,Rolando Aarons,eng ENG,"MF,FW",Newcastle Utd,21,1995,1.5,1,0.65,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
f586779e,Tammy Abraham,eng ENG,FW,Swansea City,19,1997,19.2,42,2.19,19,0,11,5,5,2,2,0.10,1,0,0,1,0,0,Matches
aff418dc,Charlie Adam,sct SCO,MF,Stoke City,31,1985,4.6,17,3.72,7,2,3,1,4,0,1,0.22,1,0,0,0,0,0,Matches
f76e6b4e,Adrián,es ESP,GK,West Ham,30,1987,19.0,2,0.11,1,1,0,0,0,0,1,0.05,0,1,0,0,0,0,Matches
9a8c6673,Ibrahim Afellay,nl NED,MF,Stoke City,31,1986,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
b63f4077,Benik Afobe,cd COD,FW,Bournemouth,24,1993,6.8,11,1.84,6,0,1,2,2,0,1,0.17,0,0,0,0,1,0,Matches
4d034881,Sergio Agüero,ar ARG,FW,Manchester City,29,1988,21.8,80,3.67,57,0,14,5,3,1,12,0.55,8,0,3,0,0,1,Matches
eaeca114,Nathan Aké,nl NED,DF,Bournemouth,22,1995,37.3,20,0.54,17,0,3,0,0,0,5,0.13,5,0,0,0,0,0,Matches
b827d5b3,Marc Albrighton,eng ENG,"MF,FW",Leicester City,27,1989,28.2,79,2.80,51,15,9,1,3,0,11,0.39,10,1,0,0,0,0,Matches
f7d50789,Toby Alderweireld,be BEL,DF,Tottenham,28,1989,13.1,20,1.53,16,0,3,1,0,0,0,0.00,0,0,0,0,0,0,Matches
cd1acf9d,Trent Alexander-Arnold,eng ENG,DF,Liverpool,18,1998,17.5,42,2.40,29,7,2,2,0,2,3,0.17,2,0,1,0,0,0,Matches
9feb8f24,Joe Allen,wls WAL,MF,Stoke City,27,1990,34.9,74,2.12,63,3,2,1,4,1,12,0.34,8,1,1,0,1,1,Matches
cea4ee8f,Dele Alli,eng ENG,"MF,FW",Tottenham,21,1996,32.9,133,4.05,104,1,5,6,14,3,19,0.58,14,0,0,3,2,0,Matches
f4290206,Marcos Alonso,es ESP,"DF,MF",Chelsea,26,1990,31.7,81,2.55,64,5,2,6,3,1,7,0.22,7,0,0,0,0,0,Matches
1a4ef233,Daniel Amartey,gh GHA,DF,Leicester City,22,1994,5.4,2,0.37,0,1,0,0,1,0,1,0.18,0,1,0,0,0,0,Matches
10b9fa99,Ethan Ampadu,wls WAL,DF,Chelsea,16,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
7c2a398c,Nordin Amrabat,ma MAR,FW,Watford,30,1987,2.2,5,2.27,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
ac05f970,Michail Antonio,jm JAM,"FW,MF",West Ham,27,1990,15.0,38,2.53,24,1,6,1,6,0,5,0.33,1,0,2,1,1,0,Matches
b1313ec4,Scott Arfield,ca CAN,"MF,FW",Burnley,28,1988,14.8,22,1.49,14,0,3,3,2,0,3,0.20,1,0,1,0,1,0,Matches
00459419,Marko Arnautović,at AUT,"FW,MF",West Ham,28,1989,25.7,80,3.11,51,2,15,7,4,1,16,0.62,10,0,3,2,0,1,Matches
2f4c5a52,Harry Arter,ie IRL,MF,Bournemouth,27,1989,10.7,23,2.16,19,2,0,0,0,2,1,0.09,0,0,0,0,0,1,Matches
8816329f,Christian Atsu,gh GHA,"FW,MF",Newcastle Utd,25,1992,19.8,54,2.72,38,1,8,1,5,1,6,0.30,3,0,1,1,1,0,Matches
d5dd5f1f,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,28,1989,11.7,30,2.55,21,0,4,4,1,0,8,0.68,5,0,1,1,1,0,Matches
5c2b4f07,Serge Aurier,ci CIV,DF,Tottenham,24,1992,15.9,38,2.39,29,1,2,5,1,0,4,0.25,1,0,1,1,1,0,Matches
8d228291,Charlie Austin,eng ENG,FW,Southampton,28,1989,11.5,23,1.99,15,0,2,5,1,0,1,0.09,0,0,0,1,0,0,Matches
5dbefa9d,André Ayew,gh GHA,"MF,FW",West Ham,27,1989,9.9,13,1.31,8,0,3,0,2,0,4,0.40,3,0,1,0,0,0,Matches
5dbefa9d,André Ayew,gh GHA,"MF,FW",Swansea City,27,1989,10.6,20,1.89,15,1,1,2,1,0,4,0.38,2,0,0,1,1,0,Matches
da052c14,Jordan Ayew,gh GHA,"FW,MF",Swansea City,25,1991,31.7,83,2.62,38,1,15,12,12,5,4,0.13,1,0,1,2,0,0,Matches
53cad200,César Azpilicueta,es ESP,DF,Chelsea,27,1989,37.0,61,1.65,58,0,1,1,0,1,8,0.22,8,0,0,0,0,0,Matches
a1232f4e,Eric Bailly,ci CIV,DF,Manchester Utd,23,1994,11.1,4,0.36,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
b18095b6,Leighton Baines,eng ENG,DF,Everton,32,1984,21.2,46,2.17,35,9,1,0,1,0,4,0.19,2,1,1,0,0,0,Matches
59bf127b,Tiemoué Bakayoko,fr FRA,MF,Chelsea,22,1994,23.6,45,1.91,37,0,2,3,1,2,6,0.25,6,0,0,0,0,0,Matches
9d597f08,Sam Baldock,eng ENG,FW,Brighton,28,1989,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
ca9178af,Beni Baningime,cd COD,MF,Everton,18,1998,2.2,3,1.36,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1ae30132,Phil Bardsley,sct SCO,DF,Burnley,32,1985,12.5,14,1.12,12,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
3a24769f,Ross Barkley,eng ENG,MF,Chelsea,23,1993,1.4,4,2.79,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2691c772,Ashley Barnes,eng ENG,FW,Burnley,27,1989,24.1,51,2.12,34,0,4,2,11,0,7,0.29,5,0,1,0,1,0,Matches
3ea50f67,Harvey Barnes,eng ENG,"MF,FW",Leicester City,19,1997,0.1,1,9.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
7dbbe367,Gareth Barry,eng ENG,MF,West Brom,36,1981,21.4,38,1.78,28,5,1,0,4,0,2,0.09,2,0,0,0,0,0,Matches
18e96f64,Kyle Bartley,eng ENG,DF,Swansea City,26,1991,2.6,2,0.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2973d8ff,Michy Batshuayi,be BEL,FW,Chelsea,23,1993,4.0,9,2.25,7,0,1,1,0,0,2,0.50,2,0,0,0,0,0,Matches
cfe6238d,Moritz Bauer,at AUT,"DF,MF",Stoke City,25,1992,14.5,23,1.58,18,2,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
4115ce4e,Jan Bednarek,pl POL,DF,Southampton,21,1996,4.7,2,0.42,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
7b4de647,Asmir Begović,ba BIH,GK,Bournemouth,30,1987,38.0,4,0.11,2,2,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
f874dd44,Héctor Bellerín,es ESP,DF,Arsenal,22,1995,33.9,85,2.51,76,2,1,2,3,1,8,0.24,7,0,0,1,0,0,Matches
8309b068,Yohan Benalouane,tn TUN,DF,Leicester City,30,1987,1.0,2,2.00,0,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
ab070c55,Christian Benteke,be BEL,FW,Crystal Palace,26,1990,24.9,68,2.73,43,0,5,12,8,0,13,0.52,8,0,1,1,3,0,Matches
25b166d0,Saido Berahino,bi BDI,FW,Stoke City,23,1993,5.5,9,1.64,6,0,0,2,1,0,1,0.18,1,0,0,0,0,0,Matches
f72293fc,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,26,1990,31.5,117,3.72,53,42,9,7,6,0,9,0.29,5,2,0,2,0,0,Matches
01226327,Ryan Bertrand,eng ENG,DF,Southampton,27,1989,34.8,76,2.18,54,12,4,4,1,1,7,0.20,4,1,1,1,0,0,Matches
7ca9f0f0,Muhamed Bešić,ba BIH,MF,Everton,24,1992,0.5,2,3.91,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
d328a254,Philip Billing,dk DEN,MF,Huddersfield,21,1996,8.5,6,0.71,4,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
7f4f3e49,Mame Biram Diouf,sn SEN,"FW,DF",Stoke City,29,1987,28.8,51,1.77,29,1,2,10,9,0,4,0.14,4,0,0,0,0,0,Matches
691bef82,Daley Blind,nl NED,"DF,MF",Manchester Utd,27,1990,4.0,14,3.48,10,2,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
fe012aca,Jeremie Boga,ci CIV,MF,Chelsea,20,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
715fc0fe,Yannick Bolasie,cd COD,FW,Everton,28,1989,9.5,12,1.27,9,0,0,1,2,0,1,0.11,1,0,0,0,0,0,Matches
cfd5e123,Gaëtan Bong,cm CMR,DF,Brighton,29,1988,24.8,20,0.80,17,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
61abe9b6,Wilfried Bony,ci CIV,FW,Swansea City,28,1988,7.9,16,2.04,9,0,2,2,3,0,1,0.13,0,0,0,1,0,0,Matches
b0c71810,Sofiane Boufal,ma MAR,"FW,MF",Southampton,23,1993,13.5,54,3.99,30,4,11,3,5,1,8,0.59,5,0,3,0,0,0,Matches
96bb8cc2,Robbie Brady,ie IRL,MF,Burnley,25,1992,14.2,59,4.16,19,30,3,4,2,1,5,0.35,3,1,0,1,0,0,Matches
10072610,Claudio Bravo,cl CHI,GK,Manchester City,34,1983,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
356a9a62,Miguel Britos,uy URU,DF,Watford,32,1985,8.9,8,0.90,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
b92dd711,Leon Britton,eng ENG,MF,Swansea City,34,1982,3.4,3,0.89,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
bf54c8cc,Izzy Brown,eng ENG,"MF,FW",Brighton,20,1997,3.5,12,3.48,9,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
78803d03,Bruno,es ESP,DF,Brighton,36,1980,22.4,37,1.65,28,4,3,0,2,0,2,0.09,2,0,0,0,0,0,Matches
ec7e6ad1,Chris Brunt,nir NIR,"MF,DF",West Brom,32,1984,21.3,76,3.56,41,28,3,3,0,1,10,0.47,4,5,0,1,0,0,Matches
f631c17f,Oliver Burke,sct SCO,"FW,MF",West Brom,20,1997,4.1,10,2.45,7,0,1,1,1,0,3,0.74,2,0,0,0,1,0,Matches
cc70a1d5,Jack Butland,eng ENG,GK,Stoke City,24,1993,35.0,10,0.29,6,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1bf811d4,Sam Byram,eng ENG,"DF,MF",West Ham,23,1993,2.8,2,0.73,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
a179d516,Willy Caballero,ar ARG,GK,Chelsea,35,1981,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
ad7b19ef,Yohan Cabaye,fr FRA,MF,Crystal Palace,31,1986,26.4,84,3.18,37,34,2,3,5,3,6,0.23,3,1,0,1,1,0,Matches
7914b9fe,Gary Cahill,eng ENG,DF,Chelsea,31,1985,23.2,7,0.30,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
59e6e5bf,Dominic Calvert-Lewin,eng ENG,FW,Everton,20,1997,20.9,45,2.15,29,0,3,5,7,1,11,0.53,6,0,1,2,2,0,Matches
1a160ea3,Geoff Cameron,us USA,"DF,MF",Stoke City,32,1985,16.9,15,0.89,10,1,2,2,0,0,1,0.06,0,0,0,1,0,0,Matches
38aefb74,Tyrese Campbell,eng ENG,FW,Stoke City,17,1999,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
a65ce836,Emre Can,de GER,MF,Liverpool,23,1994,23.2,59,2.54,51,2,1,2,3,0,10,0.43,8,1,0,0,1,0,Matches
5acc4a10,Étienne Capoue,fr FRA,MF,Watford,29,1988,17.1,31,1.81,21,2,2,1,2,3,2,0.12,1,0,0,1,0,0,Matches
ab7263c1,Michael Carrick,eng ENG,MF,Manchester Utd,36,1981,1.2,5,4.13,4,0,0,1,0,0,1,0.83,1,0,0,0,0,0,Matches
7527558b,André Carrillo,pe PER,"FW,MF",Watford,26,1991,17.1,64,3.74,38,1,17,2,4,2,3,0.18,2,0,1,0,0,0,Matches
8f898ba8,Guido Carrillo,ar ARG,FW,Southampton,26,1991,5.0,11,2.20,9,0,1,1,0,0,1,0.20,1,0,0,0,0,0,Matches
b581987a,Andy Carroll,eng ENG,FW,West Ham,28,1989,8.3,17,2.04,11,0,2,3,1,0,1,0.12,0,0,0,1,0,0,Matches
5a1900a4,Tom Carroll,eng ENG,MF,Swansea City,25,1992,28.6,82,2.87,51,26,1,1,2,1,7,0.25,5,1,0,0,0,1,Matches
89e4b358,Craig Cathcart,nir NIR,DF,Watford,28,1989,5.8,5,0.91,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
71672fa0,Petr Čech,cz CZE,GK,Arsenal,35,1982,33.8,3,0.09,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
5b54bf3b,Nacer Chadli,be BEL,"FW,MF",West Brom,27,1989,2.9,3,1.26,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
422862ea,Nathaniel Chalobah,eng ENG,MF,Watford,22,1994,5.0,7,1.41,2,1,1,1,1,1,1,0.20,1,0,0,0,0,0,Matches
dc6f5bdd,Calum Chambers,eng ENG,DF,Arsenal,22,1995,9.6,9,0.94,6,1,1,0,0,1,1,0.10,1,0,0,0,0,0,Matches
