id,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
5f09991f,Patrick van Aanholt,nl NED,DF,nl PSV Eindhoven,32-194,1990,1.5,62,74,83.8,1011,328,29,33,87.9,24,29,82.8,5,7,71.4,0,0.0,0.1,0.0,0,4,3,0,6,Matches
8c6239f2,Myenty Abena,sr SUR,DF,hu Ferencváros,28-089,1994,1.0,,,,,,,,,,,,,,,0,,,,,,,,,Matches
0e46fa2f,Matthis Abline,fr FRA,FW,fr Rennes,19-348,2003,1.6,18,23,78.3,266,28,14,15,93.3,1,1,100.0,2,4,50.0,0,0.0,0.0,0.0,0,2,0,0,3,Matches
7f9c5d2d,Abner,br BRA,DF,es Betis,22-288,2000,1.0,,,,,,,,,,,,,,,0,,,,,,,,,Matches
8bc373ea,Pape Abou Cissé,sn SEN,DF,gr Olympiacos,27-178,1995,3.3,168,213,78.9,3100,1528,69,77,89.6,82,98,83.7,16,33,48.5,0,0.0,0.0,0.0,0,11,0,0,9,Matches
f586779e,Tammy Abraham,eng ENG,FW,it Roma,25-160,1997,5.5,75,106,70.8,1086,168,41,54,75.9,17,25,68.0,6,8,75.0,1,0.3,0.5,+0.7,4,4,4,0,11,Matches
47aaf574,Malik Abubakari,gh GHA,FW,fi HJK,22-305,2000,4.9,58,74,78.4,824,30,31,40,77.5,20,24,83.3,3,4,75.0,1,0.2,0.1,+0.8,2,1,0,0,2,Matches
81442ecb,Marcos Acuña,ar ARG,DF,es Sevilla,31-134,1991,2.7,80,103,77.7,1438,589,35,40,87.5,36,45,80.0,8,16,50.0,0,0.1,0.2,-0.1,2,6,3,1,9,Matches
82e12fe7,Chikwubuike Adamu,at AUT,FW,at RB Salzburg,21-278,2001,1.2,6,10,60.0,53,6,5,7,71.4,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
65d62814,Antonio Adán,es ESP,GK,pt Sporting CP,35-302,1987,3.0,67,83,80.7,1523,754,16,16,100.0,38,39,97.4,13,27,48.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
4dcec659,Simon Adingra,ci CIV,"DF,FW",be Union SG,21-069,2002,3.2,81,110,73.6,1253,359,46,54,85.2,31,41,75.6,3,6,50.0,1,0.5,0.3,+0.5,3,5,6,2,9,Matches
dcfb17f4,Amine Adli,fr FRA,"MF,FW",de Leverkusen,22-305,2000,1.5,38,50,76.0,620,142,17,22,77.3,18,21,85.7,2,4,50.0,0,0.3,0.1,-0.3,4,2,1,0,3,Matches
4b00cd47,David Affengruber,at AUT,DF,at Sturm Graz,21-357,2001,5.4,173,232,74.6,3890,1781,44,54,81.5,100,121,82.6,28,53,52.8,0,0.3,0.0,-0.3,2,15,0,0,15,Matches
3dd738a1,Ruben Aguilar,fr FRA,"DF,MF",fr Monaco,29-319,1993,1.4,75,86,87.2,1198,292,43,43,100.0,28,33,84.8,3,5,60.0,0,0.2,0.2,-0.2,1,5,1,1,10,Matches
9c4f39b3,Tosin Aiyegun,bj BEN,FW,ch Zürich,24-258,1998,5.3,55,77,71.4,752,181,34,43,79.1,14,18,77.8,3,7,42.9,1,1.2,0.9,-0.2,11,0,4,2,7,Matches
2b1c4abd,Albian Ajeti,ch SUI,FW,at Sturm Graz,26-013,1997,3.4,30,41,73.2,323,43,20,25,80.0,6,9,66.7,0,1,0.0,0,0.2,0.2,-0.2,5,1,1,0,2,Matches
7328bee5,Samet Akaydın,tr TUR,DF,tr Fenerbahçe,28-363,1994,1.0,,,,,,,,,,,,,,,0,,,,,,,,,Matches
b625b241,Maghnes Akliouche,fr FRA,"FW,MF",fr Monaco,21-014,2002,0.5,14,21,66.7,222,69,10,12,83.3,1,4,25.0,3,4,75.0,0,0.1,0.1,-0.1,2,1,3,2,2,Matches
31f5b89b,Paul Akouokou,ci CIV,MF,es Betis,25-081,1997,4.0,200,216,92.6,3482,754,83,85,97.6,93,100,93.0,17,19,89.5,0,0.0,0.1,0.0,0,21,0,0,6,Matches
