id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
0a1cb833,42,116,75,9,3,11,4,2,1,1,0
0d55d942,41,102,61,2,3,12,2,3,3,0,0
0d8a37c2,9,24,15,1,1,2,1,0,0,0,0
17376543,30,112,80,8,1,10,5,2,0,2,0
1e43fad8,1,19,18,2,4,0,5,1,0,0,1
37998008,11,18,7,1,1,2,1,2,2,0,0
420c18a1,23,81,59,8,7,3,5,2,2,0,0
47064058,42,115,74,5,4,14,4,2,1,0,1
5c4bf6ba,24,67,42,7,4,6,6,2,0,1,1
663e080e,19,47,28,9,4,3,3,5,5,0,0
7d3e7da6,2,8,5,3,0,0,2,1,0,1,0
87436846,38,90,55,6,9,9,5,5,4,1,0
8778c910,11,44,33,7,4,1,4,2,2,0,0
8a6ab963,2,4,2,0,0,1,0,0,0,0,0
9b688ae1,1,6,5,0,0,0,0,0,0,0,0
9f941969,56,147,91,7,1,16,3,12,7,3,2
a70b8345,16,76,60,12,4,3,7,2,2,0,0
a92ab7be,32,106,74,12,6,5,10,6,5,0,1
ad3389d5,35,99,66,9,4,9,5,5,5,0,0
af104654,44,96,51,5,5,13,3,4,3,1,0
b56dd813,9,23,14,2,1,2,1,0,0,0,0
b90c4a43,1,5,4,0,1,0,0,0,0,0,0
bcb2ccd8,10,26,17,2,2,2,2,1,1,0,0
bdedffac,0,1,1,1,0,0,1,0,0,0,0
c631f952,12,30,18,2,1,4,1,1,1,0,0
cbac6ec9,34,87,53,3,7,9,1,1,1,0,0
cd59b9df,19,82,63,14,0,4,8,0,0,0,0
ce17b5eb,32,82,51,11,5,6,5,1,1,0,0
d28339cb,6,21,15,1,0,3,1,2,2,0,0
db401046,31,99,68,9,7,7,9,5,3,1,1
dc366c36,9,25,16,0,2,2,0,0,0,0,0
dee3013b,10,28,17,3,1,2,0,2,1,1,0
fa4cabd1,4,14,10,1,0,1,0,0,0,0,0
