id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
f71890f5,18,53,35,5,3,6,4,2,1,0,1
47064058,48,147,100,15,10,9,10,4,3,1,0
9d12e142,43,145,102,15,9,9,12,3,3,0,0
db401046,48,153,104,6,15,13,8,9,6,3,0
83e0eeb4,9,20,11,1,0,2,0,1,0,0,1
1e43fad8,37,127,89,18,9,7,12,6,3,2,1
17376543,3,7,4,0,1,0,0,0,0,0,0
bcb2ccd8,52,147,95,15,8,10,6,5,5,0,0
2e7ff968,42,159,116,10,10,12,9,2,1,1,0
3cd9e95a,70,201,130,5,7,22,5,9,8,1,0
ad3389d5,45,133,90,14,7,13,7,3,2,0,1
27d2618c,44,140,97,10,10,11,7,6,5,0,1
bb25c778,2,14,12,0,3,0,1,1,1,0,0
2628fd2b,40,110,70,15,10,8,10,5,5,0,0
7fe12375,4,7,3,0,1,1,0,1,1,0,0
4a15e95b,38,95,58,4,6,14,6,4,3,0,1
cbac6ec9,7,21,13,1,1,3,1,1,0,1,0
dc29b608,1,4,3,0,0,1,0,0,0,0,0
8778c910,2,7,5,2,0,1,2,0,0,0,0
afb0c500,0,2,2,0,0,0,1,0,0,0,0
a165a577,4,8,3,0,0,1,0,1,0,1,0
0a1cb833,40,162,123,10,12,12,8,4,2,1,1
d6f6ce93,15,47,32,4,1,5,1,0,0,0,0
0d55d942,53,151,102,8,11,14,9,5,4,0,1
0d8a37c2,10,23,13,1,0,3,1,0,0,0,0
420c18a1,42,151,110,12,8,10,6,4,4,0,0
5b52d1f7,0,4,4,2,0,0,2,0,0,0,0
73e2f6eb,45,158,113,9,9,13,5,3,2,0,1
7d3e7da6,26,84,58,23,3,3,12,4,1,3,0
16b8fabd,4,7,3,0,1,0,0,0,0,0,0
5c4bf6ba,27,70,44,3,5,7,2,4,4,0,0
a0606ae8,36,155,117,15,6,13,12,6,4,2,0
