id,GA,SoTA,Saves,W,D,L,CS,PKatt,PKA,PKsv,PKm
0d55d942,51,123,72,7,5,13,4,5,5,0,0
0d8a37c2,1,3,2,0,1,0,0,0,0,0,0
11d8aff0,3,4,1,0,0,1,0,0,0,0,0
17376543,56,156,102,10,8,16,9,5,5,0,0
1940be91,0,0,0,0,0,0,0,0,0,0,0
25bdea4b,28,72,46,2,4,8,3,3,3,0,0
2e7ff968,12,25,13,1,0,3,0,2,2,0,0
37998008,2,6,5,1,0,0,0,0,0,0,0
3cd9e95a,21,56,36,4,6,3,1,0,0,0,0
420c18a1,60,182,120,12,8,13,5,5,3,2,0
47064058,57,155,98,12,7,14,8,4,2,1,1
4d6a842d,24,62,39,1,5,6,3,1,1,0,0
5584552e,20,49,29,2,1,6,2,3,3,0,0
5c4bf6ba,42,120,78,12,6,14,10,5,4,1,0
62ba5881,0,4,4,1,0,0,1,0,0,0,0
73e2f6eb,0,0,0,0,0,0,1,0,0,0,0
7d3e7da6,11,23,13,2,1,3,1,1,1,0,0
7fe12375,39,104,68,11,7,9,6,2,2,0,0
83e0eeb4,7,21,14,2,0,1,0,2,2,0,0
86314793,30,54,26,0,0,8,0,2,2,0,0
87436846,28,98,70,10,4,7,3,1,0,1,0
8778c910,26,89,63,22,4,2,10,1,1,0,0
8a6ab963,1,2,1,1,0,0,0,0,0,0,0
9d12e142,1,1,0,1,0,0,0,1,1,0,0
9f941969,45,155,112,10,6,15,7,6,3,2,1
a70b8345,5,18,14,5,2,0,2,0,0,0,0
a92ab7be,39,141,103,15,9,8,10,2,2,0,0
a9a6fc08,7,12,5,0,1,1,0,0,0,0,0
ad3389d5,44,154,109,17,7,8,8,4,2,1,1
b90c4a43,1,4,3,0,1,0,0,0,0,0,0
bcb2ccd8,34,111,78,17,7,9,9,3,3,0,0
c1242d4e,53,176,125,4,13,16,6,7,7,0,0
c41f7379,3,7,4,1,0,0,0,0,0,0,0
c89e8aae,14,38,25,1,0,5,1,1,1,0,0
cbac6ec9,52,139,88,7,10,13,4,4,4,0,0
cd59b9df,39,110,73,20,3,6,7,3,3,0,0
ce17b5eb,46,157,112,10,11,11,5,4,4,0,0
d28339cb,7,24,17,0,2,2,0,0,0,0,0
db401046,40,118,76,11,6,11,10,6,3,2,1
dee3013b,3,5,2,1,1,0,0,1,1,0,0
f26dee6b,2,4,2,0,0,1,0,0,0,0,0
