id,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
5bc43860,Brenden Aaronson,us USA,"MF,FW",Leeds United,22-140,2000,19.8,452,607,74.5,5669,1641,265,325,81.5,115,149,77.2,16,46,34.8,2,3.2,1.7,-1.2,33,36,12,2,66,Matches
f2bf1b0f,Che Adams,sct SCO,FW,Southampton,26-241,1996,18.2,266,403,66.0,3747,896,169,227,74.4,56,88,63.6,23,33,69.7,3,2.7,2.1,+0.3,22,18,10,2,25,Matches
2b09d998,Tyler Adams,us USA,MF,Leeds United,24-025,1999,23.0,1056,1287,82.1,15829,4875,581,660,88.0,369,438,84.2,61,103,59.2,0,1.3,0.9,-1.3,23,103,12,0,128,Matches
c81d773d,Tosin Adarabioyo,eng ENG,DF,Fulham,25-168,1997,12.2,474,592,80.1,9865,3618,117,134,87.3,307,347,88.5,46,95,48.4,0,0.0,0.1,0.0,1,29,2,0,36,Matches
288e1e13,Nayef Aguerd,ma MAR,DF,West Ham,26-346,1996,8.7,279,356,78.4,5470,2438,100,111,90.1,141,164,86.0,34,73,46.6,0,0.1,0.2,-0.1,2,14,3,0,15,Matches
a6c58494,Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,20-347,2002,0.5,19,25,76.0,323,118,8,10,80.0,10,12,83.3,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
9b398aea,Rayan Aït Nouri,fr FRA,DF,Wolves,21-278,2001,11.2,440,543,81.0,6627,2270,251,284,88.4,157,191,82.2,20,30,66.7,0,1.0,0.8,-1.0,7,28,14,5,42,Matches
a8c0acb7,Kristoffer Ajer,no NOR,DF,Brentford,24-328,1998,8.5,259,345,75.1,4480,1887,131,159,82.4,102,128,79.7,23,40,57.5,0,0.0,0.1,0.0,1,20,3,1,31,Matches
89ac64a6,Manuel Akanji,ch SUI,DF,Manchester City,27-235,1995,17.1,1261,1346,93.7,21707,6998,567,582,97.4,602,631,95.4,77,108,71.3,1,0.2,0.3,+0.8,4,87,2,1,78,Matches
eaeca114,Nathan Aké,nl NED,DF,Manchester City,28-021,1995,15.8,1226,1357,90.3,20065,7116,578,611,94.6,570,615,92.7,56,85,65.9,0,0.3,0.8,-0.3,6,106,8,1,110,Matches
