id,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
5f09991f,Patrick van Aanholt,nl NED,DF,nl PSV Eindhoven,32-225,1990,1.5,2,1.33,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
8c6239f2,Myenty Abena,sr SUR,DF,hu Ferencváros,28-120,1994,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
0e46fa2f,Matthis Abline,fr FRA,FW,fr Rennes,20-014,2003,1.6,3,1.91,1,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
7f9c5d2d,Abner,br BRA,DF,es Betis,22-319,2000,1.3,1,0.78,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
8bc373ea,Pape Abou Cissé,sn SEN,DF,gr Olympiacos,27-209,1995,3.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
f586779e,Tammy Abraham,eng ENG,FW,it Roma,25-191,1997,5.6,13,2.30,8,0,0,1,4,0,4,0.71,3,0,0,0,1,0,Matches
47aaf574,Malik Abubakari,gh GHA,FW,fi HJK,22-336,2000,4.9,3,0.61,1,0,0,0,2,0,1,0.20,1,0,0,0,0,0,Matches
81442ecb,Marcos Acuña,ar ARG,DF,es Sevilla,31-165,1991,3.7,6,1.61,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
82e12fe7,Chikwubuike Adamu,at AUT,FW,at RB Salzburg,21-309,2001,1.2,1,0.87,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
65d62814,Antonio Adán,es ESP,GK,pt Sporting CP,35-333,1987,4.3,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
4dcec659,Simon Adingra,ci CIV,"DF,FW",be Union SG,21-100,2002,4.0,11,2.78,6,0,2,2,0,1,4,1.01,2,0,0,1,0,1,Matches
dcfb17f4,Amine Adli,fr FRA,"FW,MF",de Leverkusen,22-336,2000,1.8,14,7.92,9,1,4,0,0,0,3,1.70,2,1,0,0,0,0,Matches
4b00cd47,David Affengruber,at AUT,DF,at Sturm Graz,22-023,2001,5.4,3,0.56,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
3dd738a1,Ruben Aguilar,fr FRA,"DF,MF",fr Monaco,29-350,1993,1.4,2,1.45,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
9c4f39b3,Tosin Aiyegun,bj BEN,FW,ch Zürich,24-289,1998,5.3,19,3.57,10,1,4,4,0,0,2,0.38,1,0,1,0,0,0,Matches
2b1c4abd,Albian Ajeti,ch SUI,FW,at Sturm Graz,26-044,1997,3.4,8,2.38,6,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
7328bee5,Samet Akaydın,tr TUR,DF,tr Fenerbahçe,29-029,1994,2.0,2,1.00,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
b625b241,Maghnes Akliouche,fr FRA,"FW,MF",fr Monaco,21-045,2002,0.5,4,8.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
31f5b89b,Paul Akouokou,ci CIV,MF,es Betis,25-112,1997,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
4601e194,Jordi Alba,es ESP,DF,es Barcelona,34-021,1989,0.7,5,6.82,4,0,0,1,0,0,1,1.36,1,0,0,0,0,0,Matches
5294a83f,Luis Alberto,es ESP,MF,it Lazio,30-195,1992,3.4,18,5.31,16,2,0,0,0,0,5,1.48,5,0,0,0,0,0,Matches
9e17ccff,Doğan Alemdar,tr TUR,GK,fr Rennes,20-164,2002,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
f8405304,Mohamed Ali Cho,fr FRA,"MF,FW",es Real Sociedad,19-082,2004,1.3,1,0.79,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1a7fcf39,Ezgjan Alioski,mk MKD,DF,tr Fenerbahçe,31-058,1992,3.5,8,2.28,7,0,0,1,0,0,2,0.57,1,0,0,1,0,0,Matches
5c46e908,Fidan Aliti,xk KVX,DF,ch Zürich,29-190,1993,3.5,7,1.99,6,0,0,0,1,0,1,0.28,0,0,0,0,1,0,Matches
bdf8165d,Richard Almeida,az AZE,MF,az Qarabağ Ağdam,34-022,1989,3.4,5,1.49,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
f4290206,Marcos Alonso,es ESP,DF,es Barcelona,32-104,1990,0.8,1,1.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
0afff3b7,Omri Altman,il ISR,"FW,MF",cy AÉK Lárnaka,29-019,1994,4.2,8,1.91,4,0,1,0,3,0,2,0.48,1,0,0,0,1,0,Matches
8b3ab7ad,Edson Álvarez,mx MEX,MF,nl Ajax,25-169,1997,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
555d5edd,Nadiem Amiri,de GER,"MF,FW",de Leverkusen,26-166,1996,2.3,3,1.55,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
