id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
c2304da8,Hatem Abd Elhamed,il ISR,DF,sct Celtic,28,1991,3.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
db265666,Araz Abdullayev,az AZE,"MF,FW",az Qarabağ Ağdam,27,1992,1.6,0,1,0,0.0,0.62,0.00,0.00,,16.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
4c07f0e8,Anicet Abel,mg MAD,MF,bg Ludogorets,29,1990,6.3,0,2,1,50.0,0.32,0.16,0.00,0.00,15.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
8c6239f2,Myenty Abena,sr SUR,DF,sk Slovan Bratislava,24,1994,6.0,0,3,0,0.0,0.50,0.00,0.00,,8.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
469d3d84,Charles Abi,fr FRA,"FW,MF",fr Saint-Étienne,19,2000,0.4,0,2,1,50.0,5.45,2.73,0.00,0.00,10.2,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
8bc373ea,Pape Abou Cissé,sn SEN,DF,gr Olympiacos,23,1995,3.0,1,1,1,100.0,0.34,0.34,1.00,1.00,8.0,0,0,0,0.3,0.3,0.33,+0.7,+0.7,Matches
8637e09a,Vincent Aboubakar,cm CMR,FW,pt Porto,27,1992,1.0,2,5,3,60.0,5.00,3.00,0.40,0.67,21.7,0,0,0,1.1,1.1,0.22,+0.9,+0.9,Matches
c2a6033c,Zakaria Aboukhlal,ma MAR,FW,nl AZ Alkmaar,19,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
565bf0da,David Abraham,ar ARG,DF,de Eint Frankfurt,33,1986,9.0,1,3,1,33.3,0.33,0.11,0.33,1.00,7.7,0,0,0,0.7,0.7,0.22,+0.3,+0.3,Matches
b96b595c,Francesco Acerbi,it ITA,DF,it Lazio,31,1988,6.0,0,1,0,0.0,0.17,0.00,0.00,,9.6,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
81442ecb,Marcos Acuña,ar ARG,DF,pt Sporting CP,27,1991,6.1,0,4,4,100.0,0.65,0.65,0.00,0.00,23.4,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
884a8908,Samuel Adegbenro,ng NGA,FW,no Rosenborg,23,1995,5.4,1,7,1,14.3,1.31,0.19,0.14,1.00,15.7,0,0,0,1.2,1.2,0.17,-0.2,-0.2,Matches
3ed84b2c,Bobby Adekanye,nl NED,FW,it Lazio,20,1999,1.1,0,2,0,0.0,1.84,0.00,0.00,,15.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
b3c14bff,Kemal Ademi,ch SUI,FW,ch Basel,23,1996,3.5,0,8,4,50.0,2.26,1.13,0.00,0.00,14.1,0,0,0,1.2,1.2,0.15,-1.2,-1.2,Matches
501055d8,Karim Adeyemi,de GER,MF,at RB Salzburg,17,2002,0.5,0,1,1,100.0,2.00,2.00,0.00,0.00,17.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
f9c927de,Michel Aebischer,ch SUI,MF,ch Young Boys,22,1997,5.2,0,5,0,0.0,0.95,0.00,0.00,,27.3,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
5e9fa5c9,Mikel Agu,ng NGA,MF,pt Vitória,26,1993,4.8,0,3,0,0.0,0.63,0.00,0.00,,32.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
eab957a3,Anel Ahmedhodzic,ba BIH,DF,se Malmö,20,1999,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,fr Saint-Étienne,25,1994,2.7,0,5,0,0.0,1.85,0.00,0.00,,20.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
74ced675,Ailton,br BRA,DF,az Qarabağ Ağdam,24,1995,6.0,1,5,2,40.0,0.83,0.33,0.20,0.50,14.7,0,0,0,0.7,0.7,0.14,+0.3,+0.3,Matches
a8c0acb7,Kristoffer Ajer,no NOR,DF,sct Celtic,21,1998,7.5,0,2,0,0.0,0.27,0.00,0.00,,15.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
e0d3e18d,Ilzat Akhmetov,ru RUS,MF,ru CSKA Moscow,21,1997,3.9,0,9,2,22.2,2.31,0.51,0.00,0.00,20.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
42ec696a,Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,33,1986,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
5529e983,Babajide Akintola,ng NGA,FW,no Rosenborg,23,1996,2.8,0,5,3,60.0,1.76,1.06,0.00,0.00,17.0,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
cc55da2a,Muhammet Akpınar,tr TUR,FW,tr Trabzonspor,17,2002,2.2,0,1,0,0.0,0.45,0.00,0.00,,8.3,0,0,0,0.4,0.4,0.41,-0.4,-0.4,Matches
96cf436e,Nana Akwasi Asare,gh GHA,DF,be Gent,33,1986,5.0,0,1,0,0.0,0.20,0.00,0.00,,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
834d0be5,Lucas Alario,ar ARG,FW,de Leverkusen,26,1992,1.9,2,7,3,42.9,3.60,1.54,0.29,0.67,10.0,0,0,0,1.5,1.5,0.21,+0.5,+0.5,Matches
5294a83f,Luis Alberto,es ESP,MF,it Lazio,26,1992,2.3,0,5,1,20.0,2.16,0.43,0.00,0.00,23.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
bb08bce9,Omar Alderete,py PAR,DF,ch Basel,22,1996,10.0,0,3,0,0.0,0.30,0.00,0.00,,10.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
d849ef0f,Alef,br BRA,MF,cy APOEL,24,1995,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
d68cb24c,Danijel Aleksić,rs SRB,MF,tr Başakşehir,28,1991,4.8,1,10,2,20.0,2.06,0.41,0.10,0.50,21.0,2,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
cd6a1a59,Almoatasembellah Ali,ly LBY,MF,pt Vitória,23,1996,1.0,1,2,1,50.0,2.00,1.00,0.50,1.00,21.9,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
8870154f,Bobby Allain,fr FRA,GK,gr Olympiacos,27,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
e6697917,Domingos André Ribeiro Almeida,pt POR,MF,pt Vitória,19,2000,0.7,0,3,1,33.3,4.29,1.43,0.00,0.00,21.0,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
