id,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
5f09991f,Patrick van Aanholt,nl NED,DF,nl PSV Eindhoven,32-217,1990,1.5,62,74,83.8,1000,328,30,34,88.2,23,28,82.1,5,7,71.4,0,0.0,0.1,0.0,0,4,3,0,6,Matches
8c6239f2,Myenty Abena,sr SUR,DF,hu Ferencváros,28-112,1994,2.0,89,94,94.7,1892,463,17,17,100.0,62,67,92.5,10,10,100.0,0,0.0,0.0,0.0,0,2,0,0,3,Matches
0e46fa2f,Matthis Abline,fr FRA,FW,fr Rennes,20-006,2003,1.6,18,23,78.3,266,28,14,15,93.3,1,1,100.0,2,4,50.0,0,0.0,0.0,0.0,0,2,0,0,3,Matches
7f9c5d2d,Abner,br BRA,DF,es Betis,22-311,2000,1.3,29,41,70.7,436,183,17,19,89.5,10,14,71.4,1,5,20.0,0,0.1,0.1,-0.1,1,1,0,0,1,Matches
8bc373ea,Pape Abou Cissé,sn SEN,DF,gr Olympiacos,27-201,1995,3.3,168,213,78.9,3100,1528,69,77,89.6,82,98,83.7,16,33,48.5,0,0.0,0.0,0.0,0,11,0,0,9,Matches
f586779e,Tammy Abraham,eng ENG,FW,it Roma,25-183,1997,5.6,84,119,70.6,1245,209,47,64,73.4,19,28,67.9,7,9,77.8,1,0.8,1.1,+0.2,5,5,4,0,13,Matches
47aaf574,Malik Abubakari,gh GHA,FW,fi HJK,22-328,2000,4.9,58,74,78.4,824,30,31,40,77.5,20,24,83.3,3,4,75.0,1,0.2,0.1,+0.8,2,1,0,0,2,Matches
81442ecb,Marcos Acuña,ar ARG,DF,es Sevilla,31-157,1991,3.7,154,202,76.2,2630,1014,73,80,91.3,68,86,79.1,12,30,40.0,0,0.1,0.2,-0.1,2,11,3,1,15,Matches
82e12fe7,Chikwubuike Adamu,at AUT,FW,at RB Salzburg,21-301,2001,1.2,7,11,63.6,75,5,5,7,71.4,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
65d62814,Antonio Adán,es ESP,GK,pt Sporting CP,35-325,1987,4.3,127,186,68.3,3315,1925,22,22,100.0,74,75,98.7,31,88,35.2,0,0.1,0.0,-0.1,1,2,1,0,0,Matches
