id,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
01040647,Gennaro Acampora,it ITA,"MF,FW",Spezia,26,1994,4.9,223,216,5,4,0,6,7,0,1,0,0,0,185,2,1,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Lazio,32,1988,31.3,2097,1974,119,73,0,24,32,22,0,0,0,0,1854,4,11,Matches
7005ac66,Andrea Adorante,it ITA,FW,Parma,20,2000,0.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Matches
8bc8829a,Lucien Agoume,fr FRA,MF,Spezia,18,2002,8.9,487,472,12,11,1,5,1,1,0,0,0,0,434,3,2,Matches
46fa7204,Kevin Agudelo,co COL,FW,Spezia,21,1998,15.1,328,310,16,0,1,1,11,2,2,0,0,0,228,2,25,Matches
fdf4b948,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,27,1992,11.7,361,340,20,5,0,2,4,12,0,0,0,0,293,1,11,Matches
5294a83f,Luis Alberto,es ESP,MF,Lazio,27,1992,29.1,1946,1664,266,71,9,14,150,22,119,63,38,1,1493,16,43,Matches
585a73a8,Bruno Alves,pt POR,DF,Parma,38,1981,18.1,931,894,33,29,0,11,8,2,0,0,0,0,790,4,4,Matches
35b4bc62,Wisdom Amey,it ITA,DF,Bologna,14,2005,0.0,5,3,2,0,0,0,0,2,0,0,0,0,5,0,0,Matches
5a2cb25d,Sofyan Amrabat,ma MAR,MF,Fiorentina,23,1996,27.1,1378,1314,61,38,0,33,16,5,0,0,0,0,1210,3,18,Matches
ca241ad3,Djavan Anderson,nl NED,DF,Lazio,25,1995,0.8,32,25,7,0,0,0,2,7,0,0,0,0,23,0,1,Matches
326d09ef,Nícolas Andrade,br BRA,GK,Udinese,32,1988,2.0,40,29,11,2,0,0,0,0,0,0,0,0,34,0,0,Matches
