id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
000b3da6,20,1583,17,18,15,2,0,0,10,27,-17,18.7,26.8,-8.1,0,0,0,0
003a5c72,26,2155,23,24,20,2,7,1,24,36,-12,29.2,33.0,-3.9,0,0,0,0
00b28772,15,557,6,6,4,9,16,2,7,8,-1,7.6,9.8,-2.2,0,0,0,0
011d8c56,9,764,8,9,8,0,27,1,9,8,1,8.9,9.2,-0.3,765,9,9,8
017ab4d4,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
01ae64cd,3,184,2,2,2,1,4,1,3,3,0,2.5,3.4,-0.8,0,0,0,0
01eb744d,37,2253,25,27,6,10,0,2,40,9,31,35.4,20.8,14.5,0,0,0,0
02c15616,13,546,6,5,3,8,10,2,12,5,7,14.8,8.4,6.4,0,0,0,0
02d2c436,36,3240,36,36,36,0,0,0,23,57,-34,36.5,54.6,-18.1,0,0,0,0
03049c8c,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
04965583,15,460,5,4,0,11,8,2,17,2,15,15.5,6.7,8.8,0,0,0,0
04a65a8f,18,1463,16,18,12,0,0,1,21,17,4,20.6,17.8,2.8,0,0,0,0
04ac8285,1,90,1,1,1,0,37,3,5,1,4,2.8,1.0,1.8,90,1,1,1
04e17fd5,25,1596,17,16,12,9,3,0,12,27,-15,20.1,24.7,-4.6,0,0,0,0
05384ea1,28,2130,23,26,17,2,3,0,14,37,-23,21.5,41.2,-19.7,0,0,0,0
05a4465d,30,2439,27,27,25,3,5,1,31,33,-2,28.6,36.2,-7.5,0,0,0,0
0657888a,23,1448,16,18,4,5,0,1,15,24,-9,16.4,19.1,-2.7,0,0,0,0
070a3904,35,2782,30,32,21,3,0,1,25,34,-9,31.1,42.5,-11.5,0,0,0,0
073db7e5,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,0,0,0
07a0baa9,4,71,0,0,0,4,9,2,1,4,-3,1.0,2.7,-1.7,0,0,0,0
07d67579,10,467,5,4,3,6,4,0,2,8,-6,4.5,12.4,-7.9,0,0,0,0
080ac8d8,2,39,0,0,0,2,0,0,0,2,-2,1.0,0.5,0.5,0,0,0,0
08511d65,26,2289,25,26,23,0,0,1,50,31,19,52.7,29.4,23.3,0,0,0,0
0959c2a2,24,1233,13,12,6,12,4,0,14,27,-13,18.0,21.7,-3.8,0,0,0,0
09a9e921,35,2497,27,30,11,5,0,1,43,35,8,38.7,36.8,1.9,0,0,0,0
09bc547d,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
0a02a8fa,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
0a0cc13c,31,1978,22,23,12,8,6,1,33,37,-4,27.1,28.5,-1.4,0,0,0,0
0a447501,17,853,9,8,5,9,2,1,22,17,5,12.9,12.6,0.3,0,0,0,0
0ac94a23,24,926,10,9,0,15,3,1,18,11,7,19.0,13.2,5.9,0,0,0,0
0ae4e09a,17,963,10,10,5,7,2,1,17,15,2,17.2,16.5,0.8,0,0,0,0
0af4dcf0,15,1263,14,15,9,0,0,1,22,16,6,18.0,18.4,-0.3,0,0,0,0
0b006b08,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
0b90bb97,32,1554,17,17,7,15,4,1,31,23,8,27.3,24.5,2.8,0,0,0,0
0c3f7197,23,665,7,4,2,19,4,1,11,11,0,11.3,10.0,1.4,0,0,0,0
0d10333c,29,2377,26,28,16,1,1,1,23,32,-9,29.4,31.2,-1.8,0,0,0,0
0dce7191,0,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0,0,0,0
0e7ccfc4,12,821,9,9,4,3,6,1,16,16,0,14.2,14.0,0.2,0,0,0,0
0eb03d5b,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
0ef89a37,18,1296,14,16,6,2,0,2,33,16,17,25.2,18.8,6.4,0,0,0,0
0f138d5a,12,885,9,9,7,3,17,1,18,16,2,15.2,15.6,-0.4,0,0,0,0
1001ae82,27,1360,15,15,3,12,3,1,27,22,5,19.3,18.8,0.4,0,0,0,0
102fda08,1,5,0,0,0,1,1,3,0,0,0,0.0,0.0,0.0,0,0,0,0
10e25802,8,418,4,6,1,2,13,0,1,12,-11,3.1,9.9,-6.8,0,0,0,0
113fb4ea,4,360,4,4,4,0,32,0,1,10,-9,5.7,9.3,-3.6,360,4,4,4
119b9a8e,19,1710,19,19,19,0,0,1,23,22,1,27.7,27.7,0.0,0,0,0,0
11c30a46,10,476,5,6,0,4,4,0,4,12,-8,5.7,9.7,-4.0,0,0,0,0
1214f0a6,1,90,1,1,1,0,1,3,1,0,1,1.3,1.6,-0.3,0,0,0,0
1250086e,11,860,9,9,9,2,17,0,5,23,-18,7.2,19.3,-12.1,0,0,0,0
12a875ce,2,15,0,0,0,2,2,1,1,0,1,0.4,0.1,0.4,0,0,0,0
12c50af5,18,595,6,4,3,14,9,2,23,5,18,18.2,10.9,7.3,0,0,0,0
