id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
f76e6b4e,Adrián,es ESP,GK,eng Liverpool,32,1987,3.3,8,1,0,0,0,6.3,0.34,-1.7,-0.56,18,32,56.3,84,15,32.1,31.9,15,33.3,34.1,25,2,8.0,2,0.67,14.8,Matches
7a2e46a8,Alisson,br BRA,GK,eng Liverpool,26,1992,5.0,4,0,0,2,0,6.1,0.36,+2.1,+0.41,13,26,50.0,145,28,15.9,25.9,28,10.7,27.3,41,2,4.9,17,3.40,20.6,Matches
2f965a72,Alphonse Areola,fr FRA,GK,es Real Madrid,26,1993,1.5,1,0,0,0,0,1.4,0.46,+0.4,+0.25,6,15,40.0,48,8,29.2,32.6,11,9.1,27.9,17,0,0.0,1,0.67,23.5,Matches
28d596a0,Kepa Arrizabalaga,es ESP,GK,eng Chelsea,24,1994,6.0,9,0,0,1,2,7.3,0.32,+0.3,+0.04,32,61,52.5,131,25,29.0,31.5,45,51.1,43.8,61,4,6.6,9,1.50,17.2,Matches
5e8936be,Milan Borjan,ca CAN,GK,rs Red Star,31,1987,6.0,20,2,0,3,0,18.9,0.33,-1.1,-0.18,41,122,33.6,132,23,56.1,40.0,71,67.6,46.1,118,3,2.5,4,0.67,10.8,Matches
10072610,Claudio Bravo,cl CHI,GK,eng Manchester City,36,1983,1.4,2,0,0,0,0,1.2,0.42,-0.8,-0.54,3,7,42.9,41,7,14.6,25.8,8,12.5,21.1,15,0,0.0,3,2.16,17.3,Matches
e40d028b,Gianluigi Buffon,it ITA,GK,it Juventus,41,1978,1.0,0,0,0,0,0,0.2,0.16,+0.2,+0.16,4,9,44.4,28,8,21.4,28.5,11,27.3,23.3,21,1,4.8,0,0.00,5.3,Matches
9d12e142,Roman Bürki,ch SUI,GK,de Dortmund,28,1990,8.0,11,0,0,1,0,14.7,0.37,+3.7,+0.46,15,79,19.0,197,41,31.5,34.0,40,42.5,42.3,77,4,5.2,9,1.13,16.0,Matches
a179d516,Willy Caballero,ar ARG,GK,eng Chelsea,37,1981,2.0,7,1,0,0,0,6.3,0.41,-0.7,-0.34,11,26,42.3,56,13,26.8,32.4,24,45.8,36.6,32,1,3.1,2,1.00,14.3,Matches
f5dfc256,Leonardo César Jardim,br BRA,GK,fr Lille,24,1995,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
04ac8285,Jasper Cillessen,nl NED,GK,es Valencia,30,1989,6.0,11,2,0,1,0,12.3,0.33,+1.3,+0.22,38,105,36.2,143,28,46.2,36.4,59,66.1,48.3,113,2,1.8,3,0.50,16.2,Matches
5c07e176,Carlos Coronel,br BRA,GK,at RB Salzburg,22,1996,2.6,4,0,0,0,0,3.0,0.32,-1.0,-0.38,10,37,27.0,39,9,41.0,34.5,34,61.8,48.7,41,2,4.9,0,0.00,5.4,Matches
c56ee8f7,Gaëtan Coucke,be BEL,GK,be Genk,20,1998,5.0,16,0,0,0,0,14.3,0.40,-1.7,-0.35,47,114,41.2,175,21,45.7,37.3,51,66.7,46.9,85,2,2.4,9,1.80,15.4,Matches
1840e36d,Thibaut Courtois,be BEL,GK,es Real Madrid,27,1992,6.5,11,1,0,0,0,12.1,0.36,+1.1,+0.17,15,46,32.6,185,38,18.4,26.8,43,27.9,31.4,64,5,7.8,10,1.54,14.0,Matches
c9cb972b,Jaume Doménech,es ESP,GK,es Valencia,28,1990,2.0,4,0,0,0,0,3.5,0.50,-0.5,-0.27,18,52,34.6,51,5,60.8,41.5,22,95.5,59.0,38,0,0.0,2,1.00,9.8,Matches
3bb7b8b4,Ederson,br BRA,GK,eng Manchester City,25,1993,7.5,7,1,0,0,0,7.6,0.29,+0.6,+0.08,36,80,45.0,225,30,29.3,32.6,29,48.3,45.0,45,4,8.9,20,2.67,21.4,Matches
63d17038,Paulo Gazzaniga,ar ARG,GK,eng Tottenham,27,1992,4.0,5,0,0,1,0,7.0,0.32,+2.0,+0.49,17,56,30.4,88,19,38.6,34.1,42,52.4,44.1,56,2,3.6,2,0.50,12.9,Matches
f0f7f62f,Pierluigi Gollini,it ITA,GK,it Atalanta,24,1995,7.0,13,1,0,0,0,14.7,0.43,+1.7,+0.25,27,73,37.0,131,20,32.8,34.8,35,85.7,57.2,72,1,1.4,9,1.29,15.3,Matches
bcb2ccd8,Péter Gulácsi,hu HUN,GK,de RB Leipzig,29,1990,9.7,12,1,0,0,0,15.0,0.32,+3.0,+0.31,43,104,41.3,299,49,28.8,31.3,67,26.9,33.2,125,6,4.8,15,1.55,21.9,Matches
74419746,Samir Handanović,si SVN,GK,it Inter,35,1984,6.0,9,1,0,0,0,9.8,0.31,+0.8,+0.14,24,48,50.0,178,36,16.9,26.7,46,39.1,36.0,59,2,3.4,3,0.50,11.2,Matches
ad3389d5,Lukáš Hrádecký,fi FIN,GK,de Leverkusen,29,1989,6.0,9,0,0,0,0,8.4,0.30,-0.6,-0.09,39,103,37.9,233,26,38.2,35.6,32,43.8,37.9,49,3,6.1,9,1.50,17.9,Matches
2fabebc0,Mikhail Kerzhakov,ru RUS,GK,ru Zenit,32,1987,4.0,7,1,0,0,1,7.5,0.27,+1.5,+0.39,45,76,59.2,107,21,53.3,39.0,32,59.4,43.7,95,2,2.1,1,0.25,11.1,Matches
4e034598,Anton Kochenkov,ru RUS,GK,ru Loko Moscow,32,1987,1.0,2,1,0,1,0,2.2,0.05,+0.2,+0.18,6,24,25.0,15,1,66.7,46.2,16,87.5,56.2,17,0,0.0,0,0.00,3.0,Matches
179d2851,Ondřej Kolář,cz CZE,GK,cz Slavia Prague,24,1994,6.0,10,0,0,0,1,10.7,0.31,+1.7,+0.28,52,108,48.1,218,35,39.4,35.7,48,45.8,39.2,29,1,3.4,17,2.83,21.0,Matches
58f077c0,Dominik Livaković,hr CRO,GK,hr Dinamo Zagreb,24,1995,6.0,13,2,0,1,0,16.6,0.42,+3.6,+0.60,48,140,34.3,120,20,68.3,45.5,61,95.1,63.4,84,2,2.4,3,0.50,9.5,Matches
8f62b6ee,Hugo Lloris,fr FRA,GK,eng Tottenham,32,1986,4.0,13,2,0,0,0,9.4,0.30,-3.6,-0.89,17,32,53.1,63,12,31.7,33.4,27,44.4,31.3,47,0,0.0,1,0.25,8.4,Matches
f00de885,Anthony Lopes,pt POR,GK,fr Lyon,28,1990,10.0,14,3,0,1,0,12.4,0.27,-1.6,-0.16,47,133,35.3,240,56,37.9,34.4,91,46.2,40.8,173,11,6.4,4,0.40,12.1,Matches
8a6ab963,Andrey Lunyov,ru RUS,GK,ru Zenit,27,1991,2.0,2,1,0,0,0,2.1,0.08,+0.1,+0.07,10,29,34.5,50,14,44.0,38.8,15,46.7,38.2,45,2,4.4,1,0.50,13.7,Matches
fcb38f57,Mike Maignan,fr FRA,GK,fr Lille,24,1995,5.8,14,1,0,2,1,12.1,0.37,-0.9,-0.15,23,93,24.7,138,28,47.1,39.8,35,80.0,54.8,85,4,4.7,8,1.38,15.6,Matches
a3b0ed18,Guilherme Marinato,ru RUS,GK,ru Loko Moscow,33,1985,5.0,9,0,0,0,2,8.7,0.25,+1.7,+0.34,44,96,45.8,104,29,50.0,39.9,58,75.9,45.8,108,6,5.6,3,0.60,13.4,Matches
9413b19f,Alex Meret,it ITA,GK,it Napoli,22,1997,6.0,4,2,0,2,0,5.9,0.20,+1.9,+0.31,34,65,52.3,116,15,25.0,28.4,66,54.5,37.7,110,5,4.5,3,0.50,10.7,Matches
d436eb94,Simon Mignolet,be BEL,GK,be Club Brugge,31,1988,6.0,12,0,0,1,0,10.7,0.42,-1.3,-0.21,45,99,45.5,137,19,46.0,36.5,59,61.0,44.2,82,3,3.7,7,1.17,15.2,Matches
a2abe631,Fernando Muslera,uy URU,GK,tr Galatasaray,33,1986,6.0,14,2,0,0,0,18.0,0.34,+4.0,+0.67,63,165,38.2,210,35,56.7,40.5,54,85.2,57.5,76,5,6.6,3,0.50,15.1,Matches
dc29b608,Yvon Mvogo,ch SUI,GK,de RB Leipzig,25,1994,0.3,0,0,0,0,0,0.3,0.13,+0.3,+0.90,0,1,0.0,8,2,12.5,23.0,2,0.0,18.5,5,1,20.0,0,0.00,5.0,Matches
ecada4fc,Keylor Navas,cr CRC,GK,fr Paris S-G,32,1986,8.9,6,0,0,0,0,9.6,0.33,+3.6,+0.40,30,96,31.3,202,40,33.2,32.2,72,40.3,33.8,109,4,3.7,3,0.34,11.1,Matches
a9dc785c,Neto,br BRA,GK,es Barcelona,30,1989,1.0,1,0,0,0,0,1.6,0.20,+0.6,+0.60,5,16,31.3,40,11,30.0,31.2,10,40.0,33.9,19,0,0.0,0,0.00,10.5,Matches
8778c910,Manuel Neuer,de GER,GK,de Bayern Munich,33,1986,11.0,8,1,0,0,1,9.0,0.25,+2.0,+0.19,37,77,48.1,428,58,17.3,27.5,57,5.3,24.2,90,2,2.2,31,2.82,23.6,Matches
ee8508c0,Jan Oblak,si SVN,GK,es Atlético Madrid,26,1993,9.3,9,0,1,0,1,8.5,0.29,+0.5,+0.05,66,159,41.5,155,30,58.7,40.4,79,86.1,54.3,164,3,1.8,3,0.33,11.3,Matches
e9c0c1b2,André Onana,cm CMR,GK,nl Ajax,23,1996,6.0,6,2,0,1,0,11.0,0.31,+5.0,+0.84,26,102,25.5,176,28,43.2,35.6,49,53.1,44.3,62,4,6.5,7,1.17,13.9,Matches
