id,Player,Nation,Pos,Squad,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
42ec696a,Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,32,1986,5.0,6,0,0,2,0,10.8,0.36,+4.8,+0.96,43,132,32.6,126,22,71.4,49.3,52,80.8,62.5,95,3,3.2,3,0.60,11.7,Matches
7a2e46a8,Alisson,br BRA,GK,eng Liverpool,25,1992,13.0,12,0,1,2,1,15.1,0.29,+4.1,+0.32,48,125,38.4,361,76,23.3,29.7,84,48.8,41.4,127,3,2.4,9,0.69,17.4,Matches
2f965a72,Alphonse Areola,fr FRA,GK,fr Paris S-G,25,1993,3.0,6,1,0,0,0,4.5,0.24,-1.5,-0.48,8,11,72.7,68,11,10.3,22.6,18,22.2,30.6,32,1,3.1,1,0.33,8.1,Matches
34e38ddf,Loic Badiashile,fr FRA,GK,fr Monaco,20,1998,1.0,1,0,0,0,0,0.4,0.08,-0.6,-0.59,10,20,50.0,20,1,55.0,43.3,10,90.0,53.4,18,0,0.0,1,1.00,11.4,Matches
f7b10c66,David von Ballmoos,ch SUI,GK,ch Young Boys,23,1994,4.0,10,1,0,0,0,8.9,0.36,-1.1,-0.28,36,94,38.3,114,20,53.5,38.9,36,91.7,60.9,58,1,1.7,2,0.50,16.5,Matches
c2e41cfb,Vasilios Barkas,gr GRE,GK,gr AEK Athens,24,1994,6.0,13,2,1,3,0,15.2,0.34,+2.2,+0.37,66,145,45.5,155,16,69.0,44.5,54,70.4,49.0,116,5,4.3,2,0.33,10.6,Matches
47064058,Oliver Baumann,de GER,GK,de Hoffenheim,28,1990,6.0,14,0,1,1,0,15.7,0.37,+1.7,+0.29,37,85,43.5,165,28,31.5,31.0,55,60.0,43.2,68,2,2.9,8,1.33,19.1,Matches
b7e7937d,Diego Benaglio,ch SUI,GK,fr Monaco,34,1983,4.5,10,1,0,1,0,9.2,0.46,-0.8,-0.18,16,31,51.6,85,17,25.9,28.7,34,26.5,32.1,53,2,3.8,3,0.67,12.0,Matches
5e8936be,Milan Borjan,ca CAN,GK,rs Red Star,30,1987,6.0,17,1,2,1,0,18.7,0.30,+1.7,+0.28,47,136,34.6,155,25,57.4,43.4,66,71.2,52.6,99,4,4.0,6,1.00,14.1,Matches
e40d028b,Gianluigi Buffon,it ITA,GK,fr Paris S-G,40,1978,5.0,6,3,0,0,0,6.0,0.25,0.0,0.00,14,49,28.6,91,16,28.6,29.1,36,63.9,45.5,55,1,1.8,0,0.00,10.2,Matches
9d12e142,Roman Bürki,ch SUI,GK,de Dortmund,27,1990,7.0,6,0,0,1,0,7.2,0.33,+1.2,+0.17,26,75,34.7,192,37,29.2,33.1,42,45.2,39.4,84,0,0.0,5,0.71,14.6,Matches
1ddbb0da,Iker Casillas,es ESP,GK,pt Porto,37,1981,10.3,15,3,0,2,0,13.8,0.26,-1.2,-0.12,64,160,40.0,295,29,38.3,35.3,75,62.7,45.4,136,3,2.2,11,1.10,15.7,Matches
04ac8285,Jasper Cillessen,nl NED,GK,es Barcelona,29,1989,1.0,1,0,0,0,0,2.8,0.40,+1.8,+1.77,4,7,57.1,33,11,15.2,30.6,5,40.0,35.2,9,0,0.0,0,0.00,11.3,Matches
1840e36d,Thibaut Courtois,be BEL,GK,es Real Madrid,26,1992,5.0,8,0,1,0,0,9.7,0.35,+1.7,+0.35,37,86,43.0,134,35,44.8,38.2,44,59.1,49.1,52,1,1.9,6,1.20,16.2,Matches
c9cb972b,Jaume Doménech,es ESP,GK,es Valencia,27,1990,1.0,1,0,0,0,0,1.2,0.23,+0.2,+0.17,5,10,50.0,17,3,35.3,31.4,7,57.1,40.6,17,0,0.0,0,0.00,7.5,Matches
3bb7b8b4,Ederson,br BRA,GK,eng Manchester City,24,1993,10.0,12,3,0,1,0,10.1,0.24,-1.9,-0.19,26,52,50.0,237,37,14.3,25.9,48,37.5,41.2,69,6,8.7,18,1.80,18.4,Matches
1e43fad8,Ralf Fährmann,de GER,GK,de Schalke 04,29,1988,6.0,14,2,1,1,0,12.0,0.31,-2.0,-0.34,24,74,32.4,119,24,42.9,36.6,38,60.5,44.7,45,0,0.0,1,0.17,11.1,Matches
63d17038,Paulo Gazzaniga,ar ARG,GK,eng Tottenham,26,1992,1.0,1,0,0,1,0,0.8,0.20,-0.2,-0.20,0,3,0.0,26,6,7.7,24.7,2,50.0,46.5,14,2,14.3,4,4.00,16.8,Matches
