id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
005ca692,1,0,0,0,1,1,2,1,0,0,0,0,1,0,0
00672021,6,4,0,5,1,3,10,7,4,0,4,7,13,2,0
0076ab7f,25,15,5,16,4,11,15,4,5,3,2,6,31,14,0
007faf7a,1,1,0,1,0,1,2,1,2,0,2,1,2,0,0
00963611,1,0,1,0,0,1,1,0,1,1,0,4,5,3,1
00b28772,8,2,3,2,3,3,8,5,7,2,5,13,21,11,0
00ddb7f7,13,6,5,8,0,8,17,9,13,1,12,6,19,5,0
00eba9c9,7,6,4,2,1,2,5,3,2,1,1,5,12,1,0
0127419a,4,3,3,1,0,3,8,5,4,0,4,3,7,1,0
01464072,3,2,1,2,0,3,4,1,0,0,0,1,4,2,0
0176f037,9,4,5,2,2,9,15,6,6,0,6,6,15,26,0
017ab4d4,5,2,2,2,1,1,6,5,1,0,1,2,7,1,0
0193a8bf,6,4,2,3,1,3,9,6,6,0,6,7,13,2,0
01ba3996,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
02319ad7,2,2,2,0,0,1,8,7,6,3,3,1,3,7,0
023efc8b,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
02caf6e0,4,3,0,2,2,1,5,4,2,1,1,3,7,10,0
02ce2030,4,3,3,1,0,0,3,3,7,6,1,9,13,28,2
02ee4c77,3,0,1,1,1,2,3,1,2,0,2,0,3,2,1
03622183,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0
038aa94a,13,8,6,5,2,5,16,11,13,4,9,10,23,20,0
03df04ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
042d286e,1,0,0,0,1,1,2,1,7,0,7,2,3,3,0
04a35432,2,2,2,0,0,1,4,3,6,3,3,7,9,31,0
04e17fd5,0,0,0,0,0,0,3,3,1,0,1,1,1,3,0
0534149c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
