id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,recov
0076ab7f,1,0,1,0,0,1,3,2,3,3,0,0,1,11,0,9
01226327,0,0,0,0,0,0,2,2,4,2,2,1,1,5,0,8
0127419a,4,2,1,1,2,3,8,5,2,0,2,3,7,1,0,12
01ccefab,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
01da7812,5,3,1,3,1,3,6,3,4,1,3,0,5,0,0,24
02caf6e0,6,2,2,3,1,5,9,4,4,0,4,2,8,3,1,19
0331786b,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
0362c29e,2,1,2,0,0,2,4,2,1,1,0,7,9,11,0,17
03b6afa9,2,1,0,1,1,1,5,4,3,1,2,12,14,1,0,31
03f946ed,2,0,0,2,0,1,2,1,1,0,1,0,2,2,0,9
048a1cbc,2,2,1,1,0,2,2,0,0,0,0,1,3,0,0,5
04e17fd5,4,2,1,2,1,2,2,0,1,0,1,1,5,1,0,9
056269d7,9,3,2,0,7,2,3,1,2,0,2,0,9,2,0,9
05bffdb1,1,0,1,0,0,1,1,0,0,0,0,1,2,6,0,10
05d548d8,6,4,0,6,0,4,6,2,7,3,4,2,8,7,1,13
0683f364,5,5,2,1,2,4,6,2,4,1,3,6,11,9,0,21
068f4dec,2,2,1,1,0,2,5,3,2,1,1,0,2,1,1,7
06df8256,8,4,3,5,0,5,7,2,6,3,3,12,20,28,0,39
072e68ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0743d0ec,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
080440a4,20,14,11,8,1,8,16,8,8,5,3,11,31,31,0,52
08c982a0,6,4,5,1,0,5,10,5,5,0,5,1,7,10,0,10
0a084b35,6,5,2,3,1,4,13,9,2,1,1,0,6,5,0,19
0a215326,3,1,2,1,0,2,3,1,4,2,2,6,9,6,0,16
0a89e877,12,9,8,3,1,5,7,2,2,0,2,9,21,3,0,25
0a98ecc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0b243559,2,1,2,0,0,1,2,1,0,0,0,3,5,2,0,14
0b5a292a,6,4,2,3,1,4,14,10,6,4,2,1,7,9,0,18
0c2ac3cb,5,2,2,3,0,2,5,3,3,0,3,2,7,2,0,11
0c5c94d0,2,2,2,0,0,1,3,2,3,2,1,0,2,4,0,15
0c7a48f8,4,2,2,2,0,2,3,1,5,4,1,8,12,9,0,23
0cadc46d,0,0,0,0,0,0,2,2,1,0,1,1,1,1,0,4
0cb29e91,1,1,0,1,0,0,2,2,0,0,0,0,1,1,0,2
0cc07deb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0ceb43f6,5,3,3,2,0,3,13,10,4,1,3,7,12,12,0,18
0d9b2d31,12,6,2,7,3,4,10,6,13,2,11,4,16,1,0,26
0da6a13e,4,1,1,1,2,3,6,3,4,0,4,0,4,2,0,17
0de73fa4,1,1,1,0,0,0,1,1,1,0,1,3,4,0,0,7
0df2b165,22,10,13,7,2,13,28,15,15,2,13,24,46,29,0,85
0eb83e1a,7,4,1,5,1,3,5,2,2,1,1,4,11,3,0,22
0f888175,3,2,1,1,1,1,4,3,2,0,2,1,4,1,0,8
10072610,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8
10549b49,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
10b26721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10fe831e,2,0,1,1,0,2,3,1,5,2,3,2,4,12,0,10
1124ac8a,5,1,5,0,0,4,5,1,0,0,0,1,6,4,0,6
118b60ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121101a4,2,1,1,1,0,0,0,0,2,2,0,1,3,4,0,5
1295b5e3,15,11,6,9,0,10,17,7,6,2,4,15,30,5,0,34
12c35abe,10,3,6,3,1,5,10,5,4,1,3,1,11,4,0,27
1339039e,6,3,2,0,4,4,8,4,5,0,5,1,7,2,0,15
133faa84,13,8,11,2,0,7,12,5,14,5,9,20,33,39,0,37
13c8e5f6,2,1,1,1,0,1,5,4,3,0,3,3,5,1,0,14
13ea2544,14,11,5,9,0,4,13,9,9,3,6,5,19,6,0,42
1443ca7d,1,0,1,0,0,1,3,2,1,0,1,3,4,0,0,3
149c5f5d,3,2,1,2,0,3,4,1,1,0,1,1,4,4,0,5
14e8fe86,2,2,1,1,0,1,3,2,1,1,0,2,4,4,0,4
15944afd,6,4,1,4,1,3,7,4,1,0,1,5,11,3,0,17
15b287da,19,13,11,4,4,10,30,20,12,1,11,6,25,1,0,73
15d0c248,10,7,6,3,1,7,7,0,15,13,2,5,15,22,0,24
16380240,2,2,0,1,1,1,3,2,0,0,0,2,4,0,0,6
169f5976,0,0,0,0,0,0,2,2,2,1,1,0,0,1,0,6
16e9d0ea,7,6,5,0,2,3,5,2,3,1,2,12,19,11,0,16
172bab0a,3,2,1,1,1,0,1,1,4,0,4,2,5,0,0,12
173eb3cd,8,5,6,1,1,2,8,6,4,0,4,11,19,6,0,24
1774c547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182a8b9d,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,3
1880614f,3,2,0,2,1,1,3,2,1,0,1,1,4,0,0,19
1900032e,3,3,1,2,0,2,8,6,1,1,0,1,4,9,0,10
19053e31,6,5,1,3,2,2,8,6,3,1,2,3,9,2,0,24
1944818c,16,5,9,3,4,10,13,3,7,0,7,6,22,8,1,58
1971591f,1,1,1,0,0,0,4,4,4,0,4,1,2,1,0,17
197640fd,9,6,4,4,1,3,5,2,5,0,5,3,12,10,0,23
19a967ab,17,10,12,4,1,9,15,6,11,0,11,15,32,12,1,43
19cae58d,6,2,0,5,1,2,7,5,4,1,3,2,8,1,0,12
1a4ef233,9,6,4,5,0,4,4,0,8,3,5,3,12,9,0,16
1b280c66,2,1,1,0,1,0,1,1,1,0,1,1,3,1,0,7
1bacc518,5,4,0,4,1,1,2,1,2,0,2,4,9,0,0,26
1bda5842,4,2,3,1,0,2,5,3,5,2,3,2,6,0,0,18
1c07b06e,5,3,1,4,0,3,6,3,3,1,2,6,11,6,0,9
1c7012b8,24,12,9,14,1,12,20,8,20,7,13,22,46,14,1,66
1c78737d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1d2d5cc8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1d54e8f8,5,1,3,2,0,0,6,6,2,0,2,3,8,1,0,29
1dff86ec,2,1,0,2,0,1,1,0,2,0,2,0,2,2,0,1
1e8dbb59,7,5,3,4,0,1,1,0,4,2,2,5,12,12,0,14
1e9aa637,1,0,0,1,0,0,1,1,0,0,0,1,2,1,0,8
1ec7e1c5,5,1,4,1,0,4,5,1,3,2,1,5,10,12,0,25
1eecc0c6,8,6,4,3,1,1,10,9,2,0,2,5,13,9,0,35
1f1229a9,1,1,0,1,0,0,2,2,1,0,1,1,2,1,0,9
1f2d714c,2,1,1,0,1,1,4,3,0,0,0,1,3,1,0,9
1f3afdcb,7,3,5,2,0,4,7,3,3,2,1,1,8,9,0,18
1f9328da,3,2,1,2,0,2,3,1,1,0,1,3,6,4,0,24
1fd1df9c,10,6,7,3,0,7,9,2,3,0,3,5,15,11,0,21
20030c06,10,3,9,1,0,3,9,6,6,4,2,5,15,33,0,28
200e89e1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
20b9f052,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,7
20dbf9e0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0
20de219a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
211589b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21164a21,7,3,4,3,0,3,7,4,7,3,4,5,12,8,0,15
21166ff4,11,5,5,5,1,5,8,3,6,4,2,7,18,19,0,39
222dfffb,28,17,10,14,4,13,21,8,8,0,8,11,39,2,0,43
22798128,6,4,4,2,0,4,8,4,11,1,10,6,12,1,0,30
228b0d9d,19,11,7,10,2,14,20,6,3,3,0,3,22,17,0,30
230a2fac,20,10,9,9,2,8,14,6,9,3,6,3,23,15,2,25
230f0471,6,4,2,4,0,5,9,4,3,0,3,0,6,0,1,7
24051310,9,4,5,3,1,3,8,5,1,0,1,6,15,9,0,30
240c8ab6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
24228180,9,7,3,4,2,2,8,6,1,1,0,1,10,4,0,21
244a31b9,1,1,0,1,0,1,1,0,0,0,0,0,1,2,0,2
24d9435b,3,2,0,2,1,2,5,3,4,2,2,1,4,3,0,12
2506009f,5,1,1,4,0,3,8,5,3,1,2,6,11,12,0,20
25146df0,2,1,0,2,0,0,0,0,6,3,3,3,5,11,0,13
258aff54,0,0,0,0,0,0,4,4,1,0,1,2,2,7,0,9
25b74470,13,9,10,3,0,7,8,1,2,2,0,0,13,0,0,17
25e6f8cb,20,11,12,7,1,13,14,1,10,0,10,8,28,4,0,37
25ef5b47,5,5,2,2,1,1,8,7,8,0,8,7,12,1,1,13
262e5a82,4,1,0,3,1,1,3,2,0,0,0,2,6,0,0,13
264b6d64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2690dffa,3,1,3,0,0,3,3,0,0,0,0,3,6,3,0,7
26f6dca8,14,9,5,4,5,11,21,10,4,0,4,5,19,0,0,45
270c700c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27e6fbbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27ff9bdb,2,1,0,1,1,1,2,1,1,0,1,0,2,0,0,13
284f2ce6,4,3,2,2,0,1,1,0,6,0,6,2,6,8,0,13
28b1f3ce,8,5,0,6,2,3,9,6,6,0,6,3,11,3,0,19
28eaa0f3,6,3,0,5,1,1,3,2,7,4,3,19,25,15,1,39
28eea0fc,1,0,0,1,0,1,4,3,2,0,2,3,4,0,0,4
29d8ad3f,3,0,1,2,0,3,6,3,2,2,0,9,12,19,1,17
29fbdc88,8,4,3,5,0,3,9,6,7,0,7,2,10,1,0,30
2a0c8ba4,6,4,1,4,1,4,8,4,4,1,3,1,7,2,0,17
2a1beb34,8,6,6,2,0,4,9,5,6,2,4,12,20,11,0,52
2a70dcc9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
2ab7149e,5,3,4,0,1,3,4,1,2,2,0,2,7,8,1,25
2b09d998,4,3,1,3,0,1,2,1,8,2,6,6,10,1,0,12
2b1c4abd,1,1,0,1,0,0,1,1,2,0,2,3,4,1,0,7
2b65fe46,2,1,0,2,0,0,4,4,0,0,0,2,4,3,0,22
2ba38347,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2bed3eab,9,6,6,3,0,5,8,3,3,2,1,11,20,10,0,43
2bef2bca,3,2,2,1,0,3,3,0,6,3,3,3,6,2,0,27
2c320058,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,6
2c56a792,3,1,0,0,3,1,3,2,6,1,5,1,4,1,1,5
2c5f04ba,2,1,0,2,0,0,4,4,3,0,3,1,3,0,0,16
2cb77ec6,6,1,5,1,0,3,3,0,2,2,0,4,10,7,0,9
2ce71308,3,1,2,1,0,1,5,4,7,0,7,2,5,2,0,14
2d54d501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2d6e535f,4,1,1,3,0,1,2,1,1,1,0,4,8,6,0,16
2db2fd7b,5,1,3,2,0,3,3,0,0,0,0,1,6,8,0,10
2dce876a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2de6641f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
