id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
005ca692,1,1,0,1,0,0,2,2,0,0,0,1,2,0,0
00672021,2,1,1,0,1,1,8,7,5,1,4,3,5,3,0
0076ab7f,16,10,4,11,1,2,3,1,5,2,3,4,20,1,1
00bc97e8,1,0,0,1,0,1,2,1,0,0,0,3,4,13,0
01834aa0,8,4,6,1,1,5,6,1,7,2,5,9,17,12,0
023efc8b,6,5,2,4,0,2,7,5,5,0,5,5,11,3,1
02ce2030,9,7,7,2,0,3,8,5,11,9,2,14,23,28,1
02df3a4b,8,7,8,0,0,4,6,2,3,1,2,8,16,17,0
0331786b,1,0,1,0,0,1,1,0,0,0,0,0,1,3,0
0366fc78,9,5,2,6,1,2,8,6,6,0,6,5,14,3,0
0375723e,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0
03df04ff,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
04965583,7,4,5,1,1,3,5,2,2,0,2,7,14,4,0
04da2b40,1,1,1,0,0,1,1,0,0,0,0,1,2,2,0
0538066d,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0562b7f1,3,3,1,0,2,1,4,3,2,1,1,2,5,8,0
059a0231,1,1,0,1,0,0,0,0,1,1,0,1,2,0,0
05a6c38b,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0
05e19d6a,2,1,1,1,0,0,0,0,2,1,1,2,4,1,0
0630eb63,0,0,0,0,0,0,0,0,1,0,1,2,2,1,0
0638becf,3,2,3,0,0,1,2,1,6,2,4,3,6,3,0
06972405,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
06b2765c,6,2,3,3,0,2,4,2,0,0,0,3,9,3,0
06e5b0e4,16,10,10,5,1,4,11,7,9,6,3,20,36,41,0
06fee814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
070ec0b1,4,3,3,1,0,1,3,2,7,4,3,9,13,7,0
07ab6542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07abb358,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
07f8bcc8,6,5,1,4,1,1,2,1,0,0,0,0,6,1,0
080440a4,24,14,13,11,0,10,16,6,8,6,2,12,36,29,0
08593525,32,25,16,14,2,10,22,12,18,1,17,29,61,14,0
086d7db3,0,0,0,0,0,0,0,0,1,0,1,2,2,3,0
088e6424,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
089550f5,7,5,4,2,1,6,7,1,1,0,1,2,9,4,1
08990838,1,1,0,1,0,1,3,2,2,1,1,3,4,17,0
08a2c314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
08d37c53,1,1,1,0,0,1,1,0,3,2,1,4,5,6,0
08fe932d,5,5,4,0,1,4,6,2,1,1,0,2,7,13,0
0990f2fb,9,6,6,1,2,4,6,2,8,4,4,3,12,19,0
09a9e921,1,1,0,0,1,0,2,2,1,0,1,3,4,6,0
0a0cc13c,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0
0a215326,5,2,2,3,0,2,8,6,7,0,7,8,13,5,0
0a447501,2,1,0,0,2,0,0,0,0,0,0,0,2,2,0
0a6dbbf7,6,1,3,2,1,2,3,1,4,3,1,2,8,11,0
0a86fd8b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ac94a23,3,2,1,2,0,1,5,4,4,0,4,2,5,0,0
0ad69fd0,2,2,0,1,1,0,1,1,0,0,0,1,3,1,0
0b5a292a,9,8,4,3,2,4,6,2,6,1,5,5,14,12,0
0b90bb97,4,3,0,3,1,1,4,3,3,0,3,0,4,2,0
0be28faf,12,7,6,6,0,5,7,2,9,2,7,3,15,6,0
0be3255b,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0be95d34,4,2,1,1,2,2,2,0,5,0,5,2,6,1,0
0c09c984,8,4,4,4,0,2,7,5,7,0,7,10,18,5,0
0d10333c,8,2,3,4,1,5,11,6,7,0,7,3,11,7,0
0e100630,2,2,2,0,0,2,2,0,1,0,1,1,3,2,0
0e21fc3c,3,1,0,1,2,2,4,2,7,0,7,4,7,0,0
0e4fef6e,1,0,1,0,0,1,3,2,3,2,1,1,2,3,1
0e7ccfc4,8,6,4,4,0,6,11,5,7,1,6,0,8,14,0
0eb03d5b,1,0,1,0,0,0,0,0,1,1,0,2,3,5,0
0eeafda5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
0ef05b3e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0efacb06,0,0,0,0,0,0,1,1,2,0,2,1,1,3,0
