id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0027c6cc,13,6,7,6,0,5,7,2,6,4,2,13,26,27,0
005ca692,5,3,3,1,1,1,5,4,1,0,1,3,8,3,0
00672021,4,2,1,2,1,4,9,5,3,1,2,3,7,2,0
00ddb7f7,7,5,4,3,0,1,10,9,9,2,7,5,12,1,0
00eba9c9,1,0,0,1,0,1,2,1,5,0,5,2,3,0,0
00f0482f,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
011d8c56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0127419a,4,4,0,4,0,2,8,6,7,0,7,1,5,5,0
0193a8bf,9,7,4,5,0,1,13,12,12,0,12,8,17,3,0
01ccefab,8,3,3,4,1,6,9,3,4,1,3,3,11,6,0
02a496ff,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0
02ce2030,3,2,0,3,0,2,7,5,6,4,2,7,10,18,1
02d2c436,7,5,5,2,0,2,5,3,5,3,2,20,27,17,0
02fbc447,3,2,1,1,1,1,1,0,1,0,1,3,6,0,0
032f894e,5,3,2,2,1,1,6,5,4,0,4,5,10,1,0
0362c29e,6,4,3,2,1,4,7,3,1,1,0,4,10,9,0
03df04ff,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03f946ed,2,2,0,1,1,0,1,1,2,0,2,0,2,6,0
042d286e,0,0,0,0,0,0,4,4,4,0,4,0,0,3,0
04df29a5,3,1,0,1,2,1,1,0,0,0,0,0,3,2,0
0557ff4f,4,3,4,0,0,1,2,1,1,0,1,2,6,2,0
0562b7f1,0,0,0,0,0,0,2,2,1,0,1,0,0,3,0
0578b238,12,8,9,2,1,8,13,5,10,3,7,9,21,19,0
05bffdb1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
05e19d6a,8,4,4,3,1,2,8,6,10,2,8,6,14,9,0
0658de43,2,1,0,2,0,2,3,1,1,0,1,0,2,0,0
0670ee51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
