id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
42ec696a,Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,31,1986,6,6,540,6.0,10,1.67,37,27,75.7,3,0,3,1,16.7,1,1,0,0,0.0,Matches
7a2e46a8,Alisson,br BRA,GK,it Roma,24,1992,12,12,1080,12.0,19,1.58,63,46,69.8,6,2,4,5,41.7,0,0,0,0,,Matches
2f965a72,Alphonse Areola,fr FRA,GK,fr Paris S-G,24,1993,8,8,720,8.0,9,1.13,37,28,78.4,5,0,3,4,50.0,1,1,0,0,0.0,Matches
b7e7937d,Diego Benaglio,ch SUI,GK,fr Monaco,33,1983,3,3,270,3.0,9,3.00,17,8,47.1,0,1,2,0,0.0,0,0,0,0,,Matches
0ef05b3e,Frank Boeckx,be BEL,GK,be Anderlecht,30,1986,3,3,270,3.0,8,2.67,19,10,57.9,1,0,2,1,33.3,0,0,0,0,,Matches
10072610,Claudio Bravo,cl CHI,GK,eng Manchester City,34,1983,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,Matches
e40d028b,Gianluigi Buffon,it ITA,GK,it Juventus,39,1978,9,9,810,9.0,11,1.22,33,23,66.7,4,3,2,2,22.2,0,0,0,0,,Matches
9d12e142,Roman Bürki,ch SUI,GK,de Dortmund,26,1990,6,6,540,6.0,13,2.17,36,23,63.9,0,2,4,0,0.0,0,0,0,0,,Matches
58bc7d18,Kiko Casilla,es ESP,GK,es Real Madrid,30,1986,2,2,180,2.0,3,1.50,9,6,66.7,1,0,1,1,50.0,0,0,0,0,,Matches
1ddbb0da,Iker Casillas,es ESP,GK,pt Porto,36,1981,3,3,270,3.0,3,1.00,11,8,72.7,1,1,1,2,66.7,0,0,0,0,,Matches
f619413f,Júlio César,br BRA,GK,pt Benfica,37,1979,1,1,90,1.0,5,5.00,8,3,50.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
04ac8285,Jasper Cillessen,nl NED,GK,es Barcelona,28,1989,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
1840e36d,Thibaut Courtois,be BEL,GK,eng Chelsea,25,1992,8,8,720,8.0,12,1.50,32,20,65.6,3,3,2,2,25.0,1,1,0,0,0.0,Matches
3bb7b8b4,Ederson,br BRA,GK,eng Manchester City,23,1993,9,9,810,9.0,10,1.11,33,22,75.8,6,0,3,4,44.4,3,2,1,0,33.3,Matches
af245161,Fabricio,es ESP,GK,tr Beşiktaş,29,1987,6,6,540,6.0,9,1.50,32,24,71.9,3,2,1,1,16.7,0,0,0,0,,Matches
7ba6d84e,David de Gea,es ESP,GK,eng Manchester Utd,26,1990,6,6,540,6.0,3,0.50,27,24,88.9,4,1,1,4,66.7,0,0,0,0,,Matches
b15780e3,Craig Gordon,sct SCO,GK,sct Celtic,34,1982,6,6,540,6.0,18,3.00,39,23,56.4,1,0,5,1,16.7,1,1,0,0,0.0,Matches
