id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
0027c6cc,451,520,8949.0,3034.0,122,133,291,307,36,66,0,0.0,0.0,0.0,1,16,0,0,24
005ca692,203,231,3561.0,1119.0,92,98,91,98,14,27,0,0.0,0.1,0.0,1,15,1,0,14
00672021,235,267,3786.0,1125.0,117,126,98,107,16,24,1,0.9,0.9,0.1,3,24,4,0,25
00ddb7f7,103,136,1818.0,612.0,44,49,42,53,10,20,0,0.3,0.3,-0.3,2,10,3,1,17
00eba9c9,45,62,992.0,214.0,18,24,14,18,11,14,0,0.1,0.0,-0.1,3,7,0,0,5
00f0482f,2,2,31.0,11.0,1,1,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,1
011d8c56,30,35,633.0,297.0,12,12,12,12,6,11,0,0.0,0.0,0.0,0,0,0,0,0
0127419a,108,146,1481.0,430.0,64,76,33,47,4,7,1,1.4,1.1,-0.4,7,10,4,1,13
0193a8bf,137,208,2169.0,709.0,86,104,33,49,14,29,0,0.2,0.4,-0.2,5,13,4,2,18
01ccefab,179,258,2839.0,963.0,106,121,53,81,17,37,1,2.2,1.5,-1.2,11,13,12,4,16
02a496ff,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
02ce2030,258,293,5512.0,1993.0,66,70,150,159,41,59,0,0.1,0.0,-0.1,1,10,0,0,17
02d2c436,426,509,8587.0,3319.0,134,147,248,280,42,71,0,0.0,0.2,0.0,1,29,3,3,48
02fbc447,58,65,884.0,328.0,34,37,20,22,3,4,0,0.0,0.0,0.0,0,9,0,0,9
032f894e,153,181,3061.0,808.0,58,63,66,75,26,36,0,0.1,0.2,-0.1,3,24,3,0,28
0362c29e,248,293,3982.0,1011.0,123,133,103,117,16,21,0,0.4,0.4,-0.4,3,7,6,3,11
03df04ff,84,109,2188.0,1335.0,10,10,54,57,20,42,0,0.0,0.0,0.0,0,0,0,0,0
03f946ed,42,57,493.0,94.0,30,35,8,12,1,1,0,1.0,0.5,-1.0,4,0,2,0,2
042d286e,71,110,973.0,235.0,42,60,21,29,2,5,0,0.5,0.7,-0.5,2,7,2,0,9
04df29a5,16,26,289.0,57.0,8,14,2,2,4,5,0,0.0,0.0,0.0,1,1,0,0,2
0557ff4f,21,23,336.0,88.0,5,6,14,14,0,0,0,0.0,0.0,0.0,0,1,0,0,2
0562b7f1,52,72,725.0,81.0,25,36,15,19,3,3,0,0.1,0.1,-0.1,2,2,1,0,3
0578b238,122,172,2033.0,929.0,70,82,38,58,12,23,2,1.7,0.9,0.3,3,8,1,0,11
05bffdb1,97,139,2427.0,1854.0,24,24,50,51,23,64,0,0.0,0.0,0.0,0,0,0,0,0
05e19d6a,312,350,5587.0,1355.0,142,155,125,133,36,43,0,0.2,0.3,-0.2,4,29,4,0,33
0658de43,12,17,168.0,14.0,8,10,3,4,1,1,0,0.0,0.0,0.0,0,1,0,0,1
0670ee51,45,57,939.0,306.0,12,15,29,34,4,7,0,0.0,0.0,0.0,0,2,0,0,4
