id,Cmp,Att,TotDist,PrgDist,Cmp.1,Att.1,Cmp.2,Att.2,Cmp.3,Att.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
005ca692,16,16,298.0,89.0,5,5,6,6,3,3,0,0.0,0.0,0.0,0,4,0,0,3
00672021,340,382,5068.0,1424.0,184,205,110,121,22,29,0,0.7,0.5,-0.7,10,30,5,0,27
0076ab7f,760,793,13401.0,3838.0,301,310,378,388,64,72,0,0.0,0.2,0.0,0,73,0,0,51
007faf7a,26,35,385.0,101.0,17,20,6,9,2,2,0,0.1,0.0,-0.1,2,2,1,0,3
00963611,50,56,903.0,273.0,14,17,32,34,3,3,0,0.0,0.0,0.0,0,1,0,0,1
00b28772,105,139,1719.0,358.0,54,64,35,42,11,22,0,0.1,0.1,-0.1,2,9,1,1,9
00ddb7f7,99,163,1552.0,426.0,54,70,33,52,7,26,0,0.1,0.1,-0.1,2,8,2,0,15
00eba9c9,61,89,1055.0,351.0,34,48,19,26,7,11,0,0.0,0.2,0.0,1,7,2,1,11
0127419a,56,79,849.0,356.0,35,41,8,11,8,15,1,1.5,0.8,-0.5,5,9,3,1,8
01464072,48,60,831.0,296.0,25,28,17,19,4,11,0,0.2,0.3,-0.2,1,1,1,0,5
0176f037,160,233,3242.0,1203.0,60,72,77,107,23,41,0,0.1,0.1,-0.1,3,9,3,1,14
017ab4d4,28,36,391.0,127.0,17,20,7,8,1,1,0,0.1,0.1,-0.1,2,0,3,0,4
0193a8bf,68,113,1125.0,304.0,39,48,14,27,12,21,0,0.3,0.2,-0.3,3,8,3,0,12
01ba3996,12,14,310.0,71.0,4,4,5,6,3,4,0,0.1,0.1,-0.1,1,1,0,0,1
02319ad7,97,153,1251.0,283.0,65,82,20,34,6,15,1,1.2,0.7,-0.2,7,5,6,2,12
023efc8b,34,36,531.0,80.0,15,17,19,19,0,0,0,0.0,0.0,0.0,1,4,0,0,1
02caf6e0,198,262,2842.0,886.0,120,134,61,89,11,20,0,0.9,0.8,-0.9,5,6,4,3,9
02ce2030,254,321,5234.0,2007.0,70,84,149,165,34,64,0,0.0,0.0,0.0,0,19,0,0,32
02ee4c77,32,59,401.0,47.0,17,33,10,15,1,1,0,0.0,0.1,0.0,0,3,1,0,2
03622183,51,65,586.0,91.0,32,38,14,16,0,0,1,0.4,0.3,0.6,6,5,1,0,4
038aa94a,460,580,7529.0,2717.0,256,283,153,188,42,77,1,1.5,1.3,-0.5,9,30,11,6,42
03df04ff,39,49,1071.0,849.0,5,5,20,21,14,23,0,0.0,0.0,0.0,0,0,0,0,0
042d286e,86,131,1196.0,180.0,48,67,26,34,4,7,0,0.9,0.5,-0.9,9,3,5,0,6
04a35432,152,202,3961.0,1270.0,25,34,85,102,41,62,0,0.7,0.0,-0.7,2,7,1,0,9
04e17fd5,26,43,416.0,87.0,12,19,11,17,1,3,0,0.0,0.0,0.0,0,2,1,0,3
0534149c,9,12,167.0,21.0,3,4,5,5,1,1,0,0.0,0.0,0.0,0,1,0,0,1
053f6e16,138,181,2067.0,945.0,71,84,59,72,4,17,0,0.0,0.0,0.0,1,11,1,0,11
0562b7f1,74,112,964.0,204.0,51,69,15,21,3,3,2,0.9,0.8,1.1,8,10,4,1,8
05a6c38b,94,135,1493.0,547.0,47,58,38,54,7,16,0,0.3,0.2,-0.3,3,6,1,1,8
05a84d52,62,109,846.0,139.0,40,53,14,31,3,5,2,1.2,0.6,0.8,6,8,2,0,11
05cb19c5,65,87,980.0,248.0,36,42,23,28,4,9,0,0.0,0.1,0.0,1,4,1,1,10
062fc2e6,39,56,503.0,244.0,29,35,10,16,0,2,0,0.0,0.0,0.0,0,2,0,0,2
068830ca,93,169,2952.0,2387.0,13,13,38,43,42,112,0,0.0,0.0,0.0,0,1,0,0,0
06983922,50,69,532.0,92.0,31,40,8,15,1,2,0,0.0,0.5,0.0,0,2,1,0,4
06a10001,373,555,5798.0,2652.0,193,226,150,207,19,76,3,2.2,2.6,0.8,19,24,21,11,59
06a1d642,48,59,569.0,106.0,29,32,14,17,0,0,0,0.5,0.1,-0.5,2,2,2,0,5
06e5b0e4,247,334,5365.0,2149.0,64,76,143,176,39,74,0,0.0,0.0,0.0,0,16,0,0,19
06f33dc8,77,122,1020.0,163.0,53,68,18,32,2,5,1,0.9,0.6,0.1,3,7,3,0,8
070a3904,34,46,683.0,174.0,15,17,12,14,7,13,0,0.8,0.6,-0.8,3,3,1,0,6
070ec0b1,198,214,3883.0,1314.0,65,68,108,115,22,27,0,0.0,0.0,0.0,0,3,0,0,6
07a821e4,3,4,25.0,8.0,3,3,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0
080440a4,418,545,7623.0,3351.0,169,186,205,247,38,92,0,0.4,0.3,-0.4,3,34,2,1,45
0827221a,23,31,330.0,121.0,12,17,8,9,2,3,0,0.0,0.0,0.0,1,2,0,0,2
08990838,274,327,5369.0,1949.0,87,96,140,158,41,59,0,0.0,0.0,0.0,0,8,0,0,16
08fe932d,38,57,506.0,197.0,25,34,11,16,1,6,0,0.0,0.0,0.0,0,0,0,0,1
0a6dbbf7,52,62,1094.0,364.0,9,10,36,39,7,13,0,0.0,0.0,0.0,0,0,0,0,1
0a74011c,41,56,816.0,348.0,11,16,24,29,5,10,0,0.0,0.0,0.0,0,3,0,0,5
0ac893aa,130,231,2349.0,900.0,56,95,52,82,17,36,0,0.1,0.2,-0.1,2,19,4,1,26
0adc7748,61,83,1147.0,417.0,18,24,36,42,6,14,0,0.0,0.0,0.0,1,3,0,0,7
0aeeed3f,99,135,1472.0,454.0,51,58,35,49,6,11,0,0.2,0.3,-0.2,4,8,3,0,11
0af4b238,23,28,482.0,89.0,8,9,12,14,3,5,0,0.1,0.0,-0.1,1,3,0,0,3
0b0cbe5b,73,117,1304.0,336.0,42,52,18,36,12,18,1,1.2,0.5,-0.2,6,8,3,2,8
0b380363,71,96,1512.0,626.0,27,29,30,38,14,24,1,0.4,0.3,0.6,5,10,4,2,13
0b4854f9,110,131,2087.0,816.0,37,41,67,77,5,10,0,0.0,0.0,0.0,0,2,0,0,2
0b4d8274,65,109,837.0,206.0,39,54,15,25,4,10,2,0.5,0.2,1.5,5,4,3,1,9
0b4f388a,53,67,706.0,230.0,32,36,17,22,1,1,0,0.3,0.7,-0.3,4,7,4,0,12
0bad4516,101,130,2009.0,473.0,31,35,56,67,12,24,0,0.0,0.0,0.0,0,10,0,0,17
0bd57693,35,46,674.0,209.0,16,17,12,14,7,12,0,0.2,0.2,-0.2,3,3,0,0,3
0be28faf,323,393,5662.0,1360.0,133,152,150,167,28,45,1,0.1,0.3,0.9,2,25,2,1,32
0be95d34,53,69,702.0,217.0,32,41,13,13,3,6,0,0.1,0.1,-0.1,4,10,2,0,7
0c09c984,174,215,2934.0,912.0,76,85,81,94,12,20,0,0.3,0.2,-0.3,1,20,1,1,22
0c0d6ed1,174,204,2854.0,866.0,91,96,59,66,18,25,1,0.6,0.3,0.4,4,18,2,0,19
0cc5f4a5,20,28,226.0,8.0,13,17,3,6,0,0,0,0.0,0.0,0.0,0,1,0,0,1
0d115860,2,4,34.0,2.0,1,2,1,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0
0d2b0b84,41,59,769.0,182.0,19,22,19,21,3,15,0,0.0,0.0,0.0,1,1,1,0,4
0d72fbca,26,42,576.0,169.0,8,9,9,13,8,14,0,0.2,0.2,-0.2,4,2,1,0,3
0dce3356,80,100,1083.0,273.0,46,51,26,34,3,7,0,0.1,0.0,-0.1,1,2,1,0,6
0e0102eb,2,3,25.0,0.0,1,2,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0
0e21fc3c,134,137,2326.0,624.0,60,61,59,60,14,15,0,0.0,0.1,0.0,0,9,0,0,11
0e7ccfc4,124,195,1897.0,670.0,69,80,41,73,9,27,1,0.8,0.4,0.2,6,7,6,4,9
0e96a5e1,41,55,741.0,201.0,16,21,17,19,5,9,0,0.0,0.1,0.0,0,5,1,1,4
0fb5e2ad,31,42,404.0,101.0,20,23,10,14,0,0,0,0.0,0.0,0.0,1,2,0,0,1
0fbecd11,98,121,1553.0,473.0,50,56,40,46,5,12,0,0.2,0.2,-0.2,3,12,5,0,23
0fd37a3d,176,278,3356.0,1348.0,76,98,63,95,29,52,0,1.0,1.1,-1.0,12,22,8,3,29
1001ae82,100,127,1778.0,402.0,46,50,31,37,16,31,0,0.2,0.3,-0.2,5,11,5,2,14
1055fa53,31,37,572.0,283.0,13,14,14,16,2,5,0,0.0,0.0,0.0,0,1,0,0,1
108fe016,285,302,4545.0,1035.0,145,150,94,100,27,28,0,0.8,0.8,-0.8,6,19,5,0,20
10f1cd17,72,102,1155.0,252.0,37,40,28,42,4,14,3,0.8,0.8,2.2,5,3,2,2,5
110338ae,19,33,526.0,424.0,3,3,8,9,8,21,0,0.0,0.0,0.0,0,0,0,0,0
112521d1,162,221,2769.0,767.0,73,84,72,96,13,32,1,1.0,0.7,0.0,3,8,5,3,13
113fb4ea,47,75,1478.0,1117.0,6,6,20,21,21,48,0,0.0,0.0,0.0,0,3,0,0,0
1144d8d7,25,39,246.0,72.0,13,15,3,9,1,2,1,0.2,0.1,0.8,4,3,1,0,2
11c0fa9d,88,114,1255.0,129.0,49,59,27,37,5,5,0,0.1,0.1,-0.1,3,7,1,0,8
11e5e469,167,203,3227.0,1137.0,58,64,90,106,18,27,0,0.0,0.0,0.0,0,5,0,0,5
1232e1dc,198,231,3958.0,1083.0,59,70,114,123,23,32,0,0.0,0.1,0.0,1,5,1,0,7
126568a4,4,5,37.0,1.0,4,4,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0
1281be1c,67,74,1689.0,700.0,10,13,39,40,18,21,0,0.0,0.0,0.0,1,10,0,0,8
12dcbdcc,433,548,8435.0,2766.0,159,176,209,248,60,103,1,0.2,0.4,0.8,3,42,4,2,57
12e6d21a,71,114,1135.0,197.0,35,53,26,36,5,12,0,0.7,0.4,-0.7,2,4,4,1,11
13203c45,154,207,2406.0,819.0,87,107,53,69,10,21,0,0.1,0.2,-0.1,4,9,2,0,13
132a82f1,64,85,1059.0,335.0,31,37,30,35,3,9,0,0.0,0.0,0.0,1,1,0,0,4
132f161f,5,7,70.0,23.0,2,3,2,3,0,0,0,0.0,0.0,0.0,1,0,0,0,1
1395682c,18,35,472.0,294.0,3,8,8,13,6,13,0,0.0,0.0,0.0,0,2,0,0,4
13a78e01,231,261,3917.0,639.0,115,126,95,101,17,24,0,0.1,0.1,-0.1,4,10,1,0,14
13ac19de,54,66,957.0,350.0,30,33,13,16,10,14,0,0.1,0.2,-0.1,1,8,1,0,7
13ddc856,96,126,1349.0,445.0,57,69,30,33,4,9,1,0.8,0.2,0.2,5,9,4,0,12
13ea2544,120,147,2223.0,498.0,57,60,45,52,17,25,0,0.1,0.2,-0.1,2,15,3,1,17
146b19d9,131,158,2002.0,457.0,68,78,53,60,6,10,0,0.1,0.2,-0.1,1,6,1,0,9
146f71c9,160,203,2662.0,991.0,82,94,56,64,18,30,1,0.2,0.1,0.8,3,15,3,0,18
14e8fe86,205,250,3754.0,1099.0,88,103,94,108,20,30,0,0.3,0.2,-0.3,5,24,2,0,27
1519a888,8,11,172.0,47.0,4,4,3,4,1,1,0,0.0,0.0,0.0,0,0,0,0,0
15937e17,482,553,9158.0,3358.0,165,182,271,288,42,73,1,0.5,0.1,0.5,2,19,1,0,21
15b287da,199,278,3224.0,1050.0,109,134,62,84,22,38,2,2.5,1.8,-0.5,17,26,7,1,47
15b6e8d7,166,237,3165.0,1359.0,73,89,72,105,21,37,1,1.9,1.3,-0.9,11,23,10,6,22
15d0c248,58,66,1118.0,425.0,20,24,30,31,7,8,0,0.0,0.1,0.0,0,7,1,0,7
15eb04ec,176,244,2701.0,893.0,94,111,56,73,13,34,0,0.9,1.0,-0.9,13,16,11,2,27
16380240,93,119,1621.0,372.0,45,48,36,46,10,20,0,0.2,0.6,-0.2,3,8,7,1,18
16657b95,211,267,4058.0,1419.0,78,93,96,113,27,42,0,0.4,0.2,-0.4,3,27,1,0,32
1668b4b1,0,2,0.0,0.0,0,0,0,1,0,1,0,0.0,0.0,0.0,0,0,0,0,0
16886ee5,140,166,2504.0,637.0,73,85,47,53,18,25,0,0.0,0.1,0.0,0,8,3,0,8
169fd162,46,62,622.0,154.0,26,33,14,17,2,4,0,0.3,0.2,-0.3,4,5,2,0,4
16daec92,30,45,489.0,97.0,13,16,13,20,3,4,0,0.0,0.0,0.0,0,2,1,0,3
170eb35b,120,175,2214.0,771.0,61,73,35,57,20,26,0,0.6,0.4,-0.6,6,25,3,3,21
17145c90,251,308,4425.0,1196.0,116,126,114,142,20,29,0,0.2,0.2,-0.2,3,14,1,0,19
17310a6c,33,38,470.0,135.0,19,19,11,12,1,5,0,0.0,0.0,0.0,0,3,0,0,2
173eb3cd,83,116,1412.0,548.0,45,56,29,39,7,14,0,0.2,0.1,-0.2,3,7,1,0,12
174651c8,115,157,2325.0,597.0,50,59,32,48,26,39,1,0.1,0.1,0.9,3,19,0,0,16
176674ab,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
17695062,78,95,1155.0,222.0,44,51,28,32,5,8,0,0.3,0.2,-0.3,3,4,4,3,7
17780d2b,28,31,533.0,207.0,9,10,15,15,4,6,0,0.1,0.0,-0.1,1,1,0,0,2
178ae8f8,91,116,1290.0,201.0,54,59,21,28,7,10,0,0.3,0.1,-0.3,6,6,1,0,8
17e3e467,11,13,181.0,18.0,6,6,3,3,2,3,0,0.0,0.0,0.0,0,0,0,0,1
1858bbf7,126,257,5457.0,4871.0,3,3,34,35,89,218,0,0.0,0.0,0.0,0,7,0,0,0
