id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
0076ab7f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01226327,6,4,1,0,0,1,0,2,0,1,0,0,1,0
0127419a,9,7,0,0,0,2,0,2,2,0,0,0,0,0
01ccefab,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01da7812,16,11,4,0,0,1,0,1,0,1,0,0,0,0
02caf6e0,11,7,0,2,0,2,0,2,0,0,1,0,1,0
0331786b,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0362c29e,3,2,0,0,1,0,0,0,0,0,0,0,0,0
03b6afa9,9,8,0,0,1,0,0,0,0,0,0,0,0,0
03f946ed,17,12,0,2,2,1,0,6,5,0,0,1,0,0
048a1cbc,2,2,0,0,0,0,0,1,1,0,0,0,0,0
04e17fd5,3,2,0,0,1,0,0,0,0,0,0,0,0,0
056269d7,3,3,0,0,0,0,0,0,0,0,0,0,0,0
05bffdb1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
05d548d8,3,3,0,0,0,0,0,0,0,0,0,0,0,0
0683f364,9,5,1,0,1,2,0,0,0,0,0,0,0,0
068f4dec,4,4,0,0,0,0,0,0,0,0,0,0,0,0
06df8256,6,6,0,0,0,0,0,1,1,0,0,0,0,0
072e68ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0743d0ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0
080440a4,4,2,0,1,0,0,1,0,0,0,0,0,0,0
08c982a0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0a084b35,2,2,0,0,0,0,0,1,1,0,0,0,0,0
0a215326,2,1,0,1,0,0,0,0,0,0,0,0,0,0
0a89e877,13,9,0,1,1,1,1,1,1,0,0,0,0,0
0a98ecc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0b243559,6,4,1,0,1,0,0,0,0,0,0,0,0,0
0b5a292a,15,13,1,0,0,1,0,2,2,0,0,0,0,0
0c2ac3cb,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0c5c94d0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
0c7a48f8,7,6,1,0,0,0,0,0,0,0,0,0,0,0
0cadc46d,3,2,0,0,1,0,0,0,0,0,0,0,0,0
0cb29e91,1,1,0,0,0,0,0,0,0,0,0,0,0,0
