id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
0076ab7f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00844823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
009a4f60,11,9,2,0,0,0,0,0,0,0,0,0,0,0
00b86f5e,1,0,1,0,0,0,0,0,0,0,0,0,0,0
00c9a283,3,3,0,0,0,0,0,0,0,0,0,0,0,0
01b8a2b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02b952ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02caf6e0,3,1,1,0,1,0,0,0,0,0,0,0,0,0
031ebd52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0362c29e,8,8,0,0,0,0,0,2,2,0,0,0,0,0
03998238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03b6afa9,6,3,0,3,0,0,0,1,0,0,1,0,0,0
03e7a498,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0412b9cd,2,2,0,0,0,0,0,0,0,0,0,0,0,0
04964f4f,2,1,0,1,0,0,0,0,0,0,0,0,0,0
049751d7,6,5,0,0,0,1,0,0,0,0,0,0,0,0
04e17fd5,2,2,0,0,0,0,0,0,0,0,0,0,0,0
04f661ea,2,0,2,0,0,0,0,0,0,0,0,0,0,0
056d2d95,22,13,9,0,0,0,0,1,1,0,0,0,0,0
05e19d6a,2,2,0,0,0,0,0,1,1,0,0,0,0,0
0670ee51,2,2,0,0,0,0,0,1,1,0,0,0,0,0
0683f364,11,10,0,1,0,0,0,0,0,0,0,0,0,0
068f4dec,4,2,1,1,0,0,0,1,1,0,0,0,0,0
06df8256,10,10,0,0,0,0,0,1,1,0,0,0,0,0
06e5b0e4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
072e68ed,1,1,0,0,0,0,0,1,1,0,0,0,0,0
08452314,13,9,0,1,2,1,0,0,0,0,0,0,0,0
086d7db3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0880e10b,0,0,0,0,0,0,0,0,0,0,0,0,0,0
089c7323,2,2,0,0,0,0,0,0,0,0,0,0,0,0
08eb3b58,8,6,1,0,1,0,0,0,0,0,0,0,0,0
0959184b,6,4,0,1,1,0,0,0,0,0,0,0,0,0
095ec83c,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0a084b35,10,5,5,0,0,0,0,3,1,2,0,0,0,0
